0	Index      	 *	Score 	Summary	Detail	
1	16617 14342	 * 	374.14	橙2易伤1双倍秒伤2等级1时间	1赏金塔2加一37等级4时间57易伤67暴雪减费7序列升级8雷电9核a双倍秒伤
2	14336 23261	 * 	357.45	橙2易伤1双倍秒伤2时间1全技能	1赏金塔29时间3雷电4头目59易伤69敌人爆炸7全技能8核9序列升级a双倍秒伤
3	14633 31315	   	357.25	橙2易伤1双倍秒伤1等级1时间	1赏金塔2时间3烈焰减费4最后敌人5等级69易伤7核8随机技能a双倍秒伤
4	36361 22131	   	344.69	橙2易伤1双倍秒伤1时间1全技能	1喷火对愈2全技能34易伤5基地爆炸6寒冰对黄7低血量敌人8时间9核a双倍秒伤
5	23311 11411	   	344.69	橙2易伤1双倍秒伤1时间1全技能	1挖尘2全技能3最后敌人4时间5基础对甲69易伤7寒冰对冰8核a双倍秒伤
6	23511 11411	   	344.69	橙2易伤1双倍秒伤1时间1全技能	1挖尘2全技能3敌人爆炸4时间5基础对甲69易伤7寒冰对冰8核a双倍秒伤
7	26152 11411	   	344.69	橙2易伤1双倍秒伤1时间1全技能	1挖尘2基础对冰3全技能4时间5低血量敌人69易伤7寒冰对冰8核a双倍秒伤
8	23511 15411	   	344.59	橙2易伤1双倍秒伤1时间1全技能	1挖尘2全技能3敌人爆炸4时间5基础对甲69易伤7毒液对黄8核a双倍秒伤
9	26631 12131	   	344.59	橙2易伤1双倍秒伤1时间1全技能	1挖尘2基础对冰3防空对愈4最后敌人5全技能67易伤8时间9核a双倍秒伤
10	26641 12131	   	344.59	橙2易伤1双倍秒伤1时间1全技能	1挖尘2基础对冰3防空对愈4低血量敌人5全技能67易伤8时间9核a双倍秒伤
11	36314 22131	   	344.59	橙2易伤1双倍秒伤1时间1全技能	1喷火对愈2全技能35易伤45风暴减费5序列升级6爆破对壮7低血量敌人8时间9核a双倍秒伤
12	36344 22131	   	344.59	橙2易伤1双倍秒伤1时间1全技能	1喷火对愈2全技能35易伤45暴雪减费5序列升级6爆破对壮7低血量敌人8时间9核a双倍秒伤
13	36314 21131	   	344.49	橙2易伤1双倍秒伤1时间1全技能	1喷火对愈2全技能35易伤45风暴减费5序列升级6爆破对壮7雷电减费8时间9核a双倍秒伤
14	36344 21131	   	344.49	橙2易伤1双倍秒伤1时间1全技能	1喷火对愈2全技能35易伤45暴雪减费5序列升级6爆破对壮7雷电减费8时间9核a双倍秒伤
