0	Index      	 *	Score 	Summary	Detail	Bounty	
1	12331 53315	 * 	295.54	橙3易伤2等级2伤害3攻速2雷电	17雷电247攻速34伤害47序列升级58a易伤67等级9核	1
2	11611 16221	 * 	292.02	橙3易伤2等级3时间2雷电1暴击	19雷电256时间3随机矿459易伤59序列升级79等级8核a暴击	7
3	12331 53316	   	280.51	橙2易伤2等级2伤害3攻速2雷电1全技能	17雷电247攻速34伤害47序列升级58易伤67等级9核a全技能	1
4	14362 11413	 * 	278.60	橙4易伤1等级3暴击1时间2雷电	17雷电2578易伤3额外掉落457暴击57序列升级6核9等级a时间	9
5	11611 16222	   	278.37	橙3易伤2等级3时间2雷电	19雷电256时间3随机矿459易伤59序列升级79等级8核a策反	7
6	11611 16223	   	278.37	橙3易伤2等级3时间2雷电	19雷电256时间3随机矿459易伤59序列升级79等级8核a基地爆炸	7
7	11611 16224	 * 	278.27	橙3易伤3等级3时间2雷电	19雷电256时间3随机矿459易伤59序列升级79a等级8核	7
8	11611 16225	   	278.27	橙3易伤2等级3时间2雷电	19雷电256时间3随机矿459易伤59序列升级79等级8核a掉矿	7
9	12331 53362	 * 	275.85	橙2易伤2等级2伤害3攻速3雷电	179雷电247攻速34伤害47序列升级58易伤67等级a核	1
10	22512 42523	 * 	273.24	橙2易伤3伤害2时间1等级1暴击	1a掉矿2a易伤378伤害4等级5暴击6核9a时间a序列升级	7
11	14362 11125	 * 	272.46	橙4易伤3暴击1伤害1时间2雷电	17雷电2579易伤3额外掉落457暴击57序列升级6核8伤害a时间	7
12	15331 53315	   	271.96	橙3易伤2等级2伤害2雷电	17雷电247策反34伤害47序列升级58a易伤67等级9核	1
13	14132 51361	   	271.82	橙3易伤3等级3时间	1雷电28a易伤3金币生成4低血量敌人58a等级6基地爆炸78a时间8a序列升级9核	9
14	32432 51361	   	271.82	橙3易伤3等级3时间	1金币生成28a易伤3雷电4低血量敌人58a等级6基地爆炸78a时间8a序列升级9核	9
15	22432 51361	   	271.72	橙3易伤3等级3时间	1掉矿28a易伤3雷电4低血量敌人58a等级6基地爆炸78a时间8a序列升级9核	9
16	11611 16234	   	271.62	橙3易伤2等级3时间	1雷电256时间3随机矿459易伤5序列升级7a等级8核	7
17	11611 22334	   	271.62	橙3易伤2等级3时间	1雷电258时间3随机矿456易伤5序列升级79等级a核	9
18	22355 34331	 * 	271.05	橙4易伤1等级1伤害1时间1暴击	1掉矿2359易伤4暴击6核7等级8时间a伤害	2
19	12331 53311	   	270.85	橙2易伤2等级2伤害3攻速2雷电	17雷电247攻速34伤害47序列升级58易伤67等级9核a最后敌人	1
20	12331 53312	   	270.85	橙2易伤2等级2伤害3攻速2雷电	17雷电247攻速34伤害47序列升级58易伤67等级9核a策反	1
21	12331 53313	   	270.85	橙2易伤2等级2伤害3攻速2雷电	17雷电247攻速34伤害47序列升级58易伤67等级9核a基地爆炸	1
22	12331 53515	   	270.85	橙2易伤2等级2伤害3攻速2雷电	17雷电247攻速34伤害47序列升级5a易伤67等级8立即金币9核	1
23	22315 33553	 * 	270.79	橙4易伤2等级2时间1卖塔	1a掉矿2458易伤3卖塔6核7a时间9a等级a序列升级	4
24	22315 33553	 * 	270.79	橙4易伤2等级2时间1卖塔	1a掉矿2458易伤3卖塔6核7a时间9a等级a序列升级	5
25	22315 34333	 * 	270.79	橙4易伤2等级2时间1卖塔	1a掉矿2459易伤3卖塔6核7a等级8a时间a序列升级	5
26	22315 34333	 * 	270.79	橙4易伤2等级2时间1卖塔	1a掉矿2459易伤3卖塔6核7a等级8a时间a序列升级	4
27	22315 62153	 * 	270.79	橙4易伤2等级2时间1卖塔	1a掉矿2457易伤3卖塔6核8a时间9a等级a序列升级	8
28	22315 64333	 * 	270.79	橙4易伤2等级2时间1卖塔	1a掉矿2459易伤3卖塔6核7a等级8a时间a序列升级	6
29	12331 53314	   	270.75	橙2易伤2等级2伤害3攻速2雷电	17雷电247攻速34伤害47序列升级58易伤67等级9核a掉矿	1
30	55112 43132	 * 	269.92	橙2易伤3伤害2等级1暴击	1立即金币29易伤3基地爆炸49等级5暴击6核7雷电89a伤害9序列升级	8
31	11611 34612	 * 	269.79	橙3易伤2时间1伤害2攻速2雷电1暴击	17雷电25时间3随机矿457易伤57序列升级67攻速8伤害9暴击a核	5
32	11611 16231	   	266.26	橙3易伤3时间1等级1暴击	1雷电256时间3随机矿459易伤5序列升级7等级8核a暴击	7
33	11151 22361	   	266.09	橙2易伤2伤害2时间1等级1暴击	1雷电2a时间3金币生成4等级5平台6a伤害7暴击8核9a易伤a序列升级	9
34	14362 11122	   	265.87	橙4易伤3暴击1伤害2雷电1全技能	17雷电2579易伤3额外掉落457暴击57序列升级6核8伤害a全技能	7
