0	Index      	*	Score	Code	Var
1	23323 65333	*	299.8	橙橙2易伤2攻速1伤害	1残血敌人24攻速34易伤4序列升级5金币生成69核78敌人爆炸a伤害
2	23323 65332	 	288.0	橙橙2易伤2攻速	1残血敌人24攻速34易伤4序列升级5金币生成69核78敌人爆炸a时间
3	23363 65333	 	287.2	橙橙2易伤1伤害1攻速	1残血敌人2攻速34易伤5金币生成69核78敌人爆炸a伤害
4	34333 12126	*	283.1	橙4易伤3伤害3策反	18a策反2赏金塔3时间48a伤害568a易伤7核8a序列升级9双倍矿
5	12133 53341	*	282.6	橙橙3易伤	1赏金塔2时间345易伤6策反7基地爆炸8基础对甲9a核
6	12133 55341	 	282.3	橙橙3易伤	1赏金塔2时间345易伤6策反7挖青8基础对甲9a核
7	23323 65335	 	281.8	橙橙2易伤2攻速	1残血敌人24攻速34易伤4序列升级5金币生成69核78敌人爆炸a立即金币
8	12132 32341	 	281.5	橙橙3易伤	1赏金塔2时间346易伤56基地爆炸6序列升级7技能8基础对甲9a核
9	12121 32341	 	281.4	橙橙3易伤	1赏金塔2时间356易伤46最后敌人6序列升级7技能8基础对甲9a核
10	12651 32341	 	281.4	橙橙3易伤	1赏金塔2时间36最后敌人456易伤6序列升级7技能8基础对甲9a核
11	12133 13341	 	281.2	橙橙3易伤	1赏金塔2时间345易伤6技能7基地爆炸8基础对甲9a核
12	12132 12341	 	281.2	橙橙3易伤	1赏金塔2时间346易伤5基地爆炸7技能8基础对甲9a核
13	12121 12341	 	281.1	橙橙3易伤	1赏金塔2时间356易伤4最后敌人7技能8基础对甲9a核
14	12651 12341	 	281.1	橙橙3易伤	1赏金塔2时间3最后敌人456易伤7技能8基础对甲9a核
15	12133 42341	 	280.9	橙橙3易伤	1赏金塔2时间345易伤6挖尘7技能8基础对甲9a核
16	12133 15341	 	280.9	橙橙3易伤	1赏金塔2时间345易伤6技能7挖青8基础对甲9a核
17	12161 12341	 	280.9	橙橙3易伤	1赏金塔2时间356易伤4挖尘7技能8基础对甲9a核
18	12161 32341	 	280.9	橙橙3易伤	1赏金塔2时间356易伤46挖尘6序列升级7技能8基础对甲9a核
19	15323 16341	 	280.5	橙橙2易伤1矿等	1赏金塔2矿等3时间4策反56易伤7金币生成8冰对冰9a核
20	23323 65331	 	279.6	橙橙2易伤2攻速	1残血敌人24攻速34易伤4序列升级5金币生成69核78敌人爆炸a额外掉落
21	34333 12166	 	279.6	橙4易伤3伤害3策反	18a策反2赏金塔3时间48a伤害568a易伤7核8a序列升级9立即金币
22	23323 65336	 	279.5	橙橙2易伤2攻速1卖塔	1残血敌人24攻速34易伤4序列升级5金币生成69核78敌人爆炸a卖塔
23	15313 12341	 	279.2	橙橙2易伤1矿等	1赏金塔2矿等3时间4金币生成56易伤7技能8冰对冰9a核
24	15323 11341	 	277.7	橙橙2易伤1矿等	1赏金塔2矿等3时间4策反56易伤7掉矿9a核
25	23363 65332	 	275.5	橙橙2易伤1攻速	1残血敌人2攻速34易伤5金币生成69核78敌人爆炸a时间
26	33633 36341	 	275.2	橙橙2易伤2时间	1策反26时间3随机矿4赏金邻近56易伤6序列升级7金币生成9a核
27	34633 12126	 	274.7	橙4易伤3伤害3策反	18a策反2赏金塔3挖尘48a伤害568a易伤7核8a序列升级9双倍矿
28	34333 32146	 	273.8	橙3易伤2伤害3策反1矿等1攻速	168策反2赏金塔3时间48伤害568易伤68序列升级7核9攻速a矿等
29	15152 84142	 	272.8	橙橙2易伤1矿等	1赏金塔2矿等4加一5全技能67核8立即金币9a易伤
30	14252 84142	 	272.8	橙橙2易伤1矿等	1赏金塔3矿等4加一5全技能67核8立即金币9a易伤
31	33633 31341	 	272.4	橙橙2易伤2时间	1策反26时间3随机矿4赏金邻近56易伤6序列升级7掉矿9a核
32	12133 61165	*	271.3	橙5易伤2伤害3时间	1赏金塔269时间34579易伤89伤害9序列升级a核
33	15623 11341	 	269.3	橙橙2易伤1矿等	1赏金塔2矿等3挖尘4策反56易伤7掉矿9a核
