0	Index      	*	Score	Code	Var
1	34352 11132	*	273.6	紫橙2易伤1伤害1攻速	1随机矿2策反37易伤49核5伤害6雷电8金币生成a攻速
2	34232 11132	 	273.6	紫橙2易伤1伤害1攻速	1随机矿2策反39核47易伤5伤害6雷电8金币生成a攻速
3	52232 11132	 	272.2	紫橙2易伤1伤害1攻速	1等级2策反39核47易伤5伤害6雷电8金币生成a攻速
4	52352 11132	 	272.2	紫橙2易伤1伤害1攻速	1等级2策反37易伤49核5伤害6雷电8金币生成a攻速
5	34232 11632	 	270.7	紫橙2易伤1伤害1攻速	1随机矿2策反39核47易伤5伤害6雷电8掉矿a攻速
6	34352 11632	 	270.7	紫橙2易伤1伤害1攻速	1随机矿2策反37易伤49核5伤害6雷电8掉矿a攻速
7	61623 42222	*	270.4	橙橙1易伤1伤害1暴击1平台1全技能	1暴击2平台3全技能4伤害5爆破对冰6a核8双倍秒伤9易伤
8	52232 11632	 	269.3	紫橙2易伤1伤害1攻速	1等级2策反39核47易伤5伤害6雷电8掉矿a攻速
9	52352 11632	 	269.3	紫橙2易伤1伤害1攻速	1等级2策反37易伤49核5伤害6雷电8掉矿a攻速
10	12352 11132	 	267.9	紫橙2易伤1伤害1攻速	1掉矿2策反37易伤49核5伤害6雷电8金币生成a攻速
11	12222 11132	 	267.9	紫橙2易伤1伤害1攻速	1掉矿2策反39核47易伤5伤害6雷电8金币生成a攻速
12	52231 11277	 	267.6	紫橙2易伤1伤害1矿等	17等级2策反3a核47易伤6加一7序列升级8伤害9矿等
13	34232 11133	 	266.5	紫橙2易伤1伤害2雷电	1随机矿2策反39核47易伤5伤害6a雷电8金币生成
14	34352 11133	 	266.5	紫橙2易伤1伤害2雷电	1随机矿2策反37易伤49核5伤害6a雷电8金币生成
15	52352 11133	 	265.1	紫橙2易伤1伤害2雷电	1等级2策反37易伤49核5伤害6a雷电8金币生成
16	52232 11133	 	265.1	紫橙2易伤1伤害2雷电	1等级2策反39核47易伤5伤害6a雷电8金币生成
17	22613 44232	*	264.4	橙3易伤2伤害1矿等1攻速1平台	1时间268易伤3平台46伤害5赏金塔6序列升级7攻速9矿等a核
18	34352 11633	 	263.6	紫橙2易伤1伤害2雷电	1随机矿2策反37易伤49核5伤害6a雷电8掉矿
