0	Index      	*	Score	Code	Var
1	43223 21472	*	297.4	橙橙3易伤2时间	1加一28时间3平台48敌人爆炸589易伤6a核7赏金塔8序列升级
2	43243 25442	*	295.8	橙橙3易伤3时间	1加一278时间3平台48最后敌人589易伤6a核8序列升级
3	44133 25442	 	295.6	橙橙3易伤3时间	1加一28残血敌人389易伤4平台578时间6a核8序列升级
4	43263 25442	 	295.4	橙橙3易伤3时间	1加一278时间3平台48挖尘589易伤6a核8序列升级
5	43283 25442	 	295.4	橙橙3易伤3时间	1加一278时间3平台4挖青589易伤6a核8序列升级
6	42371 81223	*	283.9	橙3易伤3伤害3攻速	1加一278攻速378伤害4双倍矿578易伤6平台78序列升级9技能点a核
7	46124 72212	 	283.7	橙橙3易伤	1加一238易伤4时间5赏金邻近6a核7平台9挖尘
8	46124 72232	 	283.7	橙橙3易伤	1加一238易伤4时间5赏金邻近6a核7平台9双倍秒伤
9	43223 21462	 	280.5	橙橙2易伤2时间2平台	1加一28时间39平台48敌人爆炸58易伤6a核7赏金塔8序列升级
10	43243 25422	 	278.9	橙橙2易伤3时间2平台	1加一278时间39平台48最后敌人58易伤6a核8序列升级
11	44133 25422	 	278.7	橙橙2易伤3时间2平台	1加一28残血敌人38易伤49平台578时间6a核8序列升级
12	43263 25422	 	278.5	橙橙2易伤3时间2平台	1加一278时间39平台48挖尘58易伤6a核8序列升级
13	43283 25422	 	278.5	橙橙2易伤3时间2平台	1加一278时间39平台4挖青58易伤6a核8序列升级
14	46833 21432	 	275.5	橙橙2易伤2时间	1加一28易伤38敌人爆炸4平台58时间6a核7赏金塔8序列升级9基地爆炸
15	43223 21432	 	275.5	橙橙2易伤2时间	1加一28时间3平台48敌人爆炸58易伤6a核7赏金塔8序列升级9基地爆炸
16	46623 21432	 	275.5	橙橙2易伤2时间	1加一28易伤3平台48敌人爆炸58时间6a核7赏金塔8序列升级9基地爆炸
17	44132 65232	 	275.4	橙橙3易伤	1加一25残血敌人358易伤4平台5序列升级6赏金塔7a核9双倍秒伤
18	43223 21442	 	275.2	橙橙2易伤2时间	1加一28时间3平台48敌人爆炸58易伤6a核7赏金塔8序列升级
19	46623 21442	 	275.2	橙橙2易伤2时间	1加一28易伤3平台48敌人爆炸58时间6a核7赏金塔8序列升级
20	46833 21442	 	275.2	橙橙2易伤2时间	1加一28易伤38敌人爆炸4平台58时间6a核7赏金塔8序列升级
21	43223 21452	 	275.2	橙橙2易伤2时间	1加一28时间3平台48敌人爆炸58易伤6a核7赏金塔8序列升级9挖尘
22	12343 23263	*	274.1	橙橙2易伤1伤害	1伤害2额外掉落3雷电4技能点5立即金币6残血敌人7a核89易伤
23	15336 22162	*	273.5	橙橙1易伤2攻速1伤害	1伤害2平台3基地爆炸4双倍秒伤57攻速6a核8赏金邻近9易伤
24	15123 54112	*	273.2	橙橙2伤害1易伤	18伤害2平台3策反4易伤5基地爆炸6赏金塔7a核9挖尘
25	15123 54132	 	273.2	橙橙2伤害1易伤	18伤害2平台3策反4易伤5基地爆炸6赏金塔7a核9双倍秒伤
