0	Index      	*	Score	Code	Var
1	35332 22265	*	305.2	橙橙3易伤1攻速1暴击	1时间2敌人爆炸3攻速48a易伤5暴击6基地爆炸79核
2	34311 22265	 	305.0	橙橙3易伤1攻速1暴击	1时间2挖尘3攻速4敌人爆炸58a易伤6暴击79核
3	35332 12265	 	305.0	橙橙3易伤1攻速1暴击	1时间2敌人爆炸3攻速48a易伤5暴击6挖尘79核
4	24332 32265	 	305.0	橙橙3易伤1攻速1暴击	1敌人爆炸2挖尘3攻速48a易伤5暴击6时间79核
5	15332 22265	 	296.9	橙橙3易伤1攻速1暴击	1残血敌人2敌人爆炸3攻速48a易伤5暴击6基地爆炸79核
6	15332 12263	 	296.6	橙橙3易伤1攻速1暴击	1残血敌人2敌人爆炸3攻速48a易伤5暴击6挖尘79核
7	35332 22165	*	295.6	橙橙2易伤2攻速1暴击	1时间2敌人爆炸38攻速4a易伤5暴击6基地爆炸79核
8	34311 22165	 	295.3	橙橙2易伤2攻速1暴击	1时间2挖尘38攻速4敌人爆炸5a易伤6暴击79核
9	35332 12165	 	295.3	橙橙2易伤2攻速1暴击	1时间2敌人爆炸38攻速4a易伤5暴击6挖尘79核
10	24332 32165	 	295.3	橙橙2易伤2攻速1暴击	1敌人爆炸2挖尘38攻速4a易伤5暴击6时间79核
11	43211 22265	 	292.8	橙橙2易伤2暴击1伤害	1双倍秒伤2双倍矿3伤害4敌人爆炸5a易伤68暴击79核
12	42211 22265	 	289.3	橙橙2易伤2暴击1伤害	1双倍秒伤2立即金币3伤害4敌人爆炸5a易伤68暴击79核
13	35332 22264	 	288.7	橙橙2易伤1攻速1暴击	1时间2敌人爆炸3攻速48易伤5暴击6基地爆炸79核a随机矿
14	35332 62262	 	288.6	橙橙2易伤1暴击1攻速	1时间2敌人爆炸3攻速48易伤5暴击6最后敌人79核a双倍矿
15	35332 12264	 	288.4	橙橙2易伤1攻速1暴击	1时间2敌人爆炸3攻速48易伤5暴击6挖尘79核a随机矿
16	24332 32264	 	288.4	橙橙2易伤1攻速1暴击	1敌人爆炸2挖尘3攻速48易伤5暴击6时间79核a随机矿
17	34311 22264	 	288.4	橙橙2易伤1攻速1暴击	1时间2挖尘3攻速4敌人爆炸58易伤6暴击79核a随机矿
18	15332 22165	 	287.3	橙橙2易伤2攻速1暴击	1残血敌人2敌人爆炸38攻速4a易伤5暴击6基地爆炸79核
19	15332 12163	 	287.0	橙橙2易伤2攻速1暴击	1残血敌人2敌人爆炸38攻速4a易伤5暴击6挖尘79核
20	31421 22265	 	285.5	橙橙2易伤2暴击2时间	14时间2双倍秒伤3技能5a易伤68暴击79核
21	35332 22263	 	283.2	橙橙2易伤1暴击1攻速	1时间2敌人爆炸3攻速48易伤5暴击6基地爆炸79核a最后敌人
22	35332 22262	 	283.0	橙橙2易伤1攻速1暴击	1时间2敌人爆炸3攻速48易伤5暴击6基地爆炸79核a挖青
23	35332 22266	 	283.0	橙橙2易伤1攻速1暴击	1时间2敌人爆炸3攻速48易伤5暴击6基地爆炸79核a赏金邻近
24	35332 22261	 	283.0	橙橙2易伤1攻速1暴击	1时间2敌人爆炸3攻速48易伤5暴击6基地爆炸79核a挖尘
25	35332 62261	 	282.9	橙橙2易伤1暴击1攻速	1时间2敌人爆炸3攻速48易伤5暴击6最后敌人79核a挖尘
26	34311 22262	 	282.8	橙橙2易伤1攻速1暴击	1时间2挖尘3攻速4敌人爆炸58易伤6暴击79核a残血敌人
27	24332 32262	 	282.8	橙橙2易伤1攻速1暴击	1敌人爆炸2挖尘3攻速48易伤5暴击6时间79核a残血敌人
28	35332 12262	 	282.8	橙橙2易伤1攻速1暴击	1时间2敌人爆炸3攻速48易伤5暴击6挖尘79核a残血敌人
29	24335 22262	 	282.8	橙橙2易伤1攻速1暴击	1敌人爆炸2挖尘3攻速48易伤5时间6暴击79核a残血敌人
30	14311 53263	 	282.8	橙橙3易伤1攻速1卖塔	1残血敌人2挖尘3攻速4敌人爆炸58a易伤69核7卖塔
31	24332 32266	 	282.7	橙橙2易伤1攻速1暴击	1敌人爆炸2挖尘3攻速48易伤5暴击6时间79核a赏金邻近
32	24332 32261	 	282.7	橙橙2易伤1攻速1暴击	1敌人爆炸2a挖尘3攻速48易伤5暴击6时间79核
33	35332 12263	 	282.7	橙橙2易伤1攻速1暴击	1时间2敌人爆炸3攻速48易伤5暴击6挖尘79核a冰对冰
34	34311 22261	 	282.7	橙橙2易伤1攻速1暴击	1时间2a挖尘3攻速4敌人爆炸58易伤6暴击79核
35	35332 12261	 	282.7	橙橙2易伤1攻速1暴击	1时间2敌人爆炸3攻速48易伤5暴击6a挖尘79核
36	35332 12266	 	282.7	橙橙2易伤1攻速1暴击	1时间2敌人爆炸3攻速48易伤5暴击6挖尘79核a赏金邻近
37	34311 22266	 	282.7	橙橙2易伤1攻速1暴击	1时间2挖尘3攻速4敌人爆炸58易伤6暴击79核a赏金邻近
38	34311 22263	 	282.7	橙橙2易伤1攻速1暴击	1时间2挖尘3攻速4敌人爆炸58易伤6暴击79核a冰对冰
39	24335 22263	 	282.7	橙橙2易伤1攻速1暴击	1敌人爆炸2挖尘3攻速48易伤5时间6暴击79核a冰对冰
40	24332 32263	 	282.7	橙橙2易伤1攻速1暴击	1敌人爆炸2挖尘3攻速48易伤5暴击6时间79核a冰对冰
41	24335 22261	 	282.7	橙橙2易伤1攻速1暴击	1敌人爆炸2a挖尘3攻速48易伤5时间6暴击79核
42	22423 22265	 	282.7	橙橙2易伤2暴击	1敌人爆炸28暴击3a易伤4时间5技能6基地爆炸79核
43	22423 12265	 	282.4	橙橙2易伤2暴击	1敌人爆炸28暴击3a易伤4时间5技能6挖尘79核
44	15332 12663	 	280.8	橙橙2易伤2暴击1攻速	1残血敌人2敌人爆炸3攻速4a易伤58暴击6挖尘79核
45	15332 22264	 	280.4	橙橙2易伤1攻速1暴击	1残血敌人2敌人爆炸3攻速48易伤5暴击6基地爆炸79核a随机矿
46	15332 22262	 	280.4	橙橙2易伤1暴击1攻速	1残血敌人2敌人爆炸3攻速48易伤5暴击6基地爆炸79核a双倍矿
47	15332 62262	 	280.3	橙橙2易伤1暴击1攻速	1残血敌人2敌人爆炸3攻速48易伤5暴击6最后敌人79核a双倍矿
48	15332 12264	 	280.1	橙橙2易伤1攻速1暴击	1残血敌人2敌人爆炸3攻速48易伤5暴击6挖尘79核a随机矿
49	51142 12216	 	279.3	橙橙2易伤1伤害	1赏金塔2全技能35易伤4最后敌人6伤害7a核8基地爆炸9随机矿
50	12423 22265	 	279.2	橙橙2易伤2暴击	1残血敌人28暴击3a易伤4时间5技能6基地爆炸79核
51	12423 12463	 	279.2	橙橙2易伤2时间1暴击	1残血敌人2暴击3a易伤48时间5技能6挖尘79核
52	12423 12263	 	279.0	橙橙2易伤2暴击	1残血敌人28暴击3a易伤4时间5技能6挖尘79核
53	15332 12563	 	278.0	橙橙2易伤1攻速1暴击	1残血敌人28敌人爆炸3攻速4a易伤5暴击6挖尘79核
54	14315 22363	 	275.6	橙橙1易伤2攻速2暴击	18残血敌人2挖尘38攻速4敌人爆炸5时间68暴击79核8序列升级a易伤
55	15332 22266	 	274.7	橙橙2易伤1攻速1暴击	1残血敌人2敌人爆炸3攻速48易伤5暴击6基地爆炸79核a赏金邻近
