0	Index      	*	Score	Code	Var
1	32642 51331	*	292.3	橙橙1易伤1伤害1矿等1攻速	1攻速2易伤3矿等4伤害5技能6时间7a核8掉矿9策反
2	32432 51331	 	292.3	橙橙1易伤1伤害1矿等1攻速	1攻速2易伤3伤害4矿等5技能6时间7a核8掉矿9策反
3	32642 21331	 	287.5	橙橙1易伤1伤害1矿等1攻速	1攻速2易伤3矿等4伤害5技能6敌人爆炸7a核8掉矿9策反
4	32432 21331	 	287.5	橙橙1易伤1伤害1矿等1攻速	1攻速2易伤3伤害4矿等5技能6敌人爆炸7a核8掉矿9策反
5	32432 61331	 	284.0	橙橙1易伤1伤害1矿等1攻速	1攻速2易伤3伤害4矿等5技能6残血敌人7a核8掉矿9策反
6	32642 61331	 	284.0	橙橙1易伤1伤害1矿等1攻速	1攻速2易伤3矿等4伤害5技能6残血敌人7a核8掉矿9策反
7	24323 14321	*	283.5	紫橙3易伤2暴击1平台	1最后敌人2a核35暴击456易伤5序列升级7策反8平台9时间
8	23116 31411	 	280.0	橙橙1易伤1伤害1矿等1攻速	1最后敌人2策反3易伤4伤害5矿等6核弹7a核8攻速9金币生成
9	22116 31411	 	278.6	橙橙1易伤1伤害1矿等1攻速	1最后敌人2技能3易伤4伤害5矿等6核弹7a核8攻速9金币生成
10	23116 31461	 	277.1	橙橙1易伤1伤害1矿等1攻速	1最后敌人2策反3易伤4伤害5矿等6核弹7a核8攻速9技能点
11	22116 31461	 	275.7	橙橙1易伤1伤害1矿等1攻速	1最后敌人2技能3易伤4伤害5矿等6核弹7a核8攻速9技能点
12	33312 61231	 	275.5	橙橙1易伤1伤害1攻速2策反	1攻速2敌人爆炸3基地爆炸4伤害59策反6技能7a核8易伤
13	33422 61231	 	275.5	橙橙1易伤1伤害1攻速2策反	1攻速2敌人爆炸3伤害4基地爆炸59策反6技能7a核8易伤
14	66312 61231	 	275.5	橙橙1易伤1伤害1攻速2策反	1基地爆炸2攻速3敌人爆炸4伤害59策反6技能7a核8易伤
15	33212 61231	 	275.2	橙橙1易伤1伤害1攻速2策反	1攻速2敌人爆炸3挖尘4伤害59策反6技能7a核8易伤
16	24323 14351	 	275.1	紫橙3易伤2暴击1平台	1最后敌人2a核35暴击456易伤5序列升级7策反8平台9挖尘
17	32345 51331	 	274.7	橙橙1易伤1伤害1攻速	1攻速2易伤3技能4伤害5技能点6时间7a核8掉矿9策反
18	33422 61221	 	272.3	橙橙1易伤1伤害1攻速	1攻速2敌人爆炸3伤害4基地爆炸5策反6技能7a核8易伤9立即金币
19	66312 61221	 	272.3	橙橙1易伤1伤害1攻速	1基地爆炸2攻速3敌人爆炸4伤害5策反6技能7a核8易伤9立即金币
20	33312 61221	 	272.3	橙橙1易伤1伤害1攻速	1攻速2敌人爆炸3基地爆炸4伤害5策反6技能7a核8易伤9立即金币
21	33212 61221	 	272.0	橙橙1易伤1伤害1攻速	1攻速2敌人爆炸3挖尘4伤害5策反6技能7a核8易伤9立即金币
22	66212 61231	 	271.9	橙橙1易伤1伤害1攻速2策反	1基地爆炸2攻速3挖尘4伤害59策反6技能7a核8易伤
23	22312 31251	*	270.7	橙橙2伤害1易伤	1最后敌人2技能3基地爆炸49伤害5策反6核弹7a核8易伤
24	22452 31251	 	270.5	橙橙2伤害1易伤	1最后敌人2技能39伤害4挖尘5策反6核弹7a核8易伤
25	22212 31251	 	270.5	橙橙2伤害1易伤	1最后敌人2技能3挖尘49伤害5策反6核弹7a核8易伤
26	22112 31151	 	270.5	橙橙2伤害1易伤	1最后敌人2技能3易伤49伤害5策反6核弹7a核8挖尘
27	22116 31331	 	270.4	橙橙1易伤1伤害1矿等	1最后敌人2技能3易伤4伤害5矿等6核弹7a核8掉矿9策反
28	32345 21331	 	269.9	橙橙1易伤1伤害1攻速	1攻速2易伤3技能4伤害5技能点6敌人爆炸7a核8掉矿9策反
29	66212 61221	 	268.7	橙橙1易伤1伤害1攻速	1基地爆炸2攻速3挖尘4伤害5策反6技能7a核8易伤9立即金币
30	23111 31411	 	266.6	橙橙1易伤1伤害1攻速	1最后敌人2策反3易伤4伤害5等级6核弹7a核8攻速9金币生成
31	32345 61331	 	266.4	橙橙1易伤1伤害1攻速	1攻速2易伤3技能4伤害5技能点6残血敌人7a核8掉矿9策反
32	22111 31411	 	265.2	橙橙1易伤1伤害1攻速	1最后敌人2技能3易伤4伤害5等级6核弹7a核8攻速9金币生成
33	32122 23231	*	264.1	橙4易伤3攻速2暴击1平台	156攻速236a易伤4双倍秒伤6a序列升级7a暴击8平台9核
34	23111 31461	 	263.7	橙橙1易伤1伤害1攻速	1最后敌人2策反3易伤4伤害5等级6核弹7a核8攻速9技能点
35	24323 54321	 	263.4	紫橙2易伤2暴击1平台	1最后敌人2a核35暴击45易伤5序列升级6立即金币7策反8平台9时间
36	32342 41331	*	263.4	紫橙1易伤1伤害1矿等1攻速	1攻速2易伤3技能4伤害5a核6矿等7时间8掉矿9策反
37	23432 51411	 	263.2	橙橙1伤害1矿等1攻速	1最后敌人2策反3伤害4矿等5技能6时间7a核8攻速9金币生成
38	22111 31461	 	262.4	橙橙1易伤1伤害1攻速	1最后敌人2技能3易伤4伤害5等级6核弹7a核8攻速9技能点
39	22112 31221	 	261.2	橙橙1易伤1伤害	1最后敌人2技能3易伤4伤害5策反6核弹7a核9时间
