0	Index      	*	Score	Code	Var
1	25451 35114	*	287.5	橙3易伤3伤害2矿等1攻速1平台	137伤害2加一47矿等5平台67a易伤7序列升级8攻速9核
2	22132 13515	*	285.1	橙4易伤2伤害2矿等1平台	18伤害2立即金币38矿等468a易伤5随机矿7核8序列升级9平台
3	22132 13516	 	281.5	橙3易伤3伤害2矿等1平台	18a伤害2立即金币38矿等468易伤5随机矿7核8序列升级9平台
4	22132 13111	 	275.3	橙4易伤2伤害2矿等	19伤害2立即金币39矿等469a易伤5随机矿7核8双倍秒伤9序列升级
5	22136 63111	 	275.3	橙4易伤2伤害2矿等	19伤害2立即金币39矿等459a易伤6随机矿7核8双倍秒伤9序列升级
6	51132 13516	*	274.4	橙3易伤2矿等2攻速1伤害1平台	1立即金币28攻速38矿等468易伤5随机矿7核8序列升级9平台a伤害
7	51132 13515	*	273.5	橙4易伤2矿等2攻速1平台	1立即金币28攻速38矿等468a易伤5随机矿7核8序列升级9平台
8	22132 13554	 	272.8	橙3易伤2伤害2矿等	18伤害2立即金币38矿等468易伤5随机矿7核8序列升级9时间a雷电
9	22132 13512	 	272.8	橙3易伤2伤害2矿等1平台	18伤害2立即金币38矿等468易伤5随机矿7核8序列升级9平台a技能
10	22136 63512	 	272.8	橙3易伤2伤害2矿等1平台	18伤害2立即金币38矿等458易伤6随机矿7核8序列升级9平台a技能
11	25413 37218	*	272.4	橙橙2伤害1易伤1平台	13伤害2加一4等级5易伤7a核8平台9敌人爆炸
12	13542 13531	*	272.0	橙5易伤3伤害	128基地爆炸35689易伤458伤害58序列升级7核a等级
13	22132 13531	 	271.5	橙3易伤2伤害2矿等2随机矿1平台	18伤害2立即金币38矿等468易伤59随机矿7核8序列升级a平台
14	22136 63531	 	271.5	橙3易伤2伤害2矿等2随机矿1平台	18伤害2立即金币38矿等458易伤69随机矿7核8序列升级a平台
15	24235 16121	*	270.7	紫橙2易伤3伤害	14a伤害3立即金币57核6双倍秒伤8a基地爆炸9a易伤a序列升级
16	24235 16321	 	270.5	紫橙2易伤3伤害	14a伤害3立即金币57核6双倍秒伤8a最后敌人9a易伤a序列升级
17	31454 23228	 	270.4	紫橙2易伤2伤害1平台	1时间2平台37易伤4加一5a核69伤害8技能点
18	22132 13114	 	269.8	橙3易伤2伤害2矿等1攻速	19伤害2立即金币39矿等469易伤5随机矿7核8双倍秒伤9序列升级a攻速
19	22136 63114	 	269.8	橙3易伤2伤害2矿等1攻速	19伤害2立即金币39矿等459易伤6随机矿7核8双倍秒伤9序列升级a攻速
20	25451 35111	 	269.5	橙2易伤3伤害2矿等1攻速1平台	137伤害2加一47矿等5平台67易伤7序列升级8攻速9核a等级
21	25413 37238	 	268.9	橙橙2伤害1易伤1平台	13伤害2加一4等级5易伤7a核8平台9残血敌人
22	25413 37248	 	268.8	橙橙2伤害1易伤1平台	13伤害2加一4等级5易伤7a核8平台9挖尘
23	13542 13532	 	267.8	橙5易伤3伤害	128基地爆炸35689易伤458伤害58序列升级7核a掉矿
24	22132 13556	 	267.3	橙3易伤2伤害2矿等	18伤害2立即金币38矿等468易伤5随机矿7核8序列升级9时间a金币生成
25	22132 13555	 	266.6	橙3易伤2伤害2矿等	18伤害2a立即金币38矿等468易伤5随机矿7核8序列升级9时间
26	22132 13513	 	266.1	橙3易伤2伤害2矿等1平台	18伤害2立即金币38矿等468易伤5随机矿7核8序列升级9平台a基地爆炸
27	22136 63513	 	266.1	橙3易伤2伤害2矿等1平台	18伤害2立即金币38矿等458易伤6随机矿7核8序列升级9平台a基地爆炸
28	22132 13511	 	265.8	橙3易伤2伤害2矿等1平台	18伤害2立即金币38矿等468易伤5随机矿7核8序列升级9平台a挖尘
29	22136 63511	 	265.8	橙3易伤2伤害2矿等1平台	18伤害2立即金币38矿等458易伤6随机矿7核8序列升级9平台a挖尘
30	25451 35113	 	265.4	橙2易伤3伤害2矿等1攻速1平台	137伤害2加一47矿等5平台67易伤7序列升级8攻速9核a残血敌人
31	25451 35112	 	265.3	橙2易伤3伤害2矿等1攻速1平台	137伤害2加一47矿等5平台67易伤7序列升级8攻速9核a掉矿
32	22132 13564	 	264.7	橙3易伤2伤害2矿等	18伤害2立即金币38矿等468易伤5随机矿7核8序列升级9基地爆炸a雷电
33	22132 13534	 	264.5	橙3易伤2伤害2矿等2随机矿	18伤害2立即金币38矿等468易伤59随机矿7核8序列升级a金币生成
34	22132 13542	 	264.5	橙3易伤2伤害2矿等	18伤害2立即金币38矿等468易伤5随机矿7核8序列升级9残血敌人a时间
35	22132 13544	 	264.5	橙3易伤2伤害2矿等	18伤害2立即金币38矿等468易伤5随机矿7核8序列升级9残血敌人a雷电
36	22132 13553	 	264.4	橙3易伤2伤害2矿等	18伤害2立即金币38矿等468易伤5随机矿7核8序列升级9时间a双倍秒伤
37	22132 13551	 	264.4	橙3易伤2伤害2矿等	18伤害2立即金币38矿等468易伤5随机矿7核8序列升级9时间a挖青
38	22132 13523	 	264.4	橙3易伤2伤害2矿等	18伤害2立即金币38矿等468易伤5随机矿7核8序列升级9赏金邻近a雷电
39	22132 13526	 	264.4	橙3易伤2伤害2矿等	18伤害2立即金币38矿等468易伤5随机矿7核8序列升级9赏金邻近a时间
40	22136 63523	 	264.4	橙3易伤2伤害2矿等	18伤害2立即金币38矿等458易伤6随机矿7核8序列升级9赏金邻近a雷电
41	51132 13111	 	263.7	橙4易伤2矿等2攻速	1立即金币29攻速39矿等469a易伤5随机矿7核8双倍秒伤9序列升级
42	51136 63111	 	263.7	橙4易伤2矿等2攻速	1立即金币29攻速39矿等459a易伤6随机矿7核8双倍秒伤9序列升级
43	13542 13523	 	262.7	橙4易伤3伤害	128基地爆炸3568易伤458伤害58序列升级7核9敌人爆炸a雷电
44	22132 13535	 	262.0	橙3易伤2伤害2矿等2随机矿	18伤害2立即金币38矿等468易伤59随机矿7核8序列升级a基地爆炸
45	22132 13532	 	261.8	橙3易伤2伤害2矿等2随机矿	18伤害2立即金币38矿等468易伤59随机矿7核8序列升级a残血敌人
46	22132 13541	 	261.8	橙3易伤2伤害2矿等	18伤害2立即金币38矿等468易伤5随机矿7核8序列升级9残血敌人a双倍矿
47	22136 63532	 	261.8	橙3易伤2伤害2矿等2随机矿	18伤害2立即金币38矿等458易伤69随机矿7核8序列升级a残血敌人
48	22132 13533	 	261.5	橙3易伤2伤害2矿等2随机矿1卖塔	18伤害2立即金币38矿等468易伤59随机矿7核8序列升级a卖塔
49	22136 63533	 	261.5	橙3易伤2伤害2矿等2随机矿1卖塔	18伤害2立即金币38矿等458易伤69随机矿7核8序列升级a卖塔
50	51132 13512	 	261.3	橙3易伤2矿等2攻速1平台	1立即金币28攻速38矿等468易伤5随机矿7核8序列升级9平台a技能
51	13542 13512	 	260.5	橙4易伤3伤害1平台	128基地爆炸3568易伤458伤害58序列升级7核9掉矿a平台
52	22241 34221	 	260.2	橙2易伤2伤害2矿等1暴击1平台	17伤害2立即金币3时间47矿等5平台67易伤7序列升级8暴击9残血敌人a核
53	51132 13531	 	259.9	橙3易伤2矿等2攻速2随机矿1平台	1立即金币28攻速38矿等468易伤59随机矿7核8序列升级a平台
54	23122 34221	*	259.7	橙2易伤2伤害2矿等2暴击1平台	17伤害28暴击37矿等4敌人爆炸5最后敌人67易伤7序列升级9平台a核
55	22132 13566	 	259.2	橙3易伤2伤害2矿等	18伤害2立即金币38矿等468易伤5随机矿7核8序列升级9基地爆炸a金币生成
56	22132 13546	 	259.0	橙3易伤2伤害2矿等	18伤害2立即金币38矿等468易伤5随机矿7核8序列升级9残血敌人a金币生成
