0	Index      	*	Score	Code	Var
1	32252 32535	*	312.2	橙橙3易伤2暴击1攻速	19敌人爆炸2攻速3随机矿49a易伤5赏金塔68核79暴击9序列升级
2	32252 32534	 	307.6	橙橙2易伤2暴击1矿等1攻速	19敌人爆炸2攻速3随机矿49易伤5赏金塔68核79暴击9序列升级a矿等
3	32252 32531	 	289.9	橙橙2易伤2暴击1攻速	19敌人爆炸2攻速3随机矿49易伤5赏金塔68核79暴击9序列升级a散射对绿
4	32252 32533	 	289.9	橙橙2易伤2暴击1攻速	19敌人爆炸2攻速3随机矿49易伤5赏金塔68核79暴击9序列升级a挖尘
5	32332 34325	 	287.0	橙橙2易伤1暴击1攻速	1敌人爆炸2攻速3暴击4等级67易伤8a核9策反
6	52233 33422	 	286.9	橙橙1易伤1伤害1矿等1攻速	1平台3易伤4策反5基地爆炸6a核7伤害8攻速9矿等
7	52231 34422	 	286.7	橙橙1易伤1伤害1矿等1攻速	1平台3易伤4策反5挖尘6a核7伤害8攻速9矿等
8	52263 33422	 	285.6	橙橙1易伤1伤害1矿等1攻速	1平台3易伤4技能5基地爆炸6a核7伤害8攻速9矿等
9	32362 34325	 	285.6	橙橙2易伤1暴击1攻速	1敌人爆炸2攻速3暴击4金币生成67易伤8a核9策反
10	32322 34345	 	285.6	橙橙2易伤1暴击1攻速	1敌人爆炸2攻速3暴击4策反67易伤8a核9金币生成
11	32252 32525	 	283.5	橙橙2易伤1暴击1攻速	19敌人爆炸2攻速3随机矿4a易伤5赏金塔68核7暴击
12	32342 34325	 	282.7	橙橙2易伤1攻速1暴击	1敌人爆炸2攻速3暴击4技能点67易伤8a核9策反
13	32322 34365	 	282.7	橙橙2易伤1攻速1暴击	1敌人爆炸2攻速3暴击4策反67易伤8a核9技能点
14	32252 32524	 	274.9	橙橙1易伤1矿等1攻速1暴击	19敌人爆炸2攻速3随机矿4易伤5赏金塔68核7暴击a矿等
