0	Index      	*	Score	Code	Var
1	26623 31213	*	339.2	橙橙3易伤1等级1矿等	17雷电27敌人爆炸3矿等4挖尘57a易伤69核7序列升级8等级
2	26623 31211	 	337.1	橙橙2易伤1等级1矿等1伤害	17雷电27敌人爆炸3矿等4挖尘57易伤69核7序列升级8等级a伤害
3	21154 31216	*	335.9	橙橙2易伤2矿等1等级	17雷电27矿等3挖尘4a易伤57最后敌人69核7序列升级8等级
4	26623 32213	 	331.5	橙橙3易伤1等级1矿等	1雷电2敌人爆炸3矿等4挖尘57a易伤69核8等级
5	21154 31211	 	329.8	橙橙2矿等1等级1易伤1伤害	17雷电27矿等3挖尘4易伤57最后敌人69核7序列升级8等级a伤害
6	26623 32211	 	329.4	橙橙2易伤1等级1矿等1伤害	1雷电2敌人爆炸3矿等4挖尘57易伤69核8等级a伤害
7	21154 32216	 	328.1	橙橙3易伤1等级1矿等	1雷电2矿等3挖尘47a易伤5最后敌人69核8等级
8	21154 32211	 	326.0	橙橙2易伤1等级1矿等1伤害	1雷电2矿等3挖尘47易伤5最后敌人69核8等级a伤害
9	26623 31212	 	320.5	橙橙2易伤1等级1矿等	17雷电27a敌人爆炸3矿等4挖尘57易伤69核7序列升级8等级
10	26623 31214	 	316.9	橙橙2易伤1等级1矿等	17雷电27敌人爆炸3矿等4挖尘57易伤69核7序列升级8等级a毒气能量
11	26623 31215	 	316.9	橙橙2易伤1等级1矿等	17雷电27敌人爆炸3矿等4a挖尘57易伤69核7序列升级8等级
12	21154 31212	 	313.2	橙橙2矿等1等级1易伤	17雷电27矿等3挖尘4易伤57最后敌人69核7序列升级8等级a敌人爆炸
13	26623 32212	 	312.8	橙橙2易伤1等级1矿等	1雷电2a敌人爆炸3矿等4挖尘57易伤69核8等级
14	26523 31213	 	310.5	橙橙3易伤1等级	17雷电27敌人爆炸3技能点4挖尘57a易伤69核7序列升级8等级
15	21154 31215	 	309.6	橙橙2矿等1等级1易伤	17雷电27矿等3a挖尘4易伤57最后敌人69核7序列升级8等级
16	21154 31213	 	309.6	橙橙2矿等1等级1易伤	17雷电27矿等3挖尘4易伤57最后敌人69核7序列升级8等级
17	21154 31214	 	309.6	橙橙2矿等1等级1易伤	17雷电27矿等3挖尘4易伤57最后敌人69核7序列升级8等级a毒气能量
18	21154 32212	 	309.4	橙橙2易伤1等级1矿等	1雷电2矿等3挖尘47易伤5最后敌人69核8等级a敌人爆炸
19	26623 32214	 	309.3	橙橙2易伤1等级1矿等	1雷电2敌人爆炸3矿等4挖尘57易伤69核8等级a毒气能量
20	26623 32215	 	309.3	橙橙2易伤1等级1矿等	1雷电2敌人爆炸3矿等4a挖尘57易伤69核8等级
21	26623 35213	 	309.3	橙橙2易伤1等级1矿等	1雷电2敌人爆炸3矿等47挖尘5a易伤69核8等级
22	26523 31211	 	308.4	橙橙2易伤1等级1伤害	17雷电27敌人爆炸3技能点4挖尘57易伤69核7序列升级8等级a伤害
