0	Index      	Bounty	 *	Score 	Summary	Detail	
1	33334 13542	4	 * 	305.30	DCR|4VULN|3DMG|3DUR	1BELT|2378VULN|378BPWR|478DMG|578DUR|6RCVC|9RCR|aRPLT
2	33334 13543	4	   	305.30	DCR|4VULN|3DMG|3DUR	1BELT|2378VULN|378BPWR|478DMG|578DUR|6RCVC|9RCR|aBEXP
3	33334 13541	4	   	305.20	DCR|4VULN|3DMG|3DUR	1BELT|2378VULN|378BPWR|478DMG|578DUR|6RCVC|9RCR|aERES
4	33314 41331	3	   	302.14	DCR|4VULN|2DMG|2DUR|1TLV	1BELT|238aVULN|38BPWR|4TLV|58DUR|6RCR|78DMG|9AART
5	33514 41331	2	   	302.14	DCR|4VULN|2DMG|2DUR|1TLV	1BELT|238aVULN|4TLV|58DUR|6RCR|78DMG|8BPWR|9AART
6	33333 23545	6	 * 	297.03	DCR|5VULN|3DMG|1TLV	1BELT|23578VULN|378BPWR|478DMG|678LHND|9RCR|aTLV
7	33314 41335	3	   	292.72	DCR|3VULN|3DUR|2DMG|1TLV	1BELT|238VULN|38BPWR|4TLV|58aDUR|6RCR|78DMG|9AART
8	33314 41323	3	   	292.47	DCR|4VULN|2DMG|2DUR|1TLV	1BELT|238aVULN|38BPWR|4TLV|58DUR|6RCR|78DMG|9RMIN
9	33314 41362	3	   	292.47	DCR|4VULN|2DMG|2DUR|1TLV	1BELT|238aVULN|38BPWR|4TLV|58DUR|6RCR|78DMG|9RCVC
10	33514 41323	2	   	292.47	DCR|4VULN|2DMG|2DUR|1TLV	1BELT|238aVULN|4TLV|58DUR|6RCR|78DMG|8BPWR|9RMIN
11	33314 16336	4	 * 	289.69	DCR|4VULN|2DUR|2ASPD|1TLV|1CDMG	1BELT|2379VULN|37BPWR|4CDMG|57ASPD|67DUR|8TLV|aRCR
12	42114 24131	6	   	289.20	DCR|3VULN|3DMG|2DUR|2TLV	1RCVC|278DMG|34TLV|58aVULN|68DUR|8BPWR|9RCR
13	33134 41331	2	   	285.99	DCR|4VULN|2DMG|2DUR	1BELT|248aVULN|34MLV|48BPWR|58DUR|6RCR|78DMG|9AART
14	33314 41312	3	   	285.49	DCR|3VULN|3DMG|2DUR|1TLV	1BELT|238VULN|38BPWR|4TLV|58DUR|6RCR|789DMG|aLHND
15	33314 41313	3	   	285.49	DCR|3VULN|3DMG|2DUR|1TLV	1BELT|238VULN|38BPWR|4TLV|58DUR|6RCR|789DMG|aFEWX
16	33314 41315	3	   	285.49	DCR|3VULN|3DMG|2DUR|1TLV	1BELT|238VULN|38BPWR|4TLV|58DUR|6RCR|789DMG|aBEXP
17	33314 41316	3	   	285.49	DCR|3VULN|3DMG|2DUR|1TLV	1BELT|238VULN|38BPWR|4TLV|58DUR|6RCR|789DMG|aRMIN
18	33514 41312	2	   	285.49	DCR|3VULN|3DMG|2DUR|1TLV	1BELT|238VULN|4TLV|58DUR|6RCR|789DMG|8BPWR|aLHND
19	33514 41313	2	   	285.49	DCR|3VULN|3DMG|2DUR|1TLV	1BELT|238VULN|4TLV|58DUR|6RCR|789DMG|8BPWR|aFEWX
20	33314 41324	3	   	283.48	DCR|3VULN|2DMG|2DUR|1TLV|1CDMG	1BELT|238VULN|38BPWR|4TLV|58DUR|6RCR|78DMG|9RMIN|aCDMG
21	33333 23542	6	   	280.78	DCR|5VULN|3DMG	1BELT|23578VULN|378BPWR|478DMG|678LHND|9RCR|aRPLT
22	33333 23543	6	   	280.78	DCR|5VULN|3DMG	1BELT|23578VULN|378BPWR|478DMG|678LHND|9RCR|aBEXP
23	33333 23544	6	   	280.78	DCR|5VULN|3DMG	1BELT|23578VULN|378BPWR|478DMG|678aLHND|9RCR
24	33333 23546	6	   	280.78	DCR|5VULN|3DMG	1BELT|23578VULN|378BPWR|478DMG|678LHND|9RCR|aRCVC
25	33333 23541	6	   	280.68	DCR|5VULN|3DMG	1BELT|23578VULN|378BPWR|478DMG|678LHND|9RCR|aERES
26	33314 41332	3	   	279.49	DCR|3VULN|2DMG|2DUR|1TLV	1BELT|238VULN|38BPWR|4TLV|58DUR|6RCR|78DMG|9AART|aMLV
27	33314 41341	3	   	279.49	DCR|3VULN|2DMG|2DUR|1TLV	1BELT|238VULN|38BPWR|4TLV|58DUR|6RCR|78DMG|9LHND|aAART
28	33514 41332	2	   	279.49	DCR|3VULN|2DMG|2DUR|1TLV	1BELT|238VULN|4TLV|58DUR|6RCR|78DMG|8BPWR|9AART|aMLV
29	33314 41333	3	   	279.39	DCR|3VULN|2DMG|2DUR|1TLV	1BELT|238VULN|38BPWR|4TLV|58DUR|6RCR|78DMG|9AART|aDLOT
30	33314 41334	3	   	279.39	DCR|3VULN|2DMG|2DUR|1TLV	1BELT|238VULN|38BPWR|4TLV|58DUR|6RCR|78DMG|9AART|aBBNT
31	33314 41336	3	   	279.39	DCR|3VULN|2DMG|2DUR|1TLV	1BELT|238VULN|38BPWR|4TLV|58DUR|6RCR|78DMG|9AART|aDUST
32	33314 41351	3	   	279.39	DCR|3VULN|2DMG|2DUR|1TLV	1BELT|238VULN|38BPWR|4TLV|58DUR|6RCR|78DMG|9LEGI|aAART
33	33514 41333	2	   	279.39	DCR|3VULN|2DMG|2DUR|1TLV	1BELT|238VULN|4TLV|58DUR|6RCR|78DMG|8BPWR|9AART|aDLOT
34	33314 43263	3	   	278.85	DCR|3VULN|3DUR|2TLV|1DMG	1BELT|239VULN|39BPWR|49TLV|579DUR|6RCR|8AART|aDMG
35	33333 43215	9	 * 	277.98	DCR|5VULN|2DUR|1DMG	1BELT|23567VULN|3BPWR|4DMG|89DUR|aRCR
36	33336 13511	5	   	277.49	DCR|4VULN|3DMG|1TLV	1BELT|2378VULN|378BPWR|478DMG|578LHND|6RCVC|9TLV|aRCR
37	33336 63511	5	   	277.49	DCR|4VULN|3DMG|1TLV	1BELT|2378VULN|378BPWR|478DMG|5678LHND|9TLV|aRCR
