0	Index      	 *	Score 	Summary	Detail	
1	13414 21411	 * 	305.76	DCR|DCR|1VULN|1TLV|1DMG|1MLV|1DUR|1AART|1CDMG	1DMG|2CDMG|3RAT|4DUR|5TLV|69RCR|7VULN|8MLV|aAART
2	13414 23314	 * 	302.61	DCR|DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1DMG|2CDMG|3RAT|4DUR|5TLV|69RCR|7AME|8aVULN
3	13414 21412	   	298.42	DCR|DCR|1VULN|1TLV|1DMG|2CDMG|1MLV|1DUR	1DMG|2aCDMG|3RAT|4DUR|5TLV|69RCR|7VULN|8MLV
4	13414 21413	   	292.11	DCR|DCR|1VULN|1TLV|1DMG|1MLV|1DUR|1CDMG	1DMG|2CDMG|3RAT|4DUR|5TLV|69RCR|7VULN|8MLV|aCGEN
5	13414 24311	   	290.15	DCR|DCR|1VULN|1TLV|1DMG|1DUR|1AART|1CDMG	1DMG|2CDMG|3RAT|4DUR|5TLV|69RCR|7CGEN|8VULN|aAART
6	13414 23311	   	290.05	DCR|DCR|1VULN|1TLV|1DMG|1DUR|1AART|1CDMG	1DMG|2CDMG|3RAT|4DUR|5TLV|69RCR|7AME|8VULN|aAART
7	43414 21211	   	285.70	DCR|DCR|1VULN|1TLV|1MLV|1DUR|1AART|1CDMG	1MLV|2CDMG|3RAT|4DUR|5TLV|69RCR|7VULN|8ZMB|aAART
8	13414 24312	   	282.82	DCR|DCR|1VULN|1TLV|1DMG|2CDMG|1DUR	1DMG|2aCDMG|3RAT|4DUR|5TLV|69RCR|7CGEN|8VULN
9	13414 23312	   	282.72	DCR|DCR|1VULN|1TLV|1DMG|2CDMG|1DUR	1DMG|2aCDMG|3RAT|4DUR|5TLV|69RCR|7AME|8VULN
10	13326 21414	   	278.46	DCR|DCR|2VULN|1DMG|1MLV|1CDMG	1DMG|2CDMG|3RMIN|4RAT|5LWND|69RCR|7aVULN|8MLV
11	13414 24313	   	276.50	DCR|DCR|1VULN|1TLV|1DMG|1DUR|1CDMG	1DMG|2CDMG|3RAT|4DUR|5TLV|69RCR|7aCGEN|8VULN
12	13414 23313	   	276.40	DCR|DCR|1VULN|1TLV|1DMG|1DUR|1CDMG	1DMG|2CDMG|3RAT|4DUR|5TLV|69RCR|7AME|8VULN|aCGEN
13	13414 23315	   	276.40	DCR|DCR|1VULN|1TLV|1DMG|1DUR|1CDMG	1DMG|2CDMG|3RAT|4DUR|5TLV|69RCR|7AME|8VULN|aBEXP
14	13414 23316	   	276.30	DCR|DCR|1VULN|1TLV|1DMG|1DUR|1CDMG|1MSE	1DMG|2CDMG|3RAT|4DUR|5TLV|69RCR|7AME|8VULN|aMSE
