0	Index      	 *	Score 	Summary	Detail	
1	22232 53543	 * 	293.09	橙橙2伤害1易伤2时间1等级	1a伤害2基地爆炸3额外掉落4a敌人爆炸5易伤69核7等级8a时间a序列升级
2	21222 53543	   	292.89	橙橙2伤害1易伤2时间1等级	1a伤害2敌人爆炸3额外掉落4a挖尘5易伤69核7等级8a时间a序列升级
3	22222 53543	   	292.89	橙橙2伤害1易伤2时间1等级	1a伤害2基地爆炸3额外掉落4a挖尘5易伤69核7等级8a时间a序列升级
4	22232 53541	 * 	289.06	橙橙1易伤1喷火对甲1等级1伤害1时间	1伤害2基地爆炸3额外掉落4敌人爆炸5易伤69核7等级8时间a喷火对甲
5	21222 53541	   	288.96	橙橙1易伤1喷火对甲1等级1伤害1时间	1伤害2敌人爆炸3额外掉落4挖尘5易伤69核7等级8时间a喷火对甲
6	22222 53541	   	288.96	橙橙1易伤1喷火对甲1等级1伤害1时间	1伤害2基地爆炸3额外掉落4挖尘5易伤69核7等级8时间a喷火对甲
7	26221 33611	 * 	286.38	紫橙2易伤2伤害1等级2攻速1技能	18伤害2雷电36核48易伤58攻速7双倍秒伤8序列升级9等级a技能
8	26221 33612	   	286.38	紫橙2易伤2伤害1等级2攻速1暴击	18伤害2雷电36核48易伤58攻速7双倍秒伤8序列升级9等级a暴击
9	26221 33615	   	286.38	紫橙2易伤2伤害1等级1时间2攻速	18伤害2雷电36核48易伤58攻速7双倍秒伤8序列升级9等级a时间
10	24513 51234	   	285.20	橙橙1易伤1等级1伤害1矿等1全技能	1伤害2矿等3加一4喷火对黄5攻速6易伤7全技能8等级9a核
11	12563 32261	 * 	280.44	橙橙2易伤3时间2攻速	13低血量敌人235时间35序列升级45攻速6立即金币7a易伤89核
12	22433 52361	 * 	280.44	橙橙2易伤2伤害1时间	16伤害258基地爆炸3时间4a易伤79核
13	24524 51234	   	278.26	橙橙1易伤1等级1伤害1矿等1技能1全技能	1伤害2矿等3加一4技能5机枪对头目6易伤7全技能8等级9a核
14	22232 53611	 * 	275.41	橙橙2易伤1等级1伤害1技能	1伤害2基地爆炸3额外掉落4敌人爆炸58易伤6a核7等级9技能
15	22535 12361	   	275.41	橙橙2易伤1等级1伤害	1伤害248基地爆炸3等级5金币生成6a易伤79核
16	21222 53611	   	275.31	橙橙2易伤1等级1伤害1技能	1伤害2敌人爆炸3额外掉落4挖尘58易伤6a核7等级9技能
17	22222 53611	   	275.31	橙橙2易伤1等级1伤害1技能	1伤害2基地爆炸3额外掉落4挖尘58易伤6a核7等级9技能
18	26222 25336	 * 	274.63	紫橙2易伤3伤害2时间	16a伤害2雷电37核4a易伤569挖尘6a序列升级8a时间
19	26221 33616	   	272.73	紫橙2易伤2伤害1等级2攻速	18伤害2雷电36核48易伤58攻速7双倍秒伤8序列升级9等级a敌人爆炸
20	26221 33613	   	272.63	紫橙2易伤2伤害1等级2攻速	18伤害2雷电36核48易伤58攻速7双倍秒伤8序列升级9等级a暴雪减费
21	26221 33614	   	272.63	紫橙2易伤2伤害1等级2攻速	18伤害2雷电36核48易伤58攻速7双倍秒伤8序列升级9等级a赏金邻近
22	12523 32261	   	266.89	橙橙2易伤3时间1技能	135低血量敌人235时间35序列升级4技能6立即金币7a易伤89核
23	12523 42261	   	266.79	橙橙2易伤3时间1技能	135低血量敌人235时间35序列升级4技能6火球减费7a易伤89核
24	22333 52361	   	266.79	橙橙2易伤2伤害	16伤害258基地爆炸3敌人爆炸4a易伤79核
25	22232 51211	   	264.81	橙橙2易伤1伤害1矿等1技能	1伤害2基地爆炸3额外掉落4敌人爆炸57易伤6a核8矿等9技能
26	24263 11261	   	264.71	橙橙2易伤1伤害1矿等	1伤害2矿等3最后敌人4赏金邻近5a易伤6低血量敌人7随机矿89核
27	24263 21261	   	264.71	橙橙2易伤1伤害1矿等	1伤害2矿等3最后敌人4赏金邻近5a易伤6基地爆炸7随机矿89核
28	22531 14325	   	264.61	橙橙1易伤1等级1伤害1矿等	1伤害24基地爆炸3等级5烈焰减费6a核7易伤8赏金塔9矿等
29	23335 52261	   	264.51	橙橙1易伤1等级1伤害1矿等	1伤害2双倍秒伤3最后敌人4赏金塔5等级6矿等7风暴减费89核a易伤
