0	Index      	Bounty	 *	Score 	Summary	Detail	
1	14223 42325	4	 * 	308.99	DCR|5VULN|3DUR|2DMG	1RCVC|2357aVULN|47aDUR|6RCR|7aBPWR|8BBNT|9aDMG
2	21313 43213	3	   	295.62	DCR|5VULN|2DMG|2DUR|1SELL	1345aVULN|23BEXP|3aBPWR|6RCR|7SELL|8aDMG|9aDUR
3	26311 51333	9	 * 	295.25	DCR|3VULN|3DMG|3ASPD|1TLV	19aVULN|2MLV|39aASPD|4ZMB|5AART|6RCR|7TLV|89aDMG|9aBPWR
4	23433 56331	1	 * 	293.08	DCR|4VULN|3DUR|2ASPD|1DMG	189aVULN|29ASPD|3LHND|4DMG|569DUR|7RCR|9BPWR
5	14223 42315	4	 * 	292.55	DCR|5VULN|3DUR|2ASPD	1RCVC|2357aVULN|47aDUR|6RCR|7aBPWR|8BBNT|9aASPD
6	21321 65163	1	 * 	291.78	DCR|4VULN|3DMG|3ASPD	158aVULN|2TBNT|3MLV|48aASPD|68aDMG|7RCR|8aBPWR|9BBNT
7	21521 35132	10	   	291.47	DCR|3VULN|3DUR|2DMG|1TLV	15aVULN|2aBEXP|3LIT|459DUR|5aBPWR|6TLV|7aDMG|8RCR
8	51145 33313	6	 * 	288.95	DCR|5VULN|3ASPD|2DUR	1RPLT|24aASPD|3468aVULN|4aBPWR|5RCVC|7RCR|9aDUR
9	22361 26613	8	   	288.50	DCR|4VULN|3DMG|1DUR|1ASPD	189aVULN|28aCGEN|3ASPD|4DUR|5BELT|6RCR|78aDMG|8aBPWR
10	22215 53633	4	 * 	287.25	DCR|4VULN|3DMG|3CDMG	139aVULN|2CGEN|4RPLT|59aDMG|69aCDMG|7RCR|8BELT|9aBPWR
11	23313 45241	1	   	285.17	DCR|5VULN|2DUR|1TLV|1ASPD	14579VULN|2ASPD|3TLV|6RCR|8aDUR
12	23313 42311	1	   	284.70	DCR|5VULN|2ASPD|2TLV|1DUR	14589VULN|29ASPD|39TLV|6RCR|7RPLT|9BPWR|aDUR
13	25411 63313	4	   	283.29	DCR|4VULN|2DUR|1DMG|1CDMG|1ASPD	138aVULN|2CDMG|4aZMB|5DMG|6ASPD|7RCR|9aDUR|aBPWR
14	14223 56123	10	   	281.32	DCR|5VULN|2DUR|1CDMG	1RCVC|23689VULN|46DUR|5AART|6BPWR|7CDMG|aRCR
15	22361 26613	9	 * 	280.44	DCR|3VULN|3DMG|2DUR|1ASPD	18aVULN|28aCGEN|3ASPD|49DUR|5BELT|6RCR|78aDMG|8aBPWR
