0	Index      	 *	Score 	Summary	Detail	Bounty	
1	44242 12323	 * 	281.07	橙4易伤2等级1时间2雷电1全技能	18雷电2时间389a易伤48等级5全技能6核7加一8序列升级	5
2	44221 41312	 * 	272.34	橙5易伤3时间2雷电	18雷电258时间34567易伤58序列升级9赏金邻近a核	4
3	44221 41322	   	272.34	橙5易伤3时间2雷电	18雷电258时间34567易伤58序列升级9赏金塔a核	4
4	13212 42226	   	270.00	橙4易伤2等级1时间1暴击1核弹	1掉矿25等级3核弹457a易伤5序列升级6暴击8时间9核	1
5	43214 12225	 * 	267.41	橙2易伤2等级2时间1伤害1暴击	1雷电2低血量敌人39等级49易伤5暴击69时间7伤害8挖尘9序列升级a核	9
6	43222 12224	 * 	265.83	橙2易伤2等级2伤害3雷电1暴击	14a雷电2低血量敌人3a等级5暴击6核79伤害8a易伤a序列升级	8
7	43222 12324	   	265.83	橙2易伤2等级2伤害3雷电1暴击	14a雷电2低血量敌人3a等级5暴击6核79伤害8a易伤a序列升级	7
8	43222 16324	   	265.83	橙2易伤2等级2伤害3雷电1暴击	14a雷电2低血量敌人3a等级5暴击6核79伤害8a易伤a序列升级	6
9	42222 14224	   	265.73	橙2易伤2等级2伤害3雷电1暴击	14a雷电2挖尘3a等级5暴击6核79伤害8a易伤a序列升级	8
10	42222 14324	   	265.73	橙2易伤2等级2伤害3雷电1暴击	14a雷电2挖尘3a等级5暴击6核79伤害8a易伤a序列升级	7
11	42222 16324	   	265.73	橙2易伤2等级2伤害3雷电1暴击	14a雷电2挖尘3a等级5暴击6核79伤害8a易伤a序列升级	6
12	42222 33324	   	265.73	橙2易伤2等级2伤害3雷电1暴击	14a雷电2挖尘3a等级5暴击69伤害7核8a易伤a序列升级	6
13	42222 43324	   	265.73	橙2易伤2等级2伤害3雷电1暴击	14a雷电2挖尘3a等级5暴击69伤害7核8a易伤a序列升级	5
14	44242 12314	 * 	265.13	橙3易伤3等级3雷电1时间1全技能	18a雷电2时间38a易伤48a等级5全技能6核7加一8a序列升级9平台	5
15	44242 12322	   	265.03	橙3易伤2等级3雷电1时间1全技能	18a雷电2时间389易伤48等级5全技能6核7加一8序列升级	5
16	42212 12323	   	264.72	橙4易伤2等级2雷电1全技能	18雷电2挖尘38等级489a易伤5全技能6核7加一8序列升级	5
17	42212 33321	   	264.72	橙4易伤2等级2雷电1全技能	18雷电2挖尘38等级489a易伤5全技能6加一7核8序列升级	10
18	42212 33323	   	264.72	橙4易伤2等级2雷电1全技能	18雷电2挖尘38等级489a易伤5全技能6加一7核8序列升级	9
19	42212 33323	   	264.72	橙4易伤2等级2雷电1全技能	18雷电2挖尘38等级489a易伤5全技能6加一7核8序列升级	8
20	42212 33323	   	264.72	橙4易伤2等级2雷电1全技能	18雷电2挖尘38等级489a易伤5全技能6加一7核8序列升级	7
21	13212 62162	   	264.66	橙4易伤2等级1时间1核弹	1掉矿25等级3核弹459a易伤5序列升级6时间7雷电8核	1
22	53122 11225	 * 	264.64	橙3易伤2时间1等级1伤害1暴击1卖塔	1卖塔29时间379易伤4暴击5伤害69矿等8核9序列升级a等级	10
23	53524 13221	 * 	264.29	橙2易伤2等级3时间2攻速1全技能1卖塔	1卖塔2全技能3a易伤4a等级5a攻速678时间9核a序列升级	1
24	56163 13221	 * 	264.29	橙2易伤2等级3时间2攻速1全技能1卖塔	1卖塔2a攻速3a易伤4全技能5a等级678时间9核a序列升级	4
25	46211 13343	 * 	263.99	橙2易伤2伤害2时间1等级3雷电	125雷电28序列升级38易伤4金币生成68时间78伤害9等级a核	10
26	44224 32221	   	263.76	橙4易伤3时间2雷电1全技能	1a雷电26a时间346a易伤5全技能6a序列升级7核8赏金邻近9立即金币	6
27	44224 32231	 * 	262.17	橙3易伤3时间1等级1全技能	1雷电269时间346易伤5全技能6序列升级7核8赏金邻近a等级	6
28	42142 52321	   	261.96	橙4易伤1等级1时间2雷电1全技能	18雷电28挖尘3时间4等级5全技能689a易伤7核8序列升级	10
29	42142 52323	   	261.96	橙4易伤1等级1时间2雷电1全技能	18雷电28挖尘3时间4等级5全技能689a易伤7核8序列升级	9
30	42142 52323	   	261.96	橙4易伤1等级1时间2雷电1全技能	18雷电28挖尘3时间4等级5全技能689a易伤7核8序列升级	7
31	42142 52323	   	261.96	橙4易伤1等级1时间2雷电1全技能	18雷电28挖尘3时间4等级5全技能689a易伤7核8序列升级	8
32	43262 12224	   	260.82	橙2易伤2等级2伤害2雷电1暴击	1a雷电24低血量敌人3a等级5暴击6核79伤害8a易伤a序列升级	8
33	43262 12324	   	260.82	橙2易伤2等级2伤害2雷电1暴击	1a雷电24低血量敌人3a等级5暴击6核79伤害8a易伤a序列升级	7
34	44221 31343	 * 	260.33	橙4易伤2时间1等级	1雷电25时间3457易伤5序列升级6立即金币8赏金邻近9等级a核	4
35	41333 26522	 * 	260.12	橙3易伤3时间1伤害1暴击	1雷电2平台346时间568易伤6序列升级7暴击9伤害a核	5
36	41335 23222	   	260.12	橙3易伤3时间1伤害1暴击	1雷电2平台369时间456易伤6序列升级7暴击8伤害a核	3
37	41335 23253	   	260.12	橙3易伤3时间1伤害1暴击	1雷电2平台36a时间456易伤6序列升级7暴击8伤害9核	3
38	41335 23322	   	260.12	橙3易伤3时间1伤害1暴击	1雷电2平台368时间456易伤6序列升级7暴击9伤害a核	3
39	41435 23222	   	260.12	橙3易伤3时间1伤害1暴击	1雷电2平台356易伤469时间6序列升级7暴击8伤害a核	4
40	41435 23322	   	260.12	橙3易伤3时间1伤害1暴击	1雷电2平台356易伤468时间6序列升级7暴击9伤害a核	4
41	44221 13222	   	260.12	橙3易伤3时间1伤害1暴击	1雷电259时间345易伤5序列升级6平台7暴击8伤害a核	4
42	44221 13253	   	260.12	橙3易伤3时间1伤害1暴击	1雷电25a时间345易伤5序列升级6平台7暴击8伤害9核	4
43	44221 13322	   	260.12	橙3易伤3时间1伤害1暴击	1雷电258时间345易伤5序列升级6平台7暴击9伤害a核	4
44	44242 12321	   	260.02	橙3易伤2等级1时间2雷电1全技能	18雷电2时间389易伤48等级5全技能6核7加一8序列升级a双倍矿	5
45	44242 12324	   	260.02	橙3易伤2等级1时间2雷电1全技能	18雷电2时间389易伤48等级5全技能6核7加一8序列升级a金币生成	5
46	44242 12342	   	260.02	橙3易伤2等级1时间2雷电1全技能	18雷电2时间38a易伤48等级5全技能6核7加一8序列升级9随机矿	5
47	13212 62163	 * 	258.19	橙3易伤2等级2时间1核弹	1掉矿25等级3核弹459易伤5序列升级6a时间7雷电8核	1
48	13351 53241	 * 	258.07	橙3易伤3伤害2时间	18掉矿2额外掉落34时间568易伤78a伤害8序列升级9核	10
49	21116 21421	   	257.84	橙4易伤2等级2全技能	1平台2a策反356a易伤47全技能8a等级9核a序列升级	3
50	21216 21421	   	257.84	橙4易伤2等级2全技能	1平台256a易伤3a策反47全技能8a等级9核a序列升级	1
51	21116 21421	   	257.64	橙4易伤2等级2全技能1核弹	1平台256a易伤3核弹47全技能8a等级9核a序列升级	1
52	46242 12223	 * 	257.61	橙3易伤2伤害1等级3雷电1卖塔	129雷电29序列升级379易伤4卖塔5随机矿6核89伤害a等级	10
53	42212 12327	   	257.32	橙3易伤2等级2雷电1暴击1全技能	18雷电2挖尘38等级489易伤5全技能6核7加一8序列升级a暴击	5
54	42212 33327	   	257.32	橙3易伤2等级2雷电1暴击1全技能	18雷电2挖尘38等级489易伤5全技能6加一7核8序列升级a暴击	8
55	42212 33327	   	257.32	橙3易伤2等级2雷电1暴击1全技能	18雷电2挖尘38等级489易伤5全技能6加一7核8序列升级a暴击	7
56	42212 33327	   	257.32	橙3易伤2等级2雷电1暴击1全技能	18雷电2挖尘38等级489易伤5全技能6加一7核8序列升级a暴击	9
57	13212 42225	   	257.26	橙3易伤2等级1时间1暴击1核弹	1掉矿25等级3核弹457易伤5序列升级6暴击8时间9核a雷电	1
58	44312 33612	 * 	257.21	橙4易伤3雷电2攻速1时间1全技能	167雷电2时间37攻速4679易伤5全技能67序列升级8金币生成a核	6
59	22121 34525	 * 	256.70	橙3易伤2等级2伤害	1平台256掉矿37a易伤4a伤害8核9a等级a序列升级	10
60	26321 32354	 * 	256.61	紫3易伤3伤害2等级2攻速	1平台2核356伤害46a易伤6a序列升级7矿等8a攻速9a等级	9
61	44215 31233	   	256.00	橙2易伤2伤害2时间2雷电1暴击1全技能	18雷电28时间35易伤4全技能6暴击78伤害8序列升级9赏金塔a核	4
62	44224 31233	   	256.00	橙2易伤2伤害2时间2雷电1暴击1全技能	18雷电28时间34易伤5全技能6暴击78伤害8序列升级9赏金塔a核	5
63	44242 32321	   	255.69	橙3易伤2时间1等级2雷电1全技能	18雷电28时间39a易伤4等级5全技能68敌人爆炸7核8序列升级	10
64	44242 32323	   	255.69	橙3易伤2时间1等级2雷电1全技能	18雷电28时间39a易伤4等级5全技能68敌人爆炸7核8序列升级	7
65	44242 32323	   	255.69	橙3易伤2时间1等级2雷电1全技能	18雷电28时间39a易伤4等级5全技能68敌人爆炸7核8序列升级	8
66	44242 32323	   	255.69	橙3易伤2时间1等级2雷电1全技能	18雷电28时间39a易伤4等级5全技能68敌人爆炸7核8序列升级	9
