0	Index      	*	Score	Code	Var	Bounty
1	33121 55432	*	263.7	橙2易伤3时间1等级2暴击1伤害1卖塔	1卖塔23a时间4等级5a暴击6矿等7伤害8核9a易伤a序列升级	1
2	13324 34433	*	257.8	橙4易伤1等级1伤害1时间	1残血敌人2赏金塔359a易伤4伤害6时间7核8等级	1
3	23324 34433	 	255.8	橙4易伤1等级1伤害1时间	1最后敌人2赏金塔359a易伤4伤害6时间7核8等级	1
4	23324 36233	 	255.8	橙4易伤1等级1伤害1时间	1最后敌人2赏金塔358a易伤4伤害6时间7等级9核	1
5	11131 46125	*	255.1	橙4易伤3伤害1全技能	1789残血敌人2加一3平台4全技能5789易伤678伤害789序列升级a核	4
6	55122 31711	*	254.3	橙3易伤2伤害2时间2暴击	17暴击2a伤害3赏金邻近4加一579易伤67时间7序列升级8核	1
7	53333 14233	*	254.3	橙3易伤3时间3暴击1等级	158暴击268时间378易伤4挖青8序列升级9核a等级	8
8	23324 35533	*	252.3	橙3易伤2伤害1等级1时间	1最后敌人2赏金塔35a易伤47伤害6时间8等级9核	1
9	23324 36533	 	252.3	橙3易伤2伤害1等级1时间	1最后敌人2赏金塔35a易伤48伤害6时间7等级9核	1
10	22365 22263	*	251.9	橙3易伤2时间2等级1伤害	1最后敌人26等级3雷电4伤害569易伤6序列升级7a时间8核	5
11	62211 62312	 	250.8	橙3易伤2伤害1等级1时间1全技能	1策反2a伤害368易伤4全技能5时间7核9等级	9
12	61313 65112	*	250.2	橙2易伤3伤害3时间3策反	178策反278时间3雷电4残血敌人578伤害6核78序列升级9a易伤	4
13	23325 36233	 	249.3	橙3易伤2时间1等级1伤害	1最后敌人2赏金塔38a易伤4伤害56时间7等级9核	1
14	23325 34433	 	249.3	橙3易伤2时间1等级1伤害	1最后敌人2赏金塔39a易伤4伤害56时间7核8等级	1
15	23324 36633	 	249.3	橙3易伤2时间1等级1伤害	1最后敌人2赏金塔35a易伤4伤害68时间7等级9核	1
16	65211 22236	 	246.8	橙3易伤2时间1等级1伤害1全技能	1策反2等级389易伤4全技能56时间7核a伤害	8
17	13315 21524	 	246.4	橙4易伤1等级1时间	1残血敌人2矿等348a易伤5时间6等级7核9雷电	2
18	12363 22662	 	245.5	橙3易伤2伤害1等级	19残血敌人2等级369易伤4敌人爆炸5雷电7额外掉落89伤害9序列升级a核	2
19	55122 31714	 	245.1	橙3易伤2时间2暴击1伤害	17暴击2伤害3赏金邻近4加一579易伤67时间7序列升级8核a雷电	1
20	53131 46122	*	244.9	橙3易伤3时间2等级1暴击	1暴击234时间578易伤69等级a核	2
21	44611 12312	 	244.0	橙4易伤2伤害1暴击	12a金币生成358a易伤4雷电6核7暴击9a伤害a序列升级	8
22	55122 31723	 	243.8	橙2易伤2时间1等级2暴击1伤害	17暴击2伤害3赏金邻近4加一57易伤67时间7序列升级8核9等级a敌人爆炸	1
23	16321 51353	*	243.6	橙3易伤3时间1伤害	168残血敌人23基地爆炸48a时间568易伤68序列升级7核9伤害	1
24	33156 13353	 	243.6	橙2易伤3时间1等级1伤害1卖塔	1卖塔238时间4a易伤5伤害6等级7雷电9核	1
25	13324 24433	 	243.6	橙4易伤1等级1伤害	1残血敌人2赏金塔359a易伤4伤害6基地爆炸7核8等级	1
26	16321 11353	 	243.1	橙3易伤3时间1伤害	18残血敌人23基地爆炸48a时间568易伤7核8序列升级9伤害	1
27	16342 11353	 	243.1	橙3易伤3时间1伤害	18残血敌人23基地爆炸468易伤58a时间7核8序列升级9伤害	1
28	23324 36236	 	243.0	橙3易伤1等级1伤害1时间	1最后敌人2赏金塔358易伤4伤害6时间7等级9核a矿等	1
29	22231 11655	 	243.0	橙4易伤1等级1伤害	1最后敌人2等级3基地爆炸4矿等569a易伤7核8伤害	4
30	23213 21655	 	243.0	橙4易伤1等级1伤害	1最后敌人2矿等3基地爆炸459a易伤6等级7核8伤害	3
31	22365 23263	 	242.9	橙3易伤2等级1伤害1时间	1最后敌人26等级3雷电4伤害569易伤6序列升级7敌人爆炸8核a时间	5
32	55122 31724	 	242.4	橙2易伤2时间1等级2暴击1伤害	17暴击2伤害3赏金邻近4加一57易伤67时间7序列升级8核9等级a随机矿	1
33	23325 36533	*	242.2	橙2易伤2伤害2时间1等级	1最后敌人2赏金塔3a易伤48伤害56时间7等级9核	1
34	23325 35533	 	242.2	橙2易伤2伤害2时间1等级	1最后敌人2赏金塔3a易伤47伤害56时间8等级9核	1
35	41351 13124	*	242.1	橙5易伤1时间1暴击	15金币生成2时间3雷电45789易伤5序列升级6核a暴击	8
36	13324 46233	 	241.9	橙4易伤1等级1伤害	1残血敌人2赏金塔358a易伤4伤害6最后敌人7等级9核	1
37	12322 11524	 	241.9	橙4易伤1等级1时间	1残血敌人2等级368a易伤4金币生成5时间7核9雷电	2
38	12242 11524	 	241.9	橙4易伤1等级1时间	1残血敌人2等级3金币生成468a易伤5时间7核9雷电	2
39	62211 32312	*	241.8	橙2易伤3伤害1等级1时间1全技能	1策反26a伤害38易伤4全技能5时间7核9等级	9
40	23324 26233	 	241.6	橙4易伤1等级1伤害	1最后敌人2赏金塔358a易伤4伤害6基地爆炸7等级9核	1
41	23324 24433	 	241.6	橙4易伤1等级1伤害	1最后敌人2赏金塔359a易伤4伤害6基地爆炸7核8等级	1
42	65211 62231	 	241.5	橙4易伤1等级1时间1全技能	1策反2等级3689易伤4全技能5时间7核a雷电	8
