0	Index      	*	Score	Code	Var	Bounty
1	13412 32112	*	260.8	橙2易伤3时间1等级1伤害1暴击2敌人爆炸	17敌人爆炸2矿等378时间4等级5伤害67易伤7序列升级9暴击a核	9
2	53312 53352	*	254.8	橙3易伤3伤害1等级2矿等	17矿等2金币生成379易伤457伤害6额外掉落7序列升级8核a等级	5
3	52412 32112	 	254.5	橙2易伤3时间1等级1伤害1暴击2矿等	17矿等2敌人爆炸378时间4等级5伤害67易伤7序列升级9暴击a核	9
4	53221 24632	*	252.4	橙3易伤2时间1等级1暴击2矿等	18矿等28时间3额外掉落4等级5暴击6双倍矿78a易伤8序列升级9核	1
5	53221 13632	 	252.4	橙3易伤2时间1等级1暴击2矿等	18矿等28时间3额外掉落4等级5暴击68a易伤7双倍矿8序列升级9核	1
6	51412 32112	 	251.0	橙2易伤3时间1等级1伤害1暴击2矿等	17矿等2基地爆炸378时间4等级5伤害67易伤7序列升级9暴击a核	9
7	23153 21343	*	250.5	橙2易伤3伤害2时间1暴击	14a掉矿25时间35a伤害5a序列升级6核7暴击8敌人爆炸9a易伤	1
8	11661 14133	*	250.3	橙3易伤3时间1等级2敌人爆炸	19敌人爆炸29最后敌人38a易伤4等级579时间6核9序列升级	2
9	12311 46253	 	249.5	橙3易伤2伤害3敌人爆炸1时间1全技能	127敌人爆炸3平台467易伤57伤害7序列升级8时间9核a全技能	7
10	55212 32131	*	248.1	橙3易伤2时间1等级1伤害2矿等	17矿等2最后敌人37时间4等级5伤害67a易伤7序列升级8双倍物品9核	7
11	12311 61365	*	247.5	橙3易伤2等级1伤害3敌人爆炸1时间	129敌人爆炸3平台49a易伤5伤害6核7时间89等级9序列升级	8
12	55212 32112	 	247.3	橙2易伤3时间1等级1伤害1暴击2矿等	17矿等2最后敌人378时间4等级5伤害67易伤7序列升级9暴击a核	9
13	53221 14332	 	246.8	橙3易伤2时间1等级1暴击	1矿等27时间3额外掉落4等级5暴击68a易伤9核	1
14	22412 52112	 	246.7	橙2易伤3时间1等级1伤害1暴击	17掉矿2敌人爆炸378时间4等级5伤害67易伤7序列升级9暴击a核	9
15	23221 13632	 	246.6	橙3易伤2时间1等级1暴击	18掉矿28时间3额外掉落4等级5暴击68a易伤7双倍矿8序列升级9核	1
16	23221 24632	 	246.6	橙3易伤2时间1等级1暴击	18掉矿28时间3额外掉落4等级5暴击6双倍矿78a易伤8序列升级9核	1
17	23153 23354	*	245.9	橙2易伤2伤害2时间1等级	14掉矿25时间35伤害5序列升级6核7等级8平台9a易伤	1
18	53313 54233	*	245.6	橙4易伤1等级1伤害	1矿等2金币生成357a易伤4伤害6雷电8等级9核	9
19	23153 21443	 	245.4	橙2易伤3伤害2时间1暴击	14a掉矿25时间35a伤害5a序列升级6核7暴击8残血敌人9a易伤	1
20	14236 35331	 	244.9	橙4易伤3敌人爆炸1时间3雷电3策反	147敌人爆炸258雷电3578易伤578序列升级678策反9时间a核	2
21	23153 21243	 	244.9	橙2易伤3伤害2时间1暴击	14a掉矿25时间35a伤害5a序列升级6核7暴击8挖尘9a易伤	1
22	11566 13223	 	244.8	橙3易伤1等级1伤害1暴击2敌人爆炸	18敌人爆炸2赏金邻近3伤害456易伤7核9暴击a等级	1
23	55212 32513	 	244.4	橙2易伤2伤害2时间1等级2矿等	17矿等2最后敌人37时间4等级5a伤害67易伤7序列升级8攻速9核	9
24	11611 14533	*	244.1	橙3易伤3时间1伤害2敌人爆炸	18敌人爆炸28最后敌人39a易伤4伤害578时间6核8序列升级	2
25	53113 53311	 	243.8	橙2易伤2时间1等级1伤害1全技能	1矿等27时间3伤害48易伤5全技能6等级9敌人爆炸a核	1
26	53111 33611	 	243.8	橙2易伤2时间1等级1伤害1全技能	1矿等26时间3伤害45易伤7等级8全技能9敌人爆炸a核	1
27	23221 54632	*	243.6	橙3易伤2时间2等级1暴击	18掉矿28时间3额外掉落46等级5暴击78a易伤8序列升级9核	1
