0	Index      	*	Score	Code	Var	Bounty
1	12142 13661	*	277.5	橙4易伤3伤害2暴击3矿等	178矿等2678易伤39暴击4雷电578伤害78序列升级a核	5
2	12142 63511	 	277.5	橙4易伤3伤害2暴击3矿等	179矿等2789易伤36暴击4雷电579伤害79序列升级a核	5
3	12142 13211	 	277.5	橙4易伤3伤害2暴击3矿等	179矿等2679易伤38暴击4雷电579伤害79序列升级a核	5
4	12113 52345	*	264.1	橙3易伤1等级2暴击1伤害1时间	1矿等249易伤34暴击4序列升级5雷电6核7时间8等级a伤害	4
5	12113 52345	 	264.1	橙3易伤1等级2暴击1伤害1时间	1矿等249易伤34暴击4序列升级5雷电6核7时间8等级a伤害	5
6	12113 26641	 	261.8	橙4易伤2伤害2暴击3矿等	168矿等2489易伤34暴击48序列升级5雷电78伤害a核	6
7	12111 56511	 	261.8	橙4易伤2伤害2暴击3矿等	159矿等2489易伤34暴击49序列升级6雷电79伤害a核	4
8	12113 26511	 	261.8	橙4易伤2伤害2暴击3矿等	169矿等2489易伤34暴击49序列升级5雷电79伤害a核	6
9	51233 64333	*	259.9	橙3易伤3时间3等级3雷电	1额外掉落247时间34a等级47a序列升级57a雷电67a易伤8核9随机矿	1
10	12541 33162	*	259.6	橙4易伤2时间1等级	1矿等2367易伤4雷电5a时间8等级9核	5
11	12115 16521	 	258.9	橙4易伤2暴击1伤害1时间	1矿等2459易伤34暴击4序列升级6核7伤害8时间a攻速	5
12	21661 13351	*	258.7	橙5易伤1等级1暴击2雷电	17最后敌人2暴击37雷电45679易伤7序列升级8核a等级	4
13	23533 36633	*	258.5	橙3易伤2伤害1等级1时间	18最后敌人2策反38a易伤4等级5时间68伤害7核8序列升级9雷电	7
14	12115 52221	 	257.9	橙4易伤2暴击1伤害1时间	1矿等2459易伤34暴击4序列升级6伤害7时间8核a攻速	8
15	12141 33145	 	257.7	橙3易伤1等级1伤害1时间1暴击	1矿等279易伤3暴击4雷电5等级6核8时间a伤害	8
16	12431 22643	 	257.7	橙3易伤2伤害1时间2攻速1暴击	1矿等29a易伤3时间4暴击59伤害6敌人爆炸7核89攻速9序列升级	8
17	52233 64333	 	254.9	橙3易伤3时间3等级3雷电	1额外掉落247时间34a等级47a序列升级57a雷电67a易伤8核9随机矿	2
18	12115 52241	 	254.7	橙3易伤1等级2暴击1伤害1时间	1矿等245易伤34暴击4序列升级6伤害7时间8核9额外掉落a等级	8
19	12541 33161	 	254.7	橙4易伤1等级1时间1全技能	1矿等2367易伤4雷电5时间8等级9核a全技能	5
20	11142 65332	 	254.2	橙2易伤2伤害1等级1时间	1矿等24伤害39易伤5等级6攻速7核8雷电a时间	1
