0	Index      	*	Score	Code	Var	Bounty
1	63313 62141	*	280.3	橙4易伤2伤害2时间1等级	178a易伤25时间37伤害47金币生成6核7序列升级9等级	6
2	33151 52336	*	272.6	橙3易伤2时间1等级2暴击1伤害	17时间267易伤3等级4伤害57暴击7序列升级8敌人爆炸9挖尘a核	1
3	33311 62826	*	272.2	橙3易伤3伤害3时间	127时间378伤害4加一5随机矿678易伤78序列升级9敌人爆炸a核	3
4	35643 31131	*	269.8	橙3易伤3时间2伤害1等级	123时间268序列升级468易伤5额外掉落78伤害9等级a核	6
5	63313 62143	 	267.6	橙3易伤2伤害2时间1等级	178易伤25时间37伤害47金币生成6核7序列升级9等级a雷电	6
6	33151 52236	 	267.5	橙3易伤2时间1等级2暴击1伤害	17时间267易伤3等级4伤害57暴击7序列升级8最后敌人9挖尘a核	1
7	33151 52531	 	266.9	橙3易伤2时间1等级2暴击1伤害	17时间267易伤3等级4伤害57暴击7序列升级8赏金邻近9赏金塔a核	1
8	33311 62836	 	266.5	橙3易伤3伤害3时间	127时间378伤害4加一5随机矿678易伤78序列升级9挖尘a核	3
9	26114 52111	*	266.4	橙4易伤2等级1伤害1时间	1平台27金币生成3567易伤47等级7序列升级8伤害9核a时间	1
10	25361 43313	 	264.0	橙2易伤3时间2伤害1等级2雷电	1平台28伤害38易伤457时间68雷电8序列升级9核a等级	7
11	25221 43313	 	264.0	橙2易伤3时间2伤害1等级2雷电	1平台28伤害357时间48易伤68雷电8序列升级9核a等级	7
12	63311 32421	*	264.0	橙3易伤3伤害2等级1时间	189易伤2时间38a伤害4金币生成5雷电68等级7核8序列升级	8
13	63313 62126	 	263.5	橙3易伤2伤害2时间1等级	178易伤25时间37伤害47金币生成6核7序列升级9随机矿a等级	6
14	32262 22662	 	262.7	橙3易伤3时间2伤害1全技能	137时间2随机矿4基地爆炸57a易伤67伤害7序列升级8全技能9核	4
15	63313 62153	 	262.4	橙4易伤2伤害2时间	178a易伤25时间37伤害47金币生成6核7序列升级9雷电	6
16	24132 42325	 	262.3	橙4易伤2伤害1时间	1平台27伤害3457易伤67金币生成7序列升级8敌人爆炸9核a时间	1
17	63311 32426	 	262.0	橙3易伤2伤害2等级1时间1暴击	189易伤2时间38伤害4金币生成5雷电68等级7核8序列升级a暴击	8
18	33131 56322	 	261.8	橙4易伤2时间1等级	18时间267a易伤3等级4敌人爆炸5矿等9核	1
19	24132 42324	*	261.7	橙4易伤3伤害	1平台27a伤害3457易伤67金币生成7序列升级8敌人爆炸9核	1
20	63313 62142	 	261.3	橙3易伤2伤害2时间1等级	178易伤25时间37伤害47金币生成6核7序列升级9等级a基地爆炸	6
21	31131 41551	 	261.3	橙3易伤3时间2伤害1暴击	135时间29残血敌人4暴击69a易伤7核89伤害9序列升级	5
22	33231 41551	 	261.3	橙3易伤3时间2伤害1暴击	125时间39最后敌人4暴击69a易伤7核89伤害9序列升级	5
23	32242 22662	 	261.0	橙3易伤3时间2伤害1全技能	137时间2随机矿4最后敌人57a易伤67伤害7序列升级8全技能9核	4
24	32222 22662	 	261.0	橙3易伤3时间2伤害1全技能	137时间2随机矿4残血敌人57a易伤67伤害7序列升级8全技能9核	3
25	32232 22662	 	261.0	橙3易伤3时间2伤害1全技能	137时间2随机矿4最后敌人57a易伤67伤害7序列升级8全技能9核	3
26	32222 22662	 	261.0	橙3易伤3时间2伤害1全技能	137时间2随机矿4残血敌人57a易伤67伤害7序列升级8全技能9核	4
27	23114 52111	 	260.4	橙4易伤2等级1伤害1时间	1平台27金币生成3567易伤47等级7序列升级8伤害9核a时间	2
28	24112 32151	 	259.5	橙4易伤1等级1伤害1时间	1平台2伤害3689易伤4赏金塔5等级7核a时间	1
29	21114 52111	 	259.5	橙4易伤1等级1伤害1时间	1平台2掉矿3567易伤4等级8伤害9核a时间	1
30	33433 54322	 	259.5	橙3易伤3时间1等级1暴击1全技能	123时间4等级567易伤8全技能9暴击a核	2
31	23314 52111	 	259.4	橙4易伤2等级1伤害1时间	1平台27金币生成3567易伤47等级7序列升级8伤害9核a时间	3
32	25132 12524	 	259.3	橙4易伤2伤害1时间	1平台2矿等3457易伤6时间8核9a伤害	1
33	63131 72363	 	258.9	橙3易伤3时间1等级1伤害1全技能	147易伤237时间5加一6核7序列升级8伤害9等级a全技能	6
34	63131 72722	 	258.9	橙3易伤3时间1等级1伤害1全技能	147易伤237时间5加一6核7序列升级8全技能9伤害a等级	6
35	33151 53623	 	258.5	橙3易伤1等级1伤害1时间1暴击	1时间269易伤3等级4伤害5暴击7雷电8平台a核	1
36	26114 52112	 	258.5	橙4易伤2等级1伤害	1平台27金币生成3567易伤47等级7序列升级8伤害9核a攻速	1
37	33633 54322	 	258.5	橙3易伤3时间1等级1暴击1全技能	123时间4等级567易伤8全技能9暴击a核	3
38	63313 62121	 	258.3	橙4易伤2伤害2时间	178a易伤25时间37伤害47金币生成6核7序列升级9随机矿	6
39	63331 25134	 	258.2	橙3易伤2伤害1等级1时间1暴击	169易伤2时间3a伤害4暴击5敌人爆炸7核8等级	8
40	63541 23122	 	258.1	橙4易伤2时间1等级1核弹	1238易伤4等级5平台68最后敌人78时间8序列升级9核a核弹	1
41	24132 42225	 	257.1	橙4易伤2伤害1时间	1平台27伤害3457易伤67金币生成7序列升级8最后敌人9核a时间	1
42	24112 32126	 	256.9	橙4易伤1等级1伤害1暴击	1平台2伤害368a易伤4赏金塔5等级7核9暴击	1
43	63311 32423	 	256.7	橙3易伤2伤害2等级1时间	189易伤2时间38伤害4金币生成5雷电68等级7核8序列升级a矿等	8
44	24132 42611	 	256.6	橙4易伤2伤害1时间	1平台27伤害3457易伤67金币生成7序列升级8掉矿9核a时间	1
45	25323 52511	 	256.6	橙4易伤2伤害2时间	1平台25伤害3467易伤8a时间9核	5
46	24132 42224	 	256.5	橙4易伤3伤害	1平台27a伤害3457易伤67金币生成7序列升级8最后敌人9核	1
47	25132 12525	 	256.3	橙4易伤2时间1伤害	1平台2矿等3457易伤6a时间8核9伤害	1
48	61151 52313	 	256.2	橙3易伤1等级2暴击1伤害1时间	167易伤27基地爆炸3等级4伤害57暴击7序列升级8敌人爆炸9时间a核	1
49	63315 62112	 	256.1	橙3易伤3伤害1时间1暴击	179易伤2时间357伤害47金币生成6核7序列升级8矿等a暴击	6
50	63322 16133	 	256.0	橙3易伤2伤害1等级1时间2敌人爆炸	17a易伤2时间37伤害4最后敌人5雷电67敌人爆炸7序列升级8等级9核	9
51	33532 25321	 	255.9	橙3易伤2时间1等级1伤害	12时间3等级4敌人爆炸5雷电689易伤7核a伤害	7
52	25225 25211	 	255.6	橙4易伤2伤害2时间	1平台28伤害3a时间4567易伤9核	8
53	32511 35421	*	255.5	橙3易伤2时间2等级1伤害	18时间2随机矿389易伤4金币生成5雷电68等级7核8序列升级a伤害	8
54	25132 42325	 	255.3	橙4易伤2伤害1时间	1平台27伤害3457易伤67金币生成7序列升级8敌人爆炸9核a时间	2
55	23323 52325	 	255.3	橙4易伤2伤害1时间	1平台27金币生成3467易伤57伤害7序列升级8敌人爆炸9核a时间	5
56	63331 25135	 	255.2	橙3易伤2时间1等级1伤害1暴击	169易伤2a时间3伤害4暴击5敌人爆炸7核8等级	8
57	24132 52252	*	255.1	橙5易伤2伤害	1平台2a伤害34567易伤8基地爆炸9核	1
58	31316 26521	 	255.1	橙3易伤3伤害1时间1暴击	1时间2基地爆炸35a易伤469伤害7暴击8核	1
59	14213 55123	*	255.0	橙3易伤2伤害1等级2暴击	1攻速28暴击3残血敌人4最后敌人58伤害6等级78a易伤8序列升级9核	7
60	33322 22554	 	255.0	橙3易伤2时间1伤害2攻速1全技能	1a时间23a易伤4雷电5伤害6赏金邻近7核8全技能9a攻速a序列升级	1
61	23323 52324	 	254.7	橙4易伤3伤害	1平台27金币生成3467易伤57a伤害7序列升级8敌人爆炸9核	5
62	25132 42324	 	254.7	橙4易伤3伤害	1平台27a伤害3457易伤67金币生成7序列升级8敌人爆炸9核	2
63	24132 42321	 	254.3	橙4易伤2伤害	1平台27伤害3457易伤67金币生成7序列升级8敌人爆炸9核a攻速	1
64	31313 46433	 	253.7	橙3易伤1等级1伤害1时间1暴击	1时间2基地爆炸379易伤4伤害5暴击6等级8敌人爆炸a核	1
65	32262 22622	 	253.6	橙2易伤3伤害3时间1全技能	137时间2随机矿4基地爆炸57易伤679伤害7序列升级8全技能a核	4
66	23323 26511	 	253.6	橙3易伤2伤害1等级1时间	1平台267金币生成347易伤57伤害7序列升级8等级9核a时间	8
67	33151 51521	 	253.4	橙2易伤2伤害2时间1等级1暴击	1a时间26易伤3等级49伤害5暴击7掉矿8核	1
68	63131 72362	 	253.4	橙3易伤3时间1等级1伤害	147易伤237时间5加一6核7序列升级8伤害9等级a平台	6
69	21323 55162	 	253.3	橙4易伤2时间1伤害	1平台29策反3479易伤5伤害6矿等89时间9序列升级a核	9
70	25332 42325	 	253.3	橙4易伤2伤害1时间	1平台27伤害3457易伤67金币生成7序列升级8敌人爆炸9核a时间	3
71	25322 42325	 	253.3	橙4易伤2伤害1时间	1平台27伤害3457易伤67金币生成7序列升级8敌人爆炸9核a时间	4
72	25226 13511	 	253.3	橙3易伤2伤害1等级1时间	1平台29伤害3时间49a易伤5残血敌人6等级79金币生成8核9序列升级	6
73	24112 32166	 	253.1	橙3易伤2时间1等级1伤害	1平台2伤害368易伤4赏金塔5等级7核9a时间	1
74	24132 62424	 	253.0	橙5易伤2伤害	1平台29伤害3457a易伤6加一8核	1
75	33216 26521	 	253.0	橙3易伤3伤害1时间1暴击	1时间25a易伤3挖尘469伤害7暴击8核	1
76	21323 53122	 	252.9	橙3易伤2伤害2时间	1平台28策反348易伤59伤害6矿等78时间8序列升级a核	6
77	63331 16326	 	252.9	橙4易伤2伤害1等级	127a易伤3赏金邻近47伤害5挖青6随机矿7序列升级8等级9核	1
78	34152 25321	 	252.9	橙3易伤2时间1等级1伤害	13时间2敌人爆炸4等级5雷电689易伤7核a伤害	7
79	35532 25321	 	252.9	橙3易伤2时间1等级1伤害	12时间2序列升级3等级4敌人爆炸5雷电689易伤7核a伤害	7
80	25132 13524	 	252.8	橙3易伤2伤害2时间	1平台2矿等345易伤67时间8核9a伤害	1
81	63613 53222	 	252.8	橙5易伤2伤害1时间	1567a易伤2时间3额外掉落4a金币生成8核9a伤害a序列升级	9
82	25222 13511	 	252.8	橙3易伤2伤害1等级1时间	1平台29伤害3时间49a易伤5挖尘6等级79金币生成8核9序列升级	6
83	63541 23121	 	252.7	橙4易伤2时间1等级	1238易伤4等级5平台68最后敌人78时间8序列升级9核a敌人爆炸	1
84	25332 42324	 	252.7	橙4易伤3伤害	1平台27a伤害3457易伤67金币生成7序列升级8敌人爆炸9核	3
85	25322 42324	 	252.7	橙4易伤3伤害	1平台27a伤害3457易伤67金币生成7序列升级8敌人爆炸9核	4
86	63363 62121	 	252.6	橙4易伤2伤害2时间	178a易伤25时间37伤害47掉矿6核7序列升级9随机矿	6
87	25112 32151	 	252.5	橙4易伤1等级1伤害1时间	1平台2伤害3689易伤4赏金塔5等级7核a时间	2
88	23114 52112	 	252.5	橙4易伤2等级1伤害	1平台27金币生成3567易伤47等级7序列升级8伤害9核a攻速	2
89	33562 25321	 	252.3	橙3易伤2时间1等级1伤害	12时间3等级4基地爆炸5雷电689易伤7核a伤害	7
90	33452 25321	 	252.3	橙3易伤2时间1等级1伤害	12时间3基地爆炸4等级5雷电689易伤7核a伤害	7
91	33343 54332	 	252.3	橙3易伤3时间1伤害1暴击1全技能	124时间3伤害567易伤8全技能9暴击a核	3
92	33343 55232	 	252.3	橙3易伤3时间1伤害1暴击1全技能	124时间3伤害568易伤7全技能9暴击a核	3
93	63131 13346	*	252.2	橙4易伤3时间1等级	1459易伤23a时间6立即金币7核8等级	4
94	26114 52113	 	252.2	橙4易伤2等级1伤害	1平台27金币生成3567易伤47等级7序列升级8伤害9核a基地爆炸	1
95	25221 25151	*	252.2	橙4易伤3时间1伤害	1平台2伤害358时间467a易伤9核	8
96	25225 25111	 	252.2	橙4易伤3时间1伤害	1平台2伤害38a时间4567易伤9核	8
97	21164 52311	 	252.2	橙4易伤1等级1时间2矿等	1平台27策反3567易伤47矿等7序列升级8等级9核a时间	2
98	24112 32162	 	252.1	橙3易伤1等级1伤害1时间1暴击	1平台2伤害368易伤4赏金塔5等级7核9时间a暴击	1
99	24112 32125	 	252.1	橙3易伤1等级1伤害1时间1暴击	1平台2伤害368易伤4赏金塔5等级7核9暴击a时间	1
100	63131 72361	 	252.0	橙3易伤3时间1等级1伤害	147易伤237时间5加一6核7序列升级8伤害9等级a金币生成	6
101	63131 56322	 	251.8	橙4易伤2时间1等级	167a易伤28时间3等级4敌人爆炸5矿等9核	2
102	34112 22143	 	251.7	橙3易伤3时间1等级2敌人爆炸	134时间24敌人爆炸4序列升级578易伤6雷电9等级a核	7
103	24132 42323	 	251.6	橙4易伤2伤害2敌人爆炸	1平台27伤害3457易伤67金币生成7序列升级8a敌人爆炸9核	1
104	24112 32153	 	251.6	橙4易伤1等级1伤害	1平台2伤害3689易伤4赏金塔5等级7核a矿等	1
105	21114 52112	 	251.6	橙4易伤1等级1伤害	1平台2掉矿3567易伤4等级8伤害9核a攻速	1
106	33312 52513	 	251.5	橙2易伤3伤害3时间3策反	12a时间36a伤害467策反5随机矿6a序列升级8a易伤9核	8
107	63313 62162	 	251.5	橙3易伤3伤害2时间	178易伤25时间37a伤害479金币生成6核7序列升级	6
108	23314 52112	 	251.5	橙4易伤2等级1伤害	1平台27金币生成3567易伤47等级7序列升级8伤害9核a攻速	3
109	33156 41223	 	251.4	橙2易伤2伤害1等级1时间1暴击	1时间29易伤3等级48伤害5雷电6平台7暴击a核	1
110	63311 32422	 	251.1	橙3易伤2伤害2等级1时间	189易伤2时间38伤害4a金币生成5雷电68等级7核8序列升级	8
111	61151 52213	 	251.1	橙3易伤1等级2暴击1伤害1时间	167易伤27基地爆炸3等级4伤害57暴击7序列升级8最后敌人9时间a核	1
112	24132 62421	 	250.9	橙4易伤2伤害1时间	1平台29伤害3457易伤6加一8核a时间	1
113	63315 62111	 	250.8	橙3易伤3伤害1时间	179易伤2时间357伤害47金币生成6核7序列升级8矿等a攻速	6
114	33663 22325	 	250.5	橙2易伤3伤害3时间	127时间37易伤4基地爆炸5策反678伤害7序列升级9敌人爆炸a核	2
115	25312 32151	 	250.5	橙4易伤1等级1伤害1时间	1平台2伤害3689易伤4赏金塔5等级7核a时间	3
116	63131 72364	*	250.3	橙3易伤3时间2等级1伤害	147易伤237时间5加一6核7序列升级8伤害9a等级	6
