0	Index      	*	Score	Code	Var	Bounty
1	13543 23134	*	283.7	橙4易伤3时间2伤害	125a易伤25a序列升级3赏金邻近45策反68a时间7a伤害9核	1
2	13541 23134	 	280.9	橙4易伤3时间2伤害	125a易伤2a序列升级3赏金邻近4策反68a时间7a伤害9核	1
3	35331 41432	*	278.6	橙5易伤3时间2伤害	129时间3残血敌人45789易伤69伤害9序列升级a核	9
4	12543 23134	 	276.7	橙4易伤3时间2伤害	125a易伤3赏金邻近45策反5a序列升级68a时间7a伤害9核	2
5	13243 61521	*	276.5	橙4易伤2时间1等级2攻速	128a易伤28序列升级38时间4雷电5等级68攻速7加一9核	1
6	13553 61332	*	275.3	橙4易伤2伤害2时间2等级	1579易伤29时间3残血敌人46伤害89等级9序列升级a核	10
7	32553 61332	 	275.3	橙4易伤2伤害2时间2等级	19时间2579易伤3残血敌人46伤害89等级9序列升级a核	10
8	13163 65122	 	274.9	橙4易伤2伤害1等级1时间	1245易伤2序列升级3掉矿67伤害8核9时间a等级	1
9	14333 23134	 	274.7	橙4易伤3时间2伤害	135a易伤25策反4赏金塔5a序列升级68a时间7a伤害9核	2
10	14333 15134	 	274.7	橙4易伤3时间2伤害	135a易伤25策反4赏金塔5a序列升级6a伤害78a时间9核	2
11	12541 23134	 	273.9	橙4易伤3时间2伤害	125a易伤3赏金邻近4策反68a时间7a伤害9核a序列升级	2
12	14433 23134	 	272.7	橙4易伤3时间2伤害	135a易伤25策反4赏金塔5a序列升级68a时间7a伤害9核	3
13	14331 15134	 	271.9	橙4易伤3时间2伤害	135a易伤2策反4赏金塔6a伤害78a时间9核a序列升级	2
14	14331 23134	 	271.9	橙4易伤3时间2伤害	135a易伤2策反4赏金塔68a时间7a伤害9核a序列升级	2
15	13342 43134	 	271.7	橙4易伤2伤害2时间2攻速	156a易伤28时间3a攻速4赏金邻近7a伤害9核a序列升级	2
16	33336 12266	*	270.7	橙3易伤3伤害2时间	17时间2矿等347易伤5挖青678伤害7序列升级9雷电a核	1
17	13463 61122	 	269.9	橙4易伤1等级1伤害1时间	1245易伤2序列升级3矿等6伤害7双倍矿8核9时间a等级	1
18	14431 23134	 	269.9	橙4易伤3时间2伤害	135a易伤2策反4赏金塔68a时间7a伤害9核a序列升级	3
19	12243 61521	 	269.5	橙4易伤2时间1等级2攻速	128a易伤38时间4雷电5等级68攻速7加一8序列升级9核	2
20	13225 34224	 	269.2	橙4易伤1等级1伤害1时间1全技能	1279易伤2序列升级3时间4基地爆炸5全技能6核8伤害a等级	1
