0	Index      	*	Score	Code	Var	Bounty
1	52633 21613	*	294.8	橙4易伤3伤害3时间2攻速	1双倍物品238伤害38a序列升级4a攻速589a易伤6核78a时间	8
2	52233 21613	 	292.8	橙4易伤3伤害3时间2攻速	1双倍物品238伤害4a攻速589a易伤6核78a时间8a序列升级	8
3	52324 12363	*	286.4	橙3易伤3伤害3时间3暴击1卖塔	1双倍物品249伤害34a暴击49a序列升级59a易伤69a时间7卖塔8核	6
4	52331 53363	 	280.3	橙3易伤3伤害3时间2暴击1卖塔	1双倍物品279伤害3a暴击49a时间59a易伤6卖塔8核9a序列升级	3
5	16652 21313	 	277.0	橙4易伤3伤害2时间	1489易伤2全技能348伤害48序列升级5基地爆炸6掉矿78时间a核	8
6	11123 16533	 	276.8	橙4易伤2伤害2时间2敌人爆炸	1569易伤29敌人爆炸3掉矿45时间59序列升级79伤害8立即金币a核	1
7	11123 56133	 	274.6	橙4易伤2伤害2时间2敌人爆炸	1589易伤29敌人爆炸36掉矿45时间59序列升级79伤害a核	1
8	11226 14332	*	274.0	橙4易伤2伤害3等级	1479易伤2敌人爆炸39伤害569等级8核9序列升级a雷电	1
9	52211 61363	 	270.1	橙3易伤3伤害3时间	1双倍物品239伤害45a易伤69a策反79a时间8核9a序列升级	5
10	16652 13313	 	269.7	橙4易伤3伤害1时间	1479易伤2全技能347伤害47序列升级57基地爆炸6随机矿8时间a核	8
11	16651 23331	*	269.1	橙5易伤2伤害1时间	14567易伤2全技能34伤害4序列升级8平台9核a时间	7
12	11123 16113	 	269.0	橙4易伤2伤害2时间	1568易伤2敌人爆炸3掉矿45时间5序列升级79伤害a核	1
13	11226 14331	 	268.4	橙4易伤2伤害3等级	1479易伤2敌人爆炸39伤害569等级8核9序列升级a金币生成	1
14	16651 23331	 	267.1	橙5易伤2伤害1时间	14567易伤2全技能34伤害4序列升级8平台9核a时间	8
15	11226 14334	 	265.6	橙4易伤2伤害3等级	1479易伤2敌人爆炸39伤害569等级8核9序列升级a赏金塔	1
16	11226 14333	 	265.6	橙4易伤2伤害3等级	1479易伤2敌人爆炸39伤害569等级8核9序列升级a挖尘	1
17	13431 15225	*	265.5	橙5易伤2时间1暴击	1467a易伤2暴击3全技能5a时间8a策反9核a序列升级	5
18	13431 22364	 	264.9	橙3易伤2伤害2时间1暴击1卖塔	149易伤2暴击3全技能59时间69伤害7卖塔8核9序列升级a雷电	5
19	13431 22366	 	264.9	橙3易伤2伤害2时间1暴击1卖塔	149易伤2暴击3全技能59时间69伤害7卖塔8核9序列升级a攻速	5
20	14223 54333	*	263.7	橙5易伤3伤害	14579易伤2最后敌人39a伤害69金币生成8核9序列升级	2
