0	Index      	*	Score	Code	Var	Bounty
1	22334 42343	*	308.0	橙4易伤3时间2伤害1等级	157a易伤2敌人爆炸37伤害457时间57序列升级6核8等级9雷电	6
2	22334 42116	 	303.9	橙4易伤3时间2伤害1等级	1578易伤2敌人爆炸37伤害457时间57序列升级6核9等级a平台	6
3	22334 42131	 	302.5	橙4易伤3时间2伤害1等级	1578易伤2敌人爆炸37伤害457时间57序列升级6核9金币生成a等级	6
4	22334 41413	*	301.8	橙4易伤3伤害2时间3雷电1暴击	159a易伤2敌人爆炸39a伤害45时间59a序列升级6核7暴击89a雷电	9
5	22334 42114	 	301.8	橙4易伤3时间2伤害1等级	1578易伤2敌人爆炸37伤害457时间57序列升级6核9等级a基地爆炸	6
6	22334 42112	 	299.6	橙4易伤3时间2伤害1等级	1578易伤2敌人爆炸37伤害457时间57序列升级6核9等级a掉矿	6
7	22334 42314	 	299.6	橙4易伤3时间2伤害1等级	157a易伤2敌人爆炸37伤害457时间57序列升级6核8等级9挖尘	6
8	22334 42325	 	299.6	橙4易伤3时间2伤害1等级	157a易伤2敌人爆炸37伤害457时间57序列升级6核8等级9赏金塔	6
9	22334 42113	 	299.6	橙4易伤3时间2伤害1等级	1578易伤2敌人爆炸37伤害457时间57序列升级6核9等级a加一	6
10	22334 42111	 	299.6	橙4易伤3时间2伤害1等级	1578易伤2敌人爆炸37伤害457时间57序列升级6核9等级a赏金塔	6
11	23234 42116	*	297.0	橙3易伤3伤害3时间1等级	17a易伤257伤害3挖青457时间57序列升级6核8等级9雷电	6
12	23234 42125	 	290.7	橙3易伤3伤害3时间1等级	17a易伤257伤害3挖青457时间57序列升级6核8等级9基地爆炸	6
13	23234 42133	 	289.1	橙3易伤3伤害3时间1等级	17a易伤257伤害3挖青457时间57序列升级6核8等级9最后敌人	6
14	42421 26133	*	288.5	橙4易伤2伤害2时间2等级	1平台2689易伤39伤害4矿等56等级69序列升级79时间a核	4
15	22334 42342	*	288.1	橙3易伤3时间2伤害2等级	157易伤2敌人爆炸37伤害457时间57序列升级6核8a等级9雷电	6
16	22334 42631	 	287.0	橙3易伤3时间2伤害1等级2敌人爆炸	157易伤28敌人爆炸37伤害457时间57序列升级6核9金币生成a等级	6
17	23621 12451	*	287.0	橙4易伤3伤害1等级2攻速	137a易伤257伤害4双倍矿67攻速7序列升级8核9等级	2
18	22336 42343	 	286.9	橙3易伤3时间2伤害1等级	17a易伤2敌人爆炸37伤害457时间6核7序列升级8等级9雷电	6
19	22334 42341	 	286.9	橙3易伤3时间2伤害1等级	157易伤2敌人爆炸37伤害457时间57序列升级6核8等级9雷电a额外掉落	6
20	22334 42331	 	286.9	橙3易伤3时间2伤害1等级	157易伤2敌人爆炸37伤害457时间57序列升级6核8等级9额外掉落a攻速	6
21	25153 32351	 	286.2	橙3易伤3时间2伤害1等级	148易伤248时间3赏金塔48序列升级5基地爆炸6等级78伤害9平台a核	1
22	26353 32351	 	286.2	橙3易伤3时间2伤害1等级	148易伤2赏金塔348时间48序列升级5基地爆炸6等级78伤害9平台a核	1
23	22334 42126	 	286.0	橙4易伤3时间2伤害	1578易伤2敌人爆炸37伤害457时间57序列升级6核9矿等a平台	6
24	23134 42343	 	284.7	橙4易伤3时间1等级1伤害	157a易伤2伤害37挖尘457时间57序列升级6核8等级9雷电	6
25	22334 42613	 	284.1	橙3易伤3时间2伤害1等级2敌人爆炸	157易伤28敌人爆炸37伤害457时间57序列升级6核9等级a加一	6
26	22334 42611	 	284.1	橙3易伤3时间2伤害1等级2敌人爆炸	157易伤28敌人爆炸37伤害457时间57序列升级6核9等级a赏金塔	6
27	22334 42612	 	284.1	橙3易伤3时间2伤害1等级2敌人爆炸	157易伤28敌人爆炸37伤害457时间57序列升级6核9等级a掉矿	6
28	22334 42311	 	284.1	橙3易伤3时间2伤害1等级2敌人爆炸	157易伤2a敌人爆炸37伤害457时间57序列升级6核8等级9挖尘	6
29	22334 42124	 	283.9	橙4易伤3时间2伤害	1578易伤2敌人爆炸37伤害457时间57序列升级6核9矿等a基地爆炸	6
30	22334 41412	 	283.5	橙4易伤2伤害2时间1暴击2雷电	159a易伤2敌人爆炸39伤害45时间59序列升级6核7暴击89雷电	9
31	23634 42131	 	283.4	橙4易伤3时间1等级1伤害	1578易伤2伤害37基地爆炸457时间57序列升级6核9金币生成a等级	6
32	22334 42322	 	282.7	橙3易伤3时间2伤害1等级	157易伤2敌人爆炸37伤害457时间57序列升级6核8等级9赏金塔a双倍矿	6
33	22334 42326	 	282.7	橙3易伤3时间2伤害1等级	157易伤2敌人爆炸37伤害457时间57序列升级6核8等级9赏金塔a平台	6
34	22336 42116	 	282.7	橙3易伤3时间2伤害1等级	178易伤2敌人爆炸37伤害457时间6核7序列升级9等级a平台	6
35	22334 42316	 	282.7	橙3易伤3时间2伤害1等级	157易伤2敌人爆炸37伤害457时间57序列升级6核8等级9挖尘a平台	6
36	22334 42123	 	281.7	橙4易伤3时间2伤害	1578易伤2敌人爆炸37伤害457时间57序列升级6核9矿等a加一	6
37	22334 42121	 	281.7	橙4易伤3时间2伤害	1578易伤2敌人爆炸37伤害457时间57序列升级6核9矿等a赏金塔	6
38	22334 42122	 	281.7	橙4易伤3时间2伤害	1578易伤2敌人爆炸37伤害457时间57序列升级6核9矿等a掉矿	6
39	22334 42336	 	281.3	橙3易伤3时间2伤害1等级	157易伤2敌人爆炸37伤害457时间57序列升级6核8等级9额外掉落a金币生成	6
40	22336 42131	 	281.3	橙3易伤3时间2伤害1等级	178易伤2敌人爆炸37伤害457时间6核7序列升级9金币生成a等级	6
41	22334 42351	 	281.1	橙3易伤3时间2伤害1等级	157易伤2敌人爆炸37伤害457时间57序列升级6核8等级9最后敌人a基地爆炸	6
42	22534 42131	 	281.0	橙4易伤3时间1等级2攻速	1578易伤2敌人爆炸37攻速457时间57序列升级6核9金币生成a等级	6
43	22336 41413	 	280.7	橙3易伤3伤害2时间3雷电1暴击	19a易伤2敌人爆炸39a伤害45时间6核7暴击89a雷电9a序列升级	9
44	22336 42114	 	280.6	橙3易伤3时间2伤害1等级	178易伤2敌人爆炸37伤害457时间6核7序列升级9等级a基地爆炸	6
45	22334 42334	 	280.6	橙3易伤3时间2伤害1等级	157易伤2敌人爆炸37伤害457时间57序列升级6核8等级9额外掉落a基地爆炸	6
46	23634 42113	 	280.6	橙4易伤3时间1等级1伤害	1578易伤2伤害37基地爆炸457时间57序列升级6核9等级a加一	6
47	23634 42112	 	280.6	橙4易伤3时间1等级1伤害	1578易伤2伤害37基地爆炸457时间57序列升级6核9等级a掉矿	6
48	23634 42111	 	280.6	橙4易伤3时间1等级1伤害	1578易伤2伤害37基地爆炸457时间57序列升级6核9等级a赏金塔	6
49	23134 42116	 	280.5	橙4易伤3时间1等级1伤害	1578易伤2伤害37挖尘457时间57序列升级6核9等级a平台	6
50	22334 42136	 	280.4	橙4易伤3时间2伤害	1578易伤2敌人爆炸37伤害457时间57序列升级6核9金币生成a平台	6
51	23434 42131	 	280.1	橙4易伤3时间1等级1伤害	1578易伤2伤害37最后敌人457时间57序列升级6核9金币生成a等级	6
52	22334 42161	 	279.7	橙4易伤3时间2伤害	1578易伤2敌人爆炸37伤害457时间57序列升级6核9平台a基地爆炸	6
53	23234 42162	 	279.7	橙2易伤3伤害3时间1等级1暴击	17易伤257伤害3挖青457时间57序列升级6核8等级9暴击a立即金币	6
54	23134 42131	 	279.1	橙4易伤3时间1等级1伤害	1578易伤2伤害37挖尘457时间57序列升级6核9金币生成a等级	6
55	22334 42143	 	279.0	橙4易伤3时间2伤害2敌人爆炸	1578易伤2a敌人爆炸37伤害457时间57序列升级6核9挖尘	6
56	22334 42242	 	279.0	橙4易伤3时间2伤害2敌人爆炸	1579易伤2a敌人爆炸37伤害457时间57序列升级6核8额外掉落	6
57	22334 42321	 	279.0	橙3易伤3时间2伤害1等级	157易伤2敌人爆炸37伤害457时间57序列升级6核8等级9赏金塔a残血敌人	6
58	22334 42353	 	279.0	橙3易伤3时间2伤害1等级	157易伤2敌人爆炸37伤害457时间57序列升级6核8等级9最后敌人a赏金邻近	6
59	22336 42113	 	278.5	橙3易伤3时间2伤害1等级	178易伤2敌人爆炸37伤害457时间6核7序列升级9等级a加一	6
60	22334 42332	 	278.5	橙3易伤3时间2伤害1等级	157易伤2敌人爆炸37伤害457时间57序列升级6核8等级9额外掉落a赏金塔	6
61	22334 42313	 	278.5	橙3易伤3时间2伤害1等级	157易伤2敌人爆炸37伤害457时间57序列升级6核8等级9挖尘a加一	6
62	22334 42323	 	278.5	橙3易伤3时间2伤害1等级	157易伤2敌人爆炸37伤害457时间57序列升级6核8等级9赏金塔a挖尘	6
63	22334 42324	 	278.5	橙3易伤3时间2伤害1等级	157易伤2敌人爆炸37伤害457时间57序列升级6核8等级9赏金塔a赏金邻近	6
64	22336 42112	 	278.5	橙3易伤3时间2伤害1等级	178易伤2敌人爆炸37伤害457时间6核7序列升级9等级a掉矿	6
65	22334 42335	 	278.5	橙3易伤3时间2伤害1等级	157易伤2敌人爆炸37伤害457时间57序列升级6核8等级9额外掉落a掉矿	6
66	22334 42312	 	278.5	橙3易伤3时间2伤害1等级	157易伤2敌人爆炸37伤害457时间57序列升级6核8等级9挖尘a赏金邻近	6
67	22336 42111	 	278.5	橙3易伤3时间2伤害1等级	178易伤2敌人爆炸37伤害457时间6核7序列升级9等级a赏金塔	6
68	22336 42325	 	278.5	橙3易伤3时间2伤害1等级	17a易伤2敌人爆炸37伤害457时间6核7序列升级8等级9赏金塔	6
69	22336 42314	 	278.5	橙3易伤3时间2伤害1等级	17a易伤2敌人爆炸37伤害457时间6核7序列升级8等级9挖尘	6
70	23134 42334	 	278.4	橙4易伤3时间1等级1伤害	157a易伤2伤害37挖尘457时间57序列升级6核8等级9基地爆炸	6
71	23134 42114	 	278.4	橙4易伤3时间1等级1伤害	1578易伤2伤害37挖尘457时间57序列升级6核9等级a基地爆炸	6
72	22334 42134	 	278.3	橙4易伤3时间2伤害	1578易伤2敌人爆炸37伤害457时间57序列升级6核9金币生成a基地爆炸	6
73	22534 42111	 	278.1	橙4易伤3时间1等级2攻速	1578易伤2敌人爆炸37攻速457时间57序列升级6核9等级a赏金塔	6
74	22534 42113	 	278.1	橙4易伤3时间1等级2攻速	1578易伤2敌人爆炸37攻速457时间57序列升级6核9等级a加一	6
75	22534 42112	 	278.1	橙4易伤3时间1等级2攻速	1578易伤2敌人爆炸37攻速457时间57序列升级6核9等级a掉矿	6
76	22334 42162	 	278.1	橙4易伤3时间2伤害	1578易伤2敌人爆炸37伤害457时间57序列升级6核9平台a最后敌人	6
77	23623 66233	*	277.9	橙5易伤2伤害2时间1卖塔	13569易伤29伤害4双倍矿79时间8卖塔9序列升级a核	2
