0	Index      	*	Score	Code	Var	Bounty
1	43363 31621	*	276.6	橙5易伤2伤害2时间	13489易伤2雷电58伤害6核78时间8序列升级a矿等	9
2	43363 31623	 	276.6	橙5易伤2伤害2时间	13489易伤2雷电58伤害6核78时间8序列升级a攻速	9
3	43363 31633	*	274.7	橙4易伤2伤害2时间1等级	1348易伤2雷电58伤害6核78时间8序列升级9敌人爆炸a等级	10
4	43363 31622	*	274.5	橙5易伤3时间2伤害	13489易伤2雷电58伤害6核78a时间8序列升级	10
5	52315 12433	*	273.9	橙2易伤3时间2伤害1等级1暴击1全技能	147时间2全技能3等级57伤害67易伤7序列升级8核9矿等a暴击	5
6	25261 12263	 	272.1	橙3易伤2伤害2时间1暴击1全技能	1双倍物品27a易伤3a伤害4雷电5全技能6暴击8核9a时间a序列升级	1
7	42436 13212	*	271.0	橙4易伤3伤害2时间3矿等	169a易伤23时间489矿等569伤害69序列升级7核	9
8	43363 31631	 	270.3	橙4易伤3时间2伤害	1348易伤2雷电58伤害6核78a时间8序列升级9策反	8
9	43363 31622	 	270.3	橙5易伤2伤害2时间	13489易伤2雷电58伤害6核78时间8序列升级a基地爆炸	9
10	22315 12433	 	270.2	橙2易伤3时间2伤害1等级1暴击	1双倍物品247时间3等级57伤害67易伤7序列升级8核9矿等a暴击	5
11	43363 31611	 	267.9	橙4易伤3时间2伤害	1348易伤2雷电58伤害6核78a时间8序列升级9金币生成	9
12	41236 13114	 	267.0	橙4易伤3伤害3敌人爆炸	169a易伤239敌人爆炸4矿等56a伤害69a序列升级7核89a金币生成	7
13	43363 31621	 	266.5	橙5易伤2伤害2时间2雷电	13489易伤2a雷电58伤害6核78时间8序列升级	10
14	22315 12436	 	266.2	橙2易伤3时间2伤害1等级1全技能	1双倍物品247时间3等级57伤害67易伤7序列升级8核9矿等a全技能	5
15	42432 53212	*	265.3	橙3易伤3伤害3时间3矿等	19a易伤23a时间489矿等5立即金币69a伤害7核9a序列升级	9
16	43313 21662	 	265.3	橙4易伤2伤害2时间	1359易伤2雷电4平台6双倍矿79时间89伤害9序列升级a核	5
17	41236 13314	 	265.0	橙4易伤3伤害3敌人爆炸	169a易伤239敌人爆炸4矿等56a伤害69a序列升级7核89a金币生成	8
18	42633 27334	 	263.7	橙3易伤2伤害2时间1等级1全技能	19a易伤29时间3加一4最后敌人5等级6全技能79伤害8核9序列升级	3
19	43313 21662	 	263.1	橙4易伤2伤害2时间	1359易伤2雷电4平台6立即金币79时间89伤害9序列升级a核	6
20	52315 12432	 	263.0	橙2易伤3时间2伤害1等级1全技能	147时间2全技能3等级57伤害67易伤7序列升级8核9矿等a金币生成	5
21	42436 13111	 	263.0	橙3易伤3时间2伤害	169易伤239时间4矿等56伤害69序列升级7核89金币生成a雷电	7
22	43363 35332	*	262.5	橙5易伤1等级1伤害1全技能	1348a易伤2雷电5伤害6核7全技能9等级	7
23	52315 12431	 	262.3	橙2易伤3时间2伤害1等级1全技能	147时间2全技能3等级57伤害67易伤7序列升级8核9矿等a立即金币	5
24	43363 31633	 	261.3	橙4易伤2伤害2时间	1348易伤2雷电58伤害6核78时间8序列升级9策反a平台	8
25	43363 31623	 	261.2	橙5易伤2伤害2时间	13489易伤2雷电58伤害6核78时间8序列升级a掉矿	10
26	42436 13311	 	261.0	橙3易伤3时间2伤害	169易伤239时间4矿等56伤害69序列升级7核89金币生成a雷电	8
27	43251 43322	 	260.9	橙3易伤2伤害1等级1时间1暴击	18a易伤2雷电3暴击49伤害5等级6核7时间	6
28	43363 31632	 	259.8	橙4易伤2伤害2时间	1348易伤2雷电58伤害6核78时间8序列升级9策反a金币生成	8
29	22315 12432	 	259.3	橙2易伤3时间2伤害1等级	1双倍物品247时间3等级57伤害67易伤7序列升级8核9矿等a金币生成	5
30	43363 31612	 	259.1	橙4易伤2伤害2时间	1348易伤2雷电58伤害6核78时间8序列升级9基地爆炸a平台	8
31	43363 31613	 	258.8	橙4易伤2伤害2时间	1348易伤2雷电58伤害6核78时间8序列升级9金币生成a平台	9
32	22315 12431	 	258.6	橙2易伤3时间2伤害1等级	1双倍物品247时间3等级57伤害67易伤7序列升级8核9矿等a立即金币	5
33	13131 53364	*	258.2	橙3易伤2时间2等级1暴击	1平台2赏金塔37a易伤4a时间5暴击6雷电8a等级9核a序列升级	1
34	22315 12453	 	257.9	橙2易伤3时间2伤害1等级	1双倍物品247时间3等级57伤害67易伤7序列升级8核9敌人爆炸a随机矿	5
35	43363 31632	 	257.7	橙4易伤2伤害2时间	1348易伤2雷电58伤害6核78时间8序列升级9敌人爆炸a平台	9
36	52411 12433	*	257.4	橙2易伤3时间2等级1伤害1暴击1全技能	137时间2全技能4伤害57等级67易伤7序列升级8核9矿等a暴击	5
37	43363 31622	 	257.0	橙4易伤2伤害2时间	1348易伤2雷电58伤害6核78时间8序列升级9挖尘a平台	8
38	43363 31631	 	256.8	橙4易伤2伤害2时间	1348易伤2雷电58伤害6核78时间8序列升级9敌人爆炸a攻速	10
39	42436 13112	 	256.8	橙3易伤3时间2伤害	169易伤239时间4矿等56伤害69序列升级7核89金币生成a基地爆炸	7
40	22315 12441	 	256.5	橙2易伤3时间2伤害1等级	1双倍物品247时间3等级57伤害67易伤7序列升级8核9双倍矿a策反	5
41	22315 12434	 	256.3	橙2易伤3时间2伤害1等级1卖塔	1双倍物品247时间3等级57伤害67易伤7序列升级8核9矿等a卖塔	5
42	43331 62423	 	256.3	橙4易伤2伤害1等级	135a易伤2雷电49伤害6平台7核8等级	3
43	43331 62423	 	256.3	橙4易伤2伤害1等级	135a易伤2雷电49伤害6平台7核8等级	4
44	42424 31132	 	256.3	橙3易伤3伤害3时间	17a易伤237时间4额外掉落578伤害6核7序列升级9赏金塔	4
45	43336 31623	 	256.1	橙4易伤2伤害2时间	1389易伤2雷电48伤害5立即金币6核78时间8序列升级a平台	9
46	52315 12423	 	256.0	橙2易伤3时间2伤害1等级1全技能	147时间2全技能3等级57伤害67易伤7序列升级8核9赏金邻近a随机矿	5
47	43313 41362	*	256.0	橙4易伤2时间2等级2雷电	1359易伤27雷电4平台69等级89时间9序列升级a核	5
48	43336 31633	 	255.7	橙3易伤2伤害2时间1等级	138易伤2雷电48伤害5立即金币6核78时间8序列升级9敌人爆炸a等级	10
49	43333 31662	 	255.4	橙3易伤2伤害2时间1等级	138易伤2雷电48伤害5策反6等级78时间8序列升级9核a平台	9
50	43363 31613	 	254.9	橙4易伤2伤害2时间	1348易伤2雷电58伤害6核78时间8序列升级9基地爆炸a挖尘	8
51	42436 13312	 	254.8	橙3易伤3时间2伤害	169易伤239时间4矿等56伤害69序列升级7核89金币生成a基地爆炸	8
52	43336 31622	 	254.7	橙4易伤2伤害2时间	1389易伤2雷电48伤害5立即金币6核78时间8序列升级a金币生成	9
53	56421 21312	 	254.6	橙2易伤2伤害2时间1等级	13时间23伤害3序列升级4基地爆炸56易伤7等级8攻速9矿等a核	1
54	43363 31612	 	254.6	橙4易伤2伤害2时间	1348易伤2雷电58伤害6核78时间8序列升级9金币生成a掉矿	9
55	43333 31661	 	254.6	橙3易伤2伤害2时间1等级	138易伤2雷电48伤害5策反6等级78时间8序列升级9核a攻速	10
