0	Index      	*	Score	Code	Var	Bounty
1	51156 33133	*	288.3	橙3易伤3时间2伤害1等级1全技能	138时间238易伤38序列升级48伤害5平台6全技能7核9等级a最后敌人	1
2	51156 33131	 	288.3	橙3易伤3时间2伤害1等级1全技能	138时间238易伤38序列升级48伤害5平台6全技能7核9等级a残血敌人	1
3	51156 33132	 	287.8	橙3易伤3时间2伤害1等级1全技能	138时间238易伤38序列升级48伤害5平台6全技能7核9等级a额外掉落	1
4	51313 26413	 	280.3	橙3易伤2伤害2时间1等级1全技能	18时间28伤害3全技能4敌人爆炸5等级689易伤7核8序列升级a矿等	2
5	51125 32423	 	280.0	橙3易伤3时间2伤害1等级	139时间239易伤39序列升级4敌人爆炸5残血敌人6核7赏金塔89伤害a等级	1
6	11336 13134	*	277.9	橙4易伤3伤害2全技能3敌人爆炸	1平台289a易伤34全技能589伤害6核789敌人爆炸89序列升级	6
7	31241 31526	*	277.2	橙4易伤2伤害2等级1暴击	1双倍矿239a易伤4a伤害5雷电6暴击7核8a等级a序列升级	5
8	11425 12133	*	276.0	橙4易伤3伤害2等级	1平台2478易伤348伤害48序列升级5额外掉落68等级9基地爆炸a核	2
9	51313 26411	 	274.8	橙3易伤2伤害2时间1等级1全技能	18时间28伤害3全技能4敌人爆炸5等级689易伤7核8序列升级a金币生成	2
10	11425 12163	 	274.3	橙4易伤3伤害2等级	1平台2478易伤348伤害48序列升级5额外掉落68等级9最后敌人a核	2
11	51156 33113	 	274.2	橙3易伤3时间2伤害1全技能	138时间238易伤38序列升级48伤害5a平台6全技能7核9雷电	1
12	11425 12113	 	273.8	橙4易伤3伤害2等级	1平台2478易伤348伤害48序列升级5额外掉落68等级9挖青a核	2
13	11336 13131	 	273.1	橙3易伤3伤害2全技能3敌人爆炸1时间	1平台289易伤34全技能589伤害6核789敌人爆炸89序列升级a时间	6
14	51313 26412	 	272.4	橙3易伤2伤害2时间1等级1全技能	18时间28伤害3全技能4敌人爆炸5等级689易伤7核8序列升级a最后敌人	2
15	51116 42233	*	272.1	橙5易伤2时间1等级	13时间23459易伤3序列升级6等级7平台8敌人爆炸a核	1
16	51156 33121	 	270.4	橙3易伤3时间2伤害1全技能	138时间238易伤38序列升级48伤害5平台6全技能7核9矿等a残血敌人	1
17	51156 33123	 	270.4	橙3易伤3时间2伤害1全技能	138时间238易伤38序列升级48伤害5平台6全技能7核9矿等a最后敌人	1
18	51156 33122	 	269.9	橙3易伤3时间2伤害1全技能	138时间238易伤38序列升级48伤害5平台6全技能7核9矿等a额外掉落	1
19	51156 33112	 	269.9	橙3易伤3时间2伤害1全技能	138时间238易伤38序列升级48伤害5平台6全技能7核9雷电a掉矿	1
20	51156 33111	 	269.9	橙3易伤3时间2伤害1全技能	138时间238易伤38序列升级48伤害5平台6全技能7核9雷电a挖尘	1
21	51313 26422	 	269.3	橙2易伤2伤害2时间1等级1暴击1全技能	18时间28伤害3全技能4敌人爆炸5等级68易伤7核8序列升级9雷电a暴击	2
22	51316 41112	*	268.2	橙4易伤3时间2等级	138时间2458易伤68等级7随机矿8序列升级9敌人爆炸a核	1
23	53124 21112	 	268.2	橙4易伤3时间2等级	138时间28等级4568易伤7随机矿8序列升级9敌人爆炸a核	1
24	11336 15134	 	267.4	橙4易伤3伤害2全技能	1平台289a易伤34全技能589伤害6核789基地爆炸89序列升级	7
25	52364 21112	*	266.3	橙5易伤2时间2等级	18时间28等级34568易伤7随机矿8序列升级9敌人爆炸a核	4
26	52344 21112	 	266.3	橙5易伤2时间2等级	18时间28等级34568易伤7随机矿8序列升级9敌人爆炸a核	3
27	53114 21115	 	265.7	橙2易伤3时间2伤害1等级1暴击	12a时间3敌人爆炸4随机矿5a易伤6等级7暴击8a伤害9核a序列升级	6
28	31316 13134	 	264.5	橙4易伤3伤害3敌人爆炸	1双倍矿289a易伤3双倍物品4平台589伤害6核789敌人爆炸89序列升级	6
29	51313 26423	 	263.9	橙2易伤2伤害2时间1等级1全技能	18时间28伤害3全技能4敌人爆炸5等级68易伤7核8序列升级9雷电a攻速	2
30	51356 33133	 	263.5	橙2易伤3时间2伤害1等级1全技能	138时间28易伤48伤害5平台6全技能7核8序列升级9等级a最后敌人	1
31	51356 33131	 	263.5	橙2易伤3时间2伤害1等级1全技能	138时间28易伤48伤害5平台6全技能7核8序列升级9等级a残血敌人	1
32	51126 33136	 	263.3	橙2易伤3时间2伤害1等级1全技能	138时间28伤害48易伤5平台6全技能7核8序列升级9等级a策反	2
33	52124 21112	 	263.2	橙4易伤3时间2等级	138时间28等级4568易伤7随机矿8序列升级9敌人爆炸a核	2
34	53124 21162	 	263.1	橙4易伤3时间2等级	138时间28等级4568易伤7随机矿8序列升级9最后敌人a核	1
35	53124 21122	 	263.1	橙4易伤3时间2等级	138时间28等级4568易伤7随机矿8序列升级9残血敌人a核	1
36	51316 41122	 	263.1	橙4易伤3时间2等级	138时间2458易伤68等级7随机矿8序列升级9残血敌人a核	1
37	51356 33132	 	263.0	橙2易伤3时间2伤害1等级1全技能	138时间28易伤48伤害5平台6全技能7核8序列升级9等级a额外掉落	1
38	33114 21115	 	262.6	橙2易伤2伤害2时间1等级1暴击	1双倍矿2a时间3敌人爆炸4随机矿5a易伤6等级7暴击8a伤害9核a序列升级	6
39	11336 15131	 	262.6	橙3易伤3伤害2全技能1时间	1平台289易伤34全技能589伤害6核789基地爆炸89序列升级a时间	7
40	53424 21112	 	262.2	橙4易伤3时间2等级	128时间38等级4568易伤7随机矿8序列升级9敌人爆炸a核	2
41	52343 21112	 	261.2	橙4易伤3时间2等级	158时间28等级3468易伤7随机矿8序列升级9敌人爆炸a核	3
42	52344 21112	 	261.2	橙4易伤3时间2等级	148时间28等级3568易伤7随机矿8序列升级9敌人爆炸a核	4
43	52314 21112	 	261.2	橙4易伤3时间2等级	148时间28等级3568易伤7随机矿8序列升级9敌人爆炸a核	3
44	53216 41112	 	261.2	橙4易伤3时间2等级	128时间3458易伤68等级7随机矿8序列升级9敌人爆炸a核	3
45	52363 21112	 	261.2	橙4易伤3时间2等级	158时间28等级3468易伤7随机矿8序列升级9敌人爆炸a核	4
46	52364 21122	 	261.2	橙5易伤2时间2等级	18时间28等级34568易伤7随机矿8序列升级9残血敌人a核	4
47	52344 21122	 	261.2	橙5易伤2时间2等级	18时间28等级34568易伤7随机矿8序列升级9残血敌人a核	3
48	52341 34122	 	261.1	橙3易伤3时间2等级3敌人爆炸1全技能	148时间29等级389易伤5全技能689敌人爆炸7平台89序列升级a核	5
49	15351 37344	*	261.1	橙3易伤3伤害3等级1时间	1平台257等级3加一457伤害579序列升级679易伤8核a时间	8
50	51332 33136	 	260.3	橙2易伤3时间2伤害1等级1全技能	158时间28伤害3平台48易伤6全技能7核8序列升级9等级a策反	5
51	31316 13131	 	259.7	橙3易伤3伤害3敌人爆炸1时间	1双倍矿289易伤3双倍物品4平台589伤害6核789敌人爆炸89序列升级a时间	6
52	11336 13135	 	259.6	橙3易伤3伤害2全技能3敌人爆炸	1平台289易伤34全技能589伤害6核789敌人爆炸89序列升级a金币生成	6
53	51152 34425	 	259.6	橙3易伤2时间1等级1伤害	13时间23a易伤3序列升级4伤害5雷电6加一7矿等8等级9核	1
54	51156 21322	*	259.6	橙4易伤2伤害2时间	13时间239a易伤3序列升级47伤害5平台6赏金邻近8核	1
55	51126 33133	 	259.5	橙2易伤3时间2伤害1等级1全技能	138时间28伤害48易伤5平台6全技能7核8序列升级9等级a最后敌人	2
56	51126 33131	 	259.5	橙2易伤3时间2伤害1等级1全技能	138时间28伤害48易伤5平台6全技能7核8序列升级9等级a残血敌人	2
57	51125 32422	 	259.3	橙3易伤3时间2伤害2敌人爆炸	139时间239易伤39序列升级4a敌人爆炸5残血敌人6核7赏金塔89伤害	1
58	33514 21115	 	259.1	橙2易伤2伤害2时间1等级1暴击	1双倍矿2a时间3基地爆炸4随机矿5a易伤6等级7暴击8a伤害9核a序列升级	6
59	51126 33132	 	259.0	橙2易伤3时间2伤害1等级1全技能	138时间28伤害48易伤5平台6全技能7核8序列升级9等级a额外掉落	2
60	51126 33134	 	258.9	橙2易伤3时间2伤害1等级1全技能1卖塔	138时间28伤害48易伤5平台6全技能7核8序列升级9等级a卖塔	2
61	31241 31525	 	258.3	橙4易伤1等级1伤害1暴击	1双倍矿239a易伤4伤害5雷电6暴击7核8等级	5
