0	Index      	*	Score	Code	Var	Bounty
1	63225 21225	*	266.1	橙3易伤2伤害2时间1等级	1双倍矿23a易伤4a时间5雷电6等级7a伤害8核9赏金邻近a序列升级	6
2	42242 22432	*	265.8	橙4易伤2时间1等级2攻速	1478易伤2矿等37攻速57时间6核7序列升级9等级a平台	5
3	42242 22431	 	265.8	橙4易伤2时间1等级2攻速	1478易伤2矿等37攻速57时间6核7序列升级9等级a随机矿	5
4	42142 22423	*	265.3	橙5易伤2时间2等级	1478a易伤2矿等37等级57时间6核7序列升级9残血敌人	5
5	42242 22433	 	262.0	橙4易伤2时间1等级2攻速	1478易伤2矿等37攻速57时间6核7序列升级9等级a最后敌人	5
6	43632 22363	 	262.0	橙3易伤1等级1伤害1时间2攻速2敌人爆炸	147易伤2等级37敌人爆炸57攻速6核7序列升级8随机矿9时间a伤害	1
7	43347 32445	 	261.8	橙3易伤2伤害1等级1时间1全技能	157易伤2等级3加一47基地爆炸67伤害7序列升级8时间9全技能a核	1
8	43632 22423	 	261.4	橙5易伤1等级2攻速2敌人爆炸	1478a易伤2等级37敌人爆炸57攻速6核7序列升级9残血敌人	1
9	63222 31225	*	261.3	橙4易伤2伤害2时间1全技能	1双倍矿236a易伤46时间5全技能6a序列升级7核8a掉矿9a伤害	8
10	63142 31225	 	261.3	橙4易伤2伤害2时间1全技能	1双倍矿246a易伤36时间5全技能6a序列升级7核8a掉矿9a伤害	8
11	42142 22261	*	261.3	橙3易伤2时间2等级1伤害1暴击	147易伤2矿等37等级57时间6核7序列升级8基地爆炸9暴击a伤害	5
12	43142 22423	 	261.2	橙5易伤2时间2等级	1478a易伤2策反37等级57时间6核7序列升级9残血敌人	5
13	42142 22161	 	259.1	橙3易伤2时间2等级1伤害1暴击	147易伤2矿等37等级57时间6核7序列升级8挖尘9暴击a伤害	5
14	46222 31225	 	258.3	橙4易伤2伤害2时间1全技能	136a易伤2双倍矿46时间5全技能6a序列升级7核8a掉矿9a伤害	8
15	42113 62428	*	258.1	橙4易伤2伤害1等级1暴击2矿等	1689易伤29矿等3等级4暴击59伤害7加一9序列升级a核	10
16	63142 31141	*	258.0	橙4易伤3时间1伤害1全技能	1双倍矿2468易伤369时间5全技能6序列升级7核a伤害	7
17	63222 31141	 	258.0	橙4易伤3时间1伤害1全技能	1双倍矿2368易伤469时间5全技能6序列升级7核a伤害	7
18	42113 14241	 	257.9	橙3易伤2时间1等级1伤害1暴击	167易伤2矿等3等级4暴击5伤害8a时间9核	5
19	45212 25233	*	257.8	橙3易伤2伤害1等级2暴击1全技能	147易伤2全技能37暴击5额外掉落67伤害7序列升级8矿等9等级a核	7
20	42224 11113	 	257.4	橙3易伤2时间1等级1伤害2攻速1卖塔	19a易伤2矿等3a攻速4伤害5等级6卖塔7a时间8核a序列升级	9
21	42224 13313	 	257.4	橙3易伤2时间1等级1伤害2攻速1卖塔	19a易伤2矿等3a攻速4伤害5等级6卖塔7核8a时间a序列升级	9
22	43142 22261	 	257.1	橙3易伤2时间2等级1伤害1暴击	147易伤2策反37等级57时间6核7序列升级8基地爆炸9暴击a伤害	5
23	45212 25233	 	256.8	橙3易伤2伤害1等级2暴击1全技能	147易伤2全技能37暴击5额外掉落67伤害7序列升级8矿等9等级a核	8
24	63142 31143	*	256.3	橙5易伤3时间1全技能	1双倍矿2468a易伤369时间5全技能6序列升级7核	7
25	63222 31143	 	256.3	橙5易伤3时间1全技能	1双倍矿2368a易伤469时间5全技能6序列升级7核	7
26	42142 22253	 	255.9	橙3易伤2时间2等级1伤害	147易伤2矿等37等级57时间6核7序列升级8基地爆炸9攻速a伤害	5
27	42142 22333	 	255.3	橙3易伤2时间2等级1伤害	147易伤2矿等37等级57时间6核7序列升级8随机矿9敌人爆炸a伤害	5
28	63215 52221	 	255.3	橙3易伤1等级2暴击1伤害1时间2矿等	1双倍矿237易伤4等级57暴击67矿等7序列升级8时间9核a伤害	6
29	53213 33321	 	255.3	橙3易伤2时间1等级1伤害1暴击	19金币生成2等级39a易伤4暴击5伤害6核7赏金邻近89时间9序列升级	5
30	43632 22432	 	255.1	橙4易伤1等级2攻速2敌人爆炸	1478易伤2等级37敌人爆炸57攻速6核7序列升级9矿等a平台	1
31	43632 22431	 	255.1	橙4易伤1等级2攻速2敌人爆炸	1478易伤2等级37敌人爆炸57攻速6核7序列升级9矿等a随机矿	1
32	46222 31141	 	255.0	橙4易伤3时间1伤害1全技能	1368易伤2双倍矿469时间5全技能6序列升级7核a伤害	7
33	43142 22432	 	254.9	橙4易伤2时间2等级	1478易伤2策反37等级57时间6核7序列升级9矿等a平台	5
34	43142 22431	 	254.9	橙4易伤2时间2等级	1478易伤2策反37等级57时间6核7序列升级9矿等a随机矿	5
35	42111 34623	*	254.7	橙4易伤3伤害3矿等1全技能	179a易伤237矿等4额外掉落579伤害6核79序列升级8全技能	2
36	42242 22423	 	254.2	橙5易伤2时间2攻速	1478a易伤2矿等37攻速57时间6核7序列升级9残血敌人	5
37	63213 63324	*	254.1	橙5易伤2等级2暴击	1双倍矿23569易伤49等级7平台89暴击9序列升级a核	6
38	42142 22153	 	253.8	橙3易伤2时间2等级1伤害	147易伤2矿等37等级57时间6核7序列升级8挖尘9攻速a伤害	5
39	42142 22353	 	253.5	橙4易伤2时间2等级	147a易伤2矿等37等级57时间6核7序列升级8随机矿9金币生成	5
40	42142 22432	 	253.4	橙4易伤2时间2等级2矿等	1478易伤29矿等37等级57时间6核7序列升级a敌人爆炸	5
41	42224 11113	 	253.3	橙2易伤2伤害2时间1等级2攻速1卖塔	1a易伤2矿等3a攻速49伤害5等级6卖塔7a时间8核a序列升级	8
42	46222 31143	 	253.3	橙5易伤3时间1全技能	1368a易伤2双倍矿469时间5全技能6序列升级7核	7
43	63222 31524	 	253.1	橙4易伤2时间1伤害1全技能	1双倍矿236a易伤46时间5全技能6序列升级7核8攻速9伤害	7
44	42113 14242	 	253.0	橙3易伤1等级1伤害1时间1暴击1全技能	167易伤2矿等3等级4暴击5伤害8时间9核a全技能	5
45	63222 31641	 	253.0	橙4易伤3时间1伤害1全技能	1双倍矿2368易伤469时间5全技能6序列升级7核a伤害	8
46	41225 36111	 	252.8	橙4易伤3时间1伤害1卖塔	145a易伤2卖塔389时间6核7伤害	1
47	45212 25122	*	252.5	橙3易伤2伤害3暴击1等级1全技能	147易伤2全技能378暴击5额外掉落67伤害7序列升级9等级a核	9
48	61641 32221	*	252.4	橙3易伤2等级2暴击1伤害1时间	1双倍矿27暴击35等级457易伤57序列升级67金币生成8时间9核a伤害	6
49	61641 22221	 	252.4	橙3易伤2等级2暴击1伤害1时间	1双倍矿27暴击35等级457易伤57序列升级67金币生成8时间9核a伤害	5
50	53211 13144	 	252.4	橙3易伤2时间1等级1伤害1暴击	1金币生成2等级36a易伤4暴击58时间7伤害9核	7
51	53213 14241	 	252.4	橙3易伤2时间1等级1伤害1暴击	1金币生成2等级367易伤4暴击5伤害8a时间9核	5
52	63313 31223	 	251.8	橙3易伤2伤害1等级2攻速1全技能	1双倍矿25a易伤3a攻速4全技能6等级7核8掉矿9a伤害a序列升级	8
53	43142 22253	 	251.8	橙3易伤2时间2等级1伤害	147易伤2策反37等级57时间6核7序列升级8基地爆炸9攻速a伤害	5
54	63142 31151	 	251.3	橙5易伤2时间1全技能	1双倍矿2468a易伤36时间5全技能6序列升级7核9雷电	7
55	63222 31151	 	251.3	橙5易伤2时间1全技能	1双倍矿2368a易伤46时间5全技能6序列升级7核9雷电	7
56	63222 31162	 	251.3	橙5易伤2时间1全技能	1双倍矿2368a易伤46时间5全技能6序列升级7核9矿等	7
57	63142 31162	 	251.3	橙5易伤2时间1全技能	1双倍矿2468a易伤36时间5全技能6序列升级7核9矿等	7
58	43632 22433	 	251.3	橙4易伤1等级2攻速2敌人爆炸	1478易伤2等级37敌人爆炸57攻速6核7序列升级9矿等a最后敌人	1
59	42224 13313	 	251.3	橙2易伤2伤害2时间1等级2攻速1卖塔	1a易伤2矿等3a攻速49伤害5等级6卖塔7核8a时间a序列升级	8
60	63222 31643	 	251.3	橙5易伤3时间1全技能	1双倍矿2368a易伤469时间5全技能6序列升级7核	8
61	61611 42221	 	251.2	橙3易伤1等级2暴击1伤害1时间	1双倍矿27暴击3等级47金币生成567易伤7序列升级8时间9核a伤害	4
62	63215 22221	 	251.2	橙3易伤1等级2暴击1伤害1时间	1双倍矿237易伤4等级57暴击67金币生成7序列升级8时间9核a伤害	5
63	63215 32221	 	251.2	橙3易伤1等级2暴击1伤害1时间	1双倍矿237易伤4等级57暴击67金币生成7序列升级8时间9核a伤害	6
64	63122 22443	 	251.2	橙3易伤2时间2等级2攻速1暴击	1双倍矿278易伤39时间47等级57攻速6核7序列升级a暴击	3
65	43142 22333	 	251.2	橙3易伤2时间2等级1伤害	147易伤2策反37等级57时间6核7序列升级8随机矿9敌人爆炸a伤害	5
66	63362 22423	 	251.1	橙4易伤2时间2等级	1双倍矿278a易伤3攻速47等级57时间6核7序列升级9残血敌人	5
67	63324 22423	 	251.1	橙4易伤2时间2等级	1双倍矿278a易伤3攻速47时间57等级6核7序列升级9残血敌人	5
68	43142 22433	 	251.1	橙4易伤2时间2等级	1478易伤2策反37等级57时间6核7序列升级9矿等a最后敌人	5
69	42142 22422	 	251.1	橙4易伤2时间2等级	1478易伤2矿等37等级57时间6核7序列升级9残血敌人a随机矿	5
70	63213 22221	 	251.0	橙4易伤2时间1等级	1双倍矿2358易伤4等级68时间78基地爆炸8序列升级9敌人爆炸a核	5
71	63213 34221	 	251.0	橙4易伤2时间1等级	1双倍矿2358易伤4等级68基地爆炸78时间8序列升级9敌人爆炸a核	7
72	45136 31131	 	250.9	橙4易伤2时间1伤害2全技能	1568易伤24全技能36时间6序列升级7核9敌人爆炸a伤害	7
73	63222 31614	 	250.7	橙5易伤2时间1暴击1全技能	1双倍矿2368a易伤46时间5全技能6序列升级7核9暴击	9
74	42142 22233	 	250.7	橙4易伤2时间2等级	147a易伤2矿等37等级57时间6核7序列升级89基地爆炸	5
75	35146 33121	*	250.6	橙3易伤3时间1等级1全技能	1残血敌人2全技能358时间459易伤5序列升级6等级7矿等a核	3
76	63142 31131	 	250.3	橙4易伤2时间1伤害1全技能	1双倍矿2468易伤36时间5全技能6序列升级7核9敌人爆炸a伤害	7
