0	Index      	*	Score	Code	Var	Bounty
1	21163 26332	*	278.5	橙4易伤2时间3暴击1等级	17时间2立即金币3双倍矿467a易伤567暴击67序列升级8核9等级	2
2	21321 62613	*	274.7	橙2易伤3时间2伤害1等级1全技能	179时间27易伤3敌人爆炸4策反57伤害6全技能7序列升级8等级a核	1
3	25313 41142	*	273.4	橙3易伤2伤害2时间1等级1暴击	18时间2额外掉落3立即金币4暴击58伤害6核78a易伤8序列升级9等级	6
4	33342 25242	*	271.0	橙3易伤3时间3暴击1等级1全技能	1全技能2挖青367时间478易伤578暴击78序列升级9等级a核	4
5	33342 25242	 	271.0	橙3易伤3时间3暴击1等级1全技能	1全技能2挖青367时间478易伤578暴击78序列升级9等级a核	3
6	56123 22113	 	270.6	橙3易伤2伤害2时间1等级1全技能	1核弹2全技能37伤害478易伤57时间6核7序列升级9雷电a等级	6
7	36253 22734	*	269.6	橙3易伤3时间2伤害2攻速1全技能	1全技能257时间3加一47a易伤6核7a序列升级8a伤害9a攻速	6
8	26321 62613	 	266.7	橙2易伤3时间2伤害1等级1全技能	179时间27易伤3敌人爆炸4策反57伤害6全技能7序列升级8等级a核	2
9	56123 22612	*	266.5	橙2易伤3伤害3时间1等级1全技能	1核弹2全技能37a伤害47易伤579时间6核7序列升级8等级	6
10	21332 36142	*	265.1	橙3易伤3时间3等级2敌人爆炸	17a时间27a易伤36敌人爆炸4雷电57a等级7a序列升级8核9立即金币	1
11	21312 26613	 	263.4	橙3易伤3时间3暴击1等级	157时间2立即金币367暴击467易伤67序列升级8额外掉落9等级a核	5
12	21163 26333	 	263.0	橙3易伤2时间3暴击1等级	17时间2立即金币3双倍矿467易伤567暴击67序列升级8核9等级a敌人爆炸	2
13	23165 73412	 	262.9	橙3易伤3时间1等级2暴击	167时间2基地爆炸37暴击467易伤5加一67序列升级8敌人爆炸9等级a核	7
14	56123 22123	 	262.2	橙3易伤2伤害2时间1等级1全技能	1核弹2全技能37伤害478易伤57时间6核7序列升级9掉矿a等级	6
15	36253 52412	*	261.9	橙3易伤3时间1等级1伤害1全技能	1全技能256时间3加一467易伤6序列升级8等级9核a伤害	6
16	21332 56142	 	261.6	橙3易伤3时间3等级	17a时间27a易伤3敌人爆炸4雷电57a等级69立即金币7a序列升级8核	1
17	21312 66222	 	261.5	橙3易伤3时间1等级2暴击	157时间2立即金币37暴击467易伤7序列升级8核9双倍矿a等级	5
18	26331 31425	*	261.1	橙5易伤2时间3攻速	19时间25689易伤356攻速4随机矿569序列升级7赏金塔a核	4
19	36253 22724	 	260.3	橙3易伤3时间2伤害1全技能	1全技能257时间3加一47a易伤6核7a序列升级8a伤害9a策反	6
20	56123 22631	 	259.6	橙2易伤2伤害2时间1等级1暴击1全技能	1核弹2全技能37伤害47易伤57时间6核7序列升级8等级9攻速a暴击	6
21	21312 66242	 	259.4	橙3易伤3时间1等级2暴击	157时间29立即金币37暴击467易伤7序列升级8核a等级	5
22	36251 42713	 	259.0	橙2易伤3时间2伤害1等级1全技能	1全技能279时间3加一47易伤5随机矿67伤害7序列升级8等级a核	6
23	36611 42436	 	258.3	橙2易伤2伤害2时间1等级1全技能	1全技能27时间3攻速47伤害5加一67易伤7序列升级8雷电9等级a核	5
24	21163 26335	 	257.8	橙3易伤2时间3暴击1等级	17时间2立即金币3双倍矿467易伤567暴击67序列升级8核9等级a最后敌人	2
25	23165 73312	 	257.8	橙3易伤3时间1等级2暴击	167时间2基地爆炸37暴击467易伤5加一67序列升级8最后敌人9等级a核	7
26	23165 73112	 	257.8	橙3易伤3时间1等级2暴击	167时间2基地爆炸37暴击467易伤5加一67序列升级8残血敌人9等级a核	8
27	26163 14213	 	257.7	橙2易伤2伤害2时间1等级1暴击2敌人爆炸	17时间27易伤3暴击4等级5额外掉落67伤害7序列升级89敌人爆炸a核	6
28	26123 14143	 	257.7	橙2易伤2伤害2时间1等级1暴击	17时间27易伤3暴击4金币生成5额外掉落67伤害7序列升级8等级9矿等a核	6
29	21163 26334	 	257.3	橙3易伤2时间3暴击1等级	17时间2立即金币3双倍矿467易伤567暴击67序列升级8核9等级a挖尘	2
30	21312 66253	*	257.3	橙3易伤3时间3暴击1伤害	157时间2立即金币379暴击467易伤7序列升级8核a伤害	5
31	26332 36142	 	257.1	橙3易伤3时间3等级2敌人爆炸	17a时间27a易伤36敌人爆炸4雷电57a等级7a序列升级8核9立即金币	2
32	25313 41113	 	256.8	橙3易伤2伤害2时间1暴击1全技能	18时间2额外掉落3立即金币4暴击58伤害6核78a易伤8序列升级9全技能	6
33	23165 73212	 	256.8	橙3易伤3时间1等级2暴击	167时间2基地爆炸37暴击467易伤5加一67序列升级8最后敌人9等级a核	8
34	21312 66221	*	256.4	橙4易伤3时间2暴击	157时间2立即金币37暴击467a易伤7序列升级8核9双倍矿	5
35	26132 11131	 	256.2	橙2易伤3伤害2时间1暴击1全技能	17时间27易伤3暴击4基地爆炸567伤害7序列升级8雷电9全技能a核	4
36	26331 31125	*	255.9	橙4易伤3时间3攻速	189时间2569易伤356攻速4随机矿569序列升级7赏金塔a核	4
37	32613 26335	 	255.9	橙2易伤2伤害1等级1时间2敌人爆炸1全技能	1全技能29敌人爆炸3攻速49伤害5时间6核7矿等89易伤9序列升级a等级	8
38	21163 26361	 	255.5	橙3易伤2时间3暴击1伤害	17时间2立即金币3双倍矿467易伤567暴击67序列升级8核9平台a伤害	2
39	21312 66224	 	255.4	橙3易伤3时间2暴击1伤害	157时间2立即金币37暴击467易伤7序列升级8核9双倍矿a伤害	5
40	56123 22151	 	255.3	橙3易伤2伤害2时间1暴击1全技能	1核弹2全技能37伤害478易伤57时间6核7序列升级9敌人爆炸a暴击	6
41	53413 26123	*	255.2	橙3易伤3伤害2暴击	1核弹2双倍矿37暴击467伤害567易伤67序列升级8敌人爆炸9核a策反	1
42	14611 13121	*	255.1	橙5易伤1等级1伤害2矿等	1掉矿23567易伤46矿等6序列升级8等级9核a伤害	9
43	14411 13121	 	255.1	橙5易伤1等级1伤害2矿等	13掉矿23567易伤36序列升级46矿等8等级9核a伤害	9
44	56123 22613	 	255.0	橙2易伤3时间2伤害1等级1全技能	1核弹2全技能37伤害47易伤579时间6核7序列升级8等级a随机矿	6
45	26113 14143	 	254.8	橙2易伤2伤害2时间1等级1暴击	17时间27易伤3暴击4掉矿5额外掉落67伤害7序列升级8等级9矿等a核	6
46	36253 22282	 	254.8	橙2易伤3时间2伤害1等级1全技能	1全技能257时间3加一47易伤6核7序列升级8等级9a伤害	6
47	21312 66241	 	254.3	橙4易伤3时间2暴击	157时间29立即金币37暴击467a易伤7序列升级8核	5
48	26163 14223	 	254.2	橙2易伤2伤害2时间1等级1暴击	17时间27易伤3暴击4等级5额外掉落67伤害7序列升级8敌人爆炸9基地爆炸a核	6
49	25313 41141	 	254.2	橙2易伤2伤害2时间1等级1暴击	18时间2额外掉落3立即金币4暴击58伤害6核78易伤8序列升级9等级a敌人爆炸	6
