0	Index      	*	Score	Code	Var	Bounty
1	23663 15311	*	283.8	橙3易伤3伤害3时间	178易伤2残血敌人378伤害4攻速5矿等678时间78序列升级9随机矿a核	7
2	23643 15311	 	279.7	橙3易伤3伤害3时间	178易伤2残血敌人378伤害4策反5矿等678时间78序列升级9随机矿a核	7
3	22632 13262	*	278.3	橙5易伤3伤害2雷电1全技能	14679易伤2策反39雷电569伤害69序列升级8全技能a核	9
4	22133 44341	 	274.0	橙3易伤3伤害2时间1暴击	168易伤28策反3暴击469伤害5平台68序列升级78时间a核	5
5	31214 31523	*	270.9	紫3易伤3伤害3时间2等级	1核29a易伤369时间4攻速5赏金塔7a等级89a伤害9a序列升级	1
6	31614 31523	 	268.9	紫3易伤3伤害3时间2等级	1核269时间39a易伤4攻速5赏金塔7a等级89a伤害9a序列升级	2
7	31264 11323	 	267.7	紫3易伤3伤害3时间1等级	1核28a易伤38a时间4基地爆炸5等级6随机矿78a伤害8a序列升级9赏金塔	1
8	36211 13344	*	267.4	紫5易伤3时间2伤害2敌人爆炸	1核2随机矿3478a易伤58敌人爆炸68a时间8a序列升级9a伤害	7
9	21632 13351	*	266.2	橙4易伤2伤害1等级2雷电	1679易伤2金币生成34雷电56伤害6序列升级8核a等级	7
10	31664 11323	 	265.7	紫3易伤3伤害3时间1等级	1核28a时间38a易伤4基地爆炸5等级6随机矿78a伤害8a序列升级9赏金塔	2
11	24611 51232	 	265.4	橙4易伤1等级1伤害1时间1暴击	1247易伤3伤害5矿等6暴击8等级9时间a核	9
12	26611 51232	 	265.4	橙4易伤1等级1伤害1时间1暴击	1247易伤2序列升级3伤害5矿等6暴击8等级9时间a核	9
13	26211 43513	*	265.4	橙4易伤2时间1等级2敌人爆炸	178a易伤2平台37敌人爆炸47时间5赏金塔6核7序列升级9等级	1
14	26311 31515	 	264.7	橙4易伤2伤害1时间1暴击	1358易伤2平台35序列升级45伤害6挖尘7暴击9时间a核	1
15	21622 13351	 	263.7	橙4易伤2伤害1等级	1679易伤24金币生成3雷电56伤害6序列升级8核a等级	7
16	31252 23344	 	262.9	紫5易伤3时间2伤害1卖塔	1核2467a易伤34a时间4a序列升级5平台8卖塔9a伤害	1
17	24243 16113	*	262.2	橙5易伤2等级2暴击	1278a易伤3攻速4平台5a等级6核9a暴击a序列升级	8
18	26243 16113	 	262.2	橙5易伤2等级2暴击	1278a易伤2a序列升级3攻速4平台5a等级6核9a暴击	8
19	21513 11233	*	261.3	橙3易伤2伤害2时间1等级	157易伤2金币生成3掉矿45时间5序列升级6核8a伤害9等级	8
20	22111 45336	 	260.5	橙3易伤2伤害1等级1暴击	167易伤27策反3暴击4等级57伤害7序列升级8金币生成9矿等a核	3
21	31612 13642	*	260.3	紫3易伤3时间2伤害3等级2暴击	1核267时间39伤害479易伤567等级679序列升级89暴击a双倍矿	9
22	31612 13641	 	259.4	紫3易伤3时间2伤害3等级2暴击	1核267时间39伤害479易伤567等级679序列升级89暴击a雷电	10
23	26311 21641	 	259.3	橙3易伤3伤害1时间1暴击	135易伤2平台35序列升级459伤害6时间7暴击8掉矿a核	1
24	26643 12321	*	259.1	橙3易伤2等级2暴击1伤害1时间	128易伤28序列升级3伤害4平台58等级6核78暴击9时间a雷电	7
25	24643 12321	 	259.1	橙3易伤2等级2暴击1伤害1时间	128易伤3伤害4平台58等级6核78暴击8序列升级9时间a雷电	7
26	31622 35323	*	259.1	紫4易伤3时间1等级3攻速	1核289a易伤3等级48a时间5随机矿6立即金币78a攻速8a序列升级	1
27	23553 42231	 	258.7	橙4易伤2时间1等级1全技能	157a易伤2残血敌人3敌人爆炸45时间5序列升级6全技能8核9等级	7
28	21622 13366	 	258.5	橙4易伤3伤害2雷电	167a易伤24金币生成3a雷电56a伤害6a序列升级8核9赏金邻近	7
29	23663 15123	 	258.4	橙3易伤2伤害2时间2攻速	179易伤2残血敌人37伤害48攻速5矿等67时间7序列升级a核	8
30	26611 22132	*	258.3	橙4易伤2伤害2暴击	1249易伤29序列升级39伤害5矿等6双倍物品7攻速89暴击a核	7
31	24611 22132	 	258.3	橙4易伤2伤害2暴击	1249易伤39伤害5矿等6双倍物品7攻速89暴击9序列升级a核	7
32	21632 13366	 	258.2	橙4易伤3伤害3雷电	167a易伤2金币生成34a雷电56a伤害6a序列升级8核9赏金邻近	7
33	31612 11523	 	258.1	紫3易伤3时间2伤害2等级2攻速	1核26a时间3a伤害478易伤56等级6a序列升级9a攻速	7
34	23553 42233	 	257.7	橙3易伤2时间1等级1伤害1全技能	157易伤2残血敌人3敌人爆炸45时间5序列升级6全技能8核9等级a伤害	7
35	21132 45163	*	257.5	橙3易伤2伤害2等级1暴击	167易伤27金币生成3暴击48伤害57等级7序列升级9矿等a核	5
36	24243 15323	*	257.5	橙5易伤3等级3攻速1卖塔	1289a易伤38a攻速4平台58a等级6核7卖塔8a序列升级	7
37	26243 15323	 	257.5	橙5易伤3等级3攻速1卖塔	1289a易伤28a序列升级38a攻速4平台58a等级6核7卖塔	7
38	31111 26323	*	256.9	紫5易伤3伤害3攻速	1核2689a易伤38a伤害4挖尘5金币生成78a攻速8a序列升级	1
