0	Index      	*	Score	Code	Var	Bounty
1	23311 51624	*	270.1	橙3易伤3伤害1等级1时间	189基地爆炸2平台3金币生成489易伤5等级6时间789伤害89序列升级a核	8
2	42123 36513	*	269.1	橙5易伤2时间2暴击1伤害1卖塔	18暴击2卖塔34568易伤78时间8序列升级9核a伤害	3
3	63311 23423	*	266.0	橙3易伤2伤害2时间1等级	1a时间2平台3金币生成46a易伤5等级7核8雷电9a伤害a序列升级	8
4	53311 23423	 	266.0	橙3易伤2伤害2时间1等级	1平台2a时间3金币生成46a易伤5等级7核8雷电9a伤害a序列升级	8
5	22513 24253	*	265.5	橙3易伤3时间1伤害2全技能	179基地爆炸24全技能3敌人爆炸579时间679易伤79序列升级8核a伤害	1
6	25521 32513	*	263.0	橙5易伤3伤害	18基地爆炸2双倍矿35678易伤48a伤害8序列升级9核	4
7	22223 24255	*	260.9	橙4易伤3时间2全技能	179基地爆炸23全技能4挖尘579时间679a易伤79序列升级8核	1
8	22313 24253	 	260.4	橙3易伤3时间1伤害2全技能	179基地爆炸24全技能3最后敌人579时间679易伤79序列升级8核a伤害	1
9	22223 24253	 	259.9	橙3易伤3时间1伤害2全技能	179基地爆炸23全技能4挖尘579时间679易伤79序列升级8核a伤害	1
10	22613 24253	 	259.9	橙3易伤3时间1伤害2全技能	179基地爆炸24全技能3挖尘579时间679易伤79序列升级8核a伤害	1
11	22213 54253	 	259.9	橙3易伤3时间1伤害2全技能	179基地爆炸23全技能479易伤579时间6挖青79序列升级8核a伤害	1
12	22513 24252	 	259.1	橙3易伤3时间2全技能1暴击	179基地爆炸24全技能3敌人爆炸579时间679易伤79序列升级8核a暴击	1
13	32513 24253	 	258.6	橙3易伤3时间1伤害2全技能	179最后敌人24全技能3敌人爆炸579时间679易伤79序列升级8核a伤害	1
14	32113 24253	 	255.1	橙3易伤3时间1伤害2全技能	179最后敌人24全技能3基地爆炸579时间679易伤79序列升级8核a伤害	1
15	63311 53423	*	254.5	橙2易伤3时间2伤害1等级	16a时间2平台3金币生成4a易伤5等级7核8雷电9a伤害a序列升级	8
16	53311 53423	 	254.5	橙2易伤3时间2伤害1等级	1平台26a时间3金币生成4a易伤5等级7核8雷电9a伤害a序列升级	8
17	52111 23423	 	254.2	橙3易伤2伤害1等级1时间	1平台2a金币生成3时间46a易伤5等级7核8雷电9a伤害a序列升级	8
18	22313 24252	 	254.0	橙3易伤3时间2全技能1暴击	179基地爆炸24全技能3最后敌人579时间679易伤79序列升级8核a暴击	1
19	22223 24252	 	253.5	橙3易伤3时间2全技能1暴击	179基地爆炸23全技能4挖尘579时间679易伤79序列升级8核a暴击	1
20	22613 24252	 	253.5	橙3易伤3时间2全技能1暴击	179基地爆炸24全技能3挖尘579时间679易伤79序列升级8核a暴击	1
21	22213 54252	 	253.5	橙3易伤3时间2全技能1暴击	179基地爆炸23全技能479易伤579时间6挖青79序列升级8核a暴击	1
22	32613 24253	 	253.0	橙3易伤3时间1伤害2全技能	179最后敌人24全技能3挖尘579时间679易伤79序列升级8核a伤害	1
23	23313 41624	 	252.2	橙3易伤3伤害1时间	189基地爆炸2平台3金币生成489易伤5时间6矿等789伤害89序列升级a核	8
24	32513 24252	 	252.2	橙3易伤3时间2全技能1暴击	179最后敌人24全技能3敌人爆炸579时间679易伤79序列升级8核a暴击	1
25	42123 33524	*	250.0	橙4易伤2伤害2暴击1卖塔	18暴击2卖塔3578易伤4随机矿68伤害8序列升级9雷电a核	7
26	42123 32524	 	250.0	橙4易伤2伤害2暴击1卖塔	18暴击2卖塔3578易伤4随机矿68伤害8序列升级9雷电a核	6
27	42123 33513	 	249.4	橙5易伤2暴击1伤害2敌人爆炸1卖塔	18暴击2卖塔34568易伤78敌人爆炸8序列升级9核a伤害	3
28	32521 55112	*	249.3	橙4易伤1等级1伤害1时间	12最后敌人3679易伤4伤害5时间8等级a核	7
29	35113 24253	 	249.1	橙3易伤3时间1伤害2全技能	179最后敌人24全技能3基地爆炸579时间679易伤79序列升级8核a伤害	2
30	42123 36511	 	248.9	橙5易伤2时间2暴击1卖塔	18暴击2卖塔34568易伤78时间8序列升级9核a赏金塔	3
31	42123 36512	 	248.9	橙5易伤2时间2暴击1卖塔	18暴击2卖塔34568易伤78时间8序列升级9核a挖尘	3
32	32113 24252	 	248.7	橙3易伤3时间2全技能1暴击	179最后敌人24全技能3基地爆炸579时间679易伤79序列升级8核a暴击	1
33	66621 13212	 	248.5	橙3易伤2伤害1等级1时间2雷电	1时间2等级389易伤47伤害56雷电a核	8
34	22313 24256	*	248.1	橙3易伤3时间3全技能	179基地爆炸24a全技能3最后敌人579时间679易伤79序列升级8核	1
35	42123 36413	 	248.0	橙5易伤1伤害1时间1暴击1卖塔	1暴击2卖塔34568易伤7时间9核a伤害	3
36	26461 32213	 	247.7	橙2易伤2时间1等级1伤害1暴击	13基地爆炸23时间3序列升级4伤害59易伤6核7等级8敌人爆炸a暴击	1
37	22223 24254	 	247.6	橙3易伤3时间3全技能	179基地爆炸23a全技能4挖尘579时间679易伤79序列升级8核	1
38	63551 23312	*	247.4	橙4易伤2时间1等级	1a时间2平台3689易伤4矿等5等级7核	8
39	53551 23312	 	247.4	橙4易伤2时间1等级	1平台2a时间3689易伤4矿等5等级7核	8
40	42343 15312	*	247.4	橙3易伤2时间1等级2暴击2雷电1卖塔	18暴击2卖塔38时间4等级569易伤78雷电8序列升级a核	8
41	25521 32511	 	247.3	橙5易伤2伤害	18基地爆炸2双倍矿35678易伤48伤害8序列升级9核a赏金塔	4
42	25521 32512	 	247.3	橙5易伤2伤害	18基地爆炸2双倍矿35678易伤48伤害8序列升级9核a挖尘	4
43	61521 13613	 	247.2	橙3易伤2伤害1等级1时间	1时间2矿等3等级4a伤害578易伤6赏金塔9核	4
44	23313 31624	 	246.8	橙3易伤3伤害1时间	189基地爆炸2平台3金币生成489易伤5时间6掉矿789伤害89序列升级a核	8
45	25521 12513	 	246.7	橙4易伤3伤害	168基地爆炸2双倍矿3578易伤48a伤害8序列升级9核	4
46	32613 24252	 	246.5	橙3易伤3时间2全技能1暴击	179最后敌人24全技能3挖尘579时间679易伤79序列升级8核a暴击	1
47	61643 13123	 	246.3	橙3易伤2时间1等级1伤害	18时间2矿等3立即金币4等级567易伤9核a伤害	8
48	61553 13123	 	246.3	橙3易伤2时间1等级1伤害	18时间2矿等3等级4立即金币567易伤9核a伤害	8
49	35243 41333	 	246.1	橙3易伤1等级1伤害1时间1暴击1全技能	1最后敌人2全技能3时间4伤害57a易伤6核8等级9暴击	8
50	41122 53152	 	245.4	橙4易伤1等级1伤害1暴击	1暴击26金币生成3等级4掉矿568a易伤6序列升级7伤害9核	6
51	23311 23423	 	245.3	橙3易伤2伤害1等级	1a基地爆炸2平台3金币生成46a易伤5等级7核8雷电9a伤害a序列升级	8
52	25521 32413	 	245.1	橙5易伤2伤害	1基地爆炸2双倍矿35678易伤4a伤害9核	4
53	35113 24253	 	245.0	橙3易伤3时间1伤害2全技能	179最后敌人24全技能3挖尘579时间679易伤79序列升级8核a伤害	3
54	22313 24266	 	244.9	橙3易伤2时间1伤害2全技能	17基地爆炸24全技能3最后敌人57时间67a易伤7序列升级8核9伤害	1
55	22223 24266	 	244.4	橙3易伤2时间1伤害2全技能	17基地爆炸23全技能4挖尘57时间67a易伤7序列升级8核9伤害	1
