0	Index      	 *	Score 	Summary	Detail	
1	61321 62163	 * 	304.49	DCR|3VULN|2MLV|1TLV|1DMG|1CDMG	128VULN|3CDMG|45MLV|6TLV|7AART|9DMG|aRCR
2	65341 12122	 * 	290.68	DCR|2VULN|2TLV|2DMG|1MLV|1AAC	1aVULN|2RMIN|3MLV|4aTLV|5RAT|6CGEN|7aDMG|8RCR|9AAC|aBPWR
3	61321 52163	   	289.29	DCR|3VULN|2MLV|1DMG|1AAC|1CDMG	128VULN|3CDMG|45MLV|6AAC|7AART|9DMG|aRCR
4	16642 11122	 * 	286.79	DCR|2MLV|2TLV|2DMG|1VULN|1AAC	1RAT|2aDMG|3ZMB|4VULN|5aMLV|6CGEN|7aTLV|8RCR|9AAC|aBPWR
5	61321 62123	   	284.33	DCR|3VULN|2MLV|1TLV|1CDMG	128VULN|3CDMG|45MLV|6TLV|7AART|9NUKE|aRCR
6	45341 12122	   	283.12	DCR|2VULN|2DMG|1TLV|1MLV|1AAC|2RAT	1ZMB|2aVULN|3MLV|4TLV|5aRAT|6CGEN|7aDMG|8RCR|9AAC|aBPWR
7	11456 13221	   	283.06	DCR|3VULN|2MLV|1TLV|1CDMG	1RAT|2LIT|357VULN|4CDMG|6TLV|89MLV|aRCR
8	63341 36123	   	282.90	DCR|2VULN|2MLV|1TLV|1DMG|1AAC	17VULN|2ZMB|37MLV|4TLV|5RAT|67BEXP|7BPWR|8RCR|9AAC|aDMG
9	51133 14613	 * 	282.78	DCR|DCR|3VULN|2DUR	1aDUR|29aVULN|3AETHUN|4BBNT|5RCVC|6aSNIFST|78RCR|aBPWR
10	16142 11122	   	279.70	DCR|2VULN|2TLV|1MLV|1DMG|1AAC|2RAT	1aRAT|2DMG|3RMIN|4aVULN|5MLV|6CGEN|7aTLV|8RCR|9AAC|aBPWR
11	44621 22323	 * 	279.19	ACR|DCR|2VULN|2TLV|1AAC	18ZMB|2aRCR|3LWND|48VULN|58TLV|6AART|7AAC|8BPWR|9BBNT
12	61354 33113	   	278.39	DCR|3VULN|1TLV|1MLV|1AAC|1CDMG	128VULN|3CDMG|4BEXP|5AAC|6RCR|7TLV|9MLV|aNUKE
13	63331 11122	 * 	277.21	DCR|2VULN|2MLV|2TLV|1AAC	1aVULN|2ZMB|3aMLV|4RMIN|5RAT|6CGEN|7aTLV|8RCR|9AAC|aBPWR
14	11456 13212	   	275.13	DCR|3VULN|1TLV|1MLV|1ASPD|1CDMG	1RAT|2LIT|357VULN|4CDMG|6TLV|8MLV|9ASPD|aRCR
15	61321 62623	   	275.04	DCR|2VULN|2MLV|2TLV|1CDMG	12VULN|3CDMG|45MLV|68TLV|7AART|9NUKE|aRCR
