0	Index      	 *	Score 	Summary	Detail	Bounty	
1	11532 31235	 * 	316.57	橙3易伤3伤害2等级3时间1卖塔	138时间23等级38序列升级458伤害689易伤7卖塔a核	8
2	13642 21251	 * 	297.70	橙3易伤3伤害3时间1等级1核弹	178时间278易伤3敌人爆炸4挖尘578伤害6核弹78序列升级9等级a核	6
3	13642 21251	   	297.70	橙3易伤3伤害3时间1等级1核弹	178时间278易伤3敌人爆炸4挖尘578伤害6核弹78序列升级9等级a核	5
4	11532 32233	 * 	296.04	橙3易伤2等级2伤害2时间	13时间23等级3序列升级45伤害68a易伤7攻速9核	6
5	14221 13461	 * 	294.13	橙4易伤2等级3时间	129时间3基地爆炸4579易伤6全技能89等级9序列升级a核	2
6	11534 62111	   	293.14	橙3易伤2等级3时间1伤害	136时间23等级36序列升级4伤害567易伤8全技能9矿等a核	8
7	11534 62211	   	293.14	橙3易伤2等级3时间1伤害	136时间23等级36序列升级4伤害567易伤8全技能9矿等a核	7
8	11534 62121	   	293.04	橙3易伤2等级3时间1伤害	136时间23等级36序列升级4伤害567易伤8全技能9掉矿a核	9
9	11534 62131	   	293.04	橙3易伤2等级3时间1伤害	136时间23等级36序列升级4伤害567易伤8全技能9掉矿a核	8
10	11534 62231	   	293.04	橙3易伤2等级3时间1伤害	136时间23等级36序列升级4伤害567易伤8全技能9掉矿a核	7
11	11532 31225	 * 	291.88	橙2易伤3伤害2等级3时间1卖塔	138时间23等级38序列升级458伤害68易伤7卖塔9随机矿a核	9
12	11532 31255	 * 	291.88	橙2易伤3伤害2等级3时间1卖塔	138时间23等级38序列升级458伤害68易伤7卖塔9矿等a核	8
13	11534 32211	   	291.68	橙3易伤2等级3时间1伤害	138时间23等级3序列升级4伤害59a易伤6攻速7核	7
14	11534 32511	   	291.68	橙3易伤2等级3时间1伤害	138时间23等级3序列升级4伤害59a易伤6攻速7核	8
15	11534 36233	   	291.20	橙4易伤2等级2时间1伤害	13时间23等级3序列升级4伤害5矿等678a易伤9核	4
16	11534 36233	   	291.20	橙4易伤2等级2时间1伤害	13时间23等级3序列升级4伤害5矿等678a易伤9核	3
17	11552 33233	   	291.20	橙4易伤2等级2时间1伤害	13时间23等级3序列升级4策反5伤害678a易伤9核	5
18	11554 23233	   	291.20	橙4易伤2等级2时间1伤害	13时间23等级3序列升级4策反578a易伤6伤害9核	5
19	11532 36333	   	287.74	橙3易伤2等级2伤害2时间	13时间23等级3序列升级45伤害67a易伤8随机矿9核	6
20	11532 45233	   	287.74	橙3易伤2等级2伤害2时间	13时间23等级3序列升级45伤害6矿等78a易伤9核	7
21	13334 21633	 * 	287.53	橙4易伤3伤害2时间	17时间2678易伤3赏金塔467伤害5赏金邻近67序列升级9攻速a核	2
22	13634 21633	   	287.53	橙4易伤3伤害2时间	17时间2678易伤3赏金邻近467伤害5赏金塔67序列升级9攻速a核	2
