0	Index      	 *	Score 	Summary	Detail	Bounty	
1	23332 53235	 * 	321.45	橙5易伤3伤害2时间3攻速	178攻速29时间34579易伤679伤害79序列升级a核	6
2	23332 53335	   	321.45	橙5易伤3伤害2时间3攻速	179攻速29时间34579易伤678伤害79序列升级a核	6
3	23335 53235	 * 	316.33	橙4易伤3伤害3时间3攻速	178攻速259时间3479易伤679伤害79序列升级a核	6
4	23335 53335	   	316.33	橙4易伤3伤害3时间3攻速	179攻速259时间3479易伤678伤害79序列升级a核	6
5	13122 21525	 * 	310.59	橙5易伤2时间1等级2暴击1伤害	1234a易伤2a序列升级5a暴击6伤害7等级8a时间9核	1
6	22333 43512	   	303.00	橙4易伤3伤害2时间3攻速	167攻速237a易伤47a伤害5加一7a序列升级8a时间9核	3
7	22333 43512	   	303.00	橙4易伤3伤害2时间3攻速	167攻速237a易伤47a伤害5加一7a序列升级8a时间9核	2
8	23332 53634	   	298.16	橙5易伤2伤害2时间2攻速	17攻速29时间34578易伤67伤害7序列升级a核	6
9	23141 13435	   	295.28	橙3易伤3伤害3时间3攻速	157攻速289时间3立即金币479伤害679易伤79序列升级a核	2
10	42141 13235	   	295.28	橙3易伤3伤害3时间3攻速	179时间258攻速3立即金币479伤害679易伤79序列升级a核	2
11	23335 13235	   	295.28	橙3易伤3伤害3时间3攻速	178攻速259时间379易伤479伤害6立即金币79序列升级a核	3
12	23335 13235	   	295.28	橙3易伤3伤害3时间3攻速	178攻速259时间379易伤479伤害6立即金币79序列升级a核	2
13	23335 13335	   	295.28	橙3易伤3伤害3时间3攻速	179攻速259时间379易伤478伤害6立即金币79序列升级a核	3
14	23335 13335	   	295.28	橙3易伤3伤害3时间3攻速	179攻速259时间379易伤478伤害6立即金币79序列升级a核	2
15	42141 13335	   	295.28	橙3易伤3伤害3时间3攻速	179时间259攻速3立即金币478伤害679易伤79序列升级a核	2
16	22332 13235	   	295.28	橙3易伤3伤害3时间3攻速	178攻速239易伤479伤害579时间6立即金币79序列升级a核	3
17	22332 13235	   	295.28	橙3易伤3伤害3时间3攻速	178攻速239易伤479伤害579时间6立即金币79序列升级a核	2
18	22332 13335	   	295.28	橙3易伤3伤害3时间3攻速	179攻速239易伤478伤害579时间6立即金币79序列升级a核	2
19	22332 13335	   	295.28	橙3易伤3伤害3时间3攻速	179攻速239易伤478伤害579时间6立即金币79序列升级a核	3
20	23142 13235	   	295.28	橙3易伤3伤害3时间3攻速	178攻速259时间3立即金币479伤害679易伤79序列升级a核	2
21	23142 13335	   	295.28	橙3易伤3伤害3时间3攻速	179攻速259时间3立即金币478伤害679易伤79序列升级a核	2
22	23142 13635	   	295.28	橙3易伤3伤害3时间3攻速	137攻速259时间479伤害679易伤79序列升级8双倍矿a核	3
23	42332 53224	   	293.05	橙4易伤3时间2伤害2攻速	179时间28攻速3457易伤67伤害7序列升级a核	6
24	14122 21525	   	292.25	橙4易伤2时间1等级2暴击1伤害	134a易伤2立即金币5a暴击6伤害7等级8a时间9核a序列升级	1
