0	Index      	Bounty	 *	Score 	Summary	Detail	
1	46234 12332	6	 * 	284.48	橙3易伤3伤害2时间1等级	19基地爆炸239伤害46时间5等级79a易伤8核9序列升级
2	22166 23161	2	 * 	282.82	橙3易伤2等级2伤害1时间1全技能	18伤害2时间38a易伤4全技能58等级6核7随机矿8序列升级9挖尘
3	22232 22331	4	 * 	281.32	橙2易伤3伤害3时间1等级	139伤害249时间5等级6基地爆炸79易伤8核9序列升级a雷电
4	22252 22331	3	   	281.32	橙2易伤3伤害3时间1等级	139伤害249时间5等级6基地爆炸79易伤8核9序列升级a雷电
5	15143 14312	6	 * 	280.99	橙4易伤3时间3攻速1全技能	18a攻速2雷电3额外掉落489a易伤58a时间6全技能7核8a序列升级
6	12242 52312	5	 * 	280.79	橙4易伤3伤害2攻速1时间	19攻速2时间349伤害579a易伤6赏金塔8核9序列升级
7	25123 62423	2	   	280.18	橙2易伤2等级2伤害1时间1暴击1全技能	19伤害2雷电39等级4金币生成5全技能6核7时间89易伤9序列升级a暴击
8	64122 38212	3	 * 	279.81	橙3易伤2等级2时间1伤害1全技能	1平台27等级3全技能47时间578易伤6加一7序列升级9核a伤害
9	12262 52312	5	 * 	279.72	橙4易伤2伤害2时间2攻速	19攻速24时间39伤害579a易伤6赏金塔8核9序列升级
10	25143 14311	6	   	276.24	橙3易伤3伤害2时间1全技能	18a伤害2雷电3额外掉落489易伤58时间6全技能7核8序列升级
11	12242 13312	6	   	274.32	橙3易伤3伤害2时间2攻速	19攻速26时间349伤害59a易伤7赏金塔8核9序列升级
12	22166 23131	2	 * 	273.88	橙2易伤3伤害2等级1时间1全技能	189伤害2时间38易伤4全技能58等级6核7随机矿8序列升级a金币生成
13	22166 23132	2	   	273.88	橙2易伤3伤害2等级1时间1全技能	189伤害2时间38易伤4全技能58等级6核7随机矿8序列升级a立即金币
14	22166 23133	2	   	273.88	橙2易伤3伤害2等级1时间1全技能	189伤害2时间38易伤4全技能58等级6核7随机矿8序列升级a敌人爆炸
15	22166 23134	2	   	273.88	橙2易伤3伤害2等级1时间1全技能	189伤害2时间38易伤4全技能58等级6核7随机矿8序列升级a矿等
16	22166 23136	2	   	273.88	橙2易伤3伤害2等级1时间1全技能	189伤害2时间38易伤4全技能58等级6核7随机矿8序列升级a平台
17	23542 22332	1	   	273.78	橙2易伤3伤害2等级1时间1全技能	189伤害28等级3时间4基地爆炸5加一68易伤7全技能8序列升级a核
18	12242 52316	5	   	273.39	橙3易伤3伤害2攻速1时间1暴击	19攻速2时间349伤害579易伤6赏金塔8核9序列升级a暴击
19	25123 62421	2	   	273.08	橙2易伤2等级2伤害1时间2雷电1全技能	19伤害2a雷电39等级4金币生成5全技能6核7时间89易伤9序列升级
20	22232 22332	4	   	273.01	橙2易伤3伤害3时间1等级	139伤害249时间5等级6基地爆炸79易伤8核9序列升级a随机矿
21	22232 22333	4	   	273.01	橙2易伤3伤害3时间1等级	139伤害249时间5等级6基地爆炸79易伤8核9序列升级a金币生成
22	22232 22335	4	   	273.01	橙2易伤3伤害3时间1等级	139伤害249时间5等级6基地爆炸79易伤8核9序列升级a矿等
23	22252 22332	3	   	273.01	橙2易伤3伤害3时间1等级	139伤害249时间5等级6基地爆炸79易伤8核9序列升级a随机矿
24	22252 22333	3	   	273.01	橙2易伤3伤害3时间1等级	139伤害249时间5等级6基地爆炸79易伤8核9序列升级a金币生成
25	22252 22335	3	   	273.01	橙2易伤3伤害3时间1等级	139伤害249时间5等级6基地爆炸79易伤8核9序列升级a矿等
26	22232 22336	4	   	272.91	橙2易伤3伤害3时间1等级	139伤害249时间5等级6基地爆炸79易伤8核9序列升级a挖尘
27	22236 33313	5	   	272.91	橙2易伤3伤害3时间1等级	139伤害249时间59易伤6随机矿7赏金塔8核9序列升级a等级
28	22252 22336	3	   	272.91	橙2易伤3伤害3时间1等级	139伤害249时间5等级6基地爆炸79易伤8核9序列升级a挖尘
29	52356 11332	6	 * 	272.76	橙3易伤3伤害2等级	149低血量敌人259伤害35等级59序列升级6核7基地爆炸89a易伤
30	22166 23141	2	 * 	272.71	橙2易伤2等级2伤害2时间1全技能	18伤害2a时间38易伤4全技能58等级6核7随机矿8序列升级9赏金塔
31	22166 23122	2	   	271.87	橙2易伤2等级2伤害1时间1暴击1全技能	18伤害2时间38易伤4全技能58等级6核7随机矿8序列升级9金币生成a暴击
32	22166 23163	2	   	271.77	橙2易伤2等级2伤害1时间1暴击1全技能	18伤害2时间38易伤4全技能58等级6核7随机矿8序列升级9挖尘a暴击
33	22231 14164	7	 * 	271.30	橙3易伤3伤害3时间	13a伤害248时间5a掉矿6核79a易伤a序列升级
34	22532 22332	4	   	271.01	橙2易伤3时间2伤害1等级1暴击	19伤害249时间3双倍矿5等级6基地爆炸79易伤8核9序列升级a暴击
35	22552 22332	3	   	271.01	橙2易伤3时间2伤害1等级1暴击	19伤害249时间3双倍矿5等级6基地爆炸79易伤8核9序列升级a暴击
36	22652 22332	2	   	271.01	橙2易伤3时间2伤害1等级1暴击	19伤害249时间3立即金币5等级6基地爆炸79易伤8核9序列升级a暴击
37	12166 23132	2	   	270.43	橙2易伤2等级1伤害2攻速1时间1暴击1全技能	18攻速2时间38易伤4全技能58等级6核7随机矿8序列升级9伤害a暴击
38	46234 22332	6	   	269.89	橙3易伤3伤害1等级1时间	19基地爆炸239伤害4时间5等级6立即金币79a易伤8核9序列升级
39	23334 34361	1	 * 	269.71	橙2易伤2等级2伤害2暴击2全技能	19伤害29等级3a易伤4金币生成59暴击68全技能7核9序列升级
40	23314 34361	1	   	269.61	橙2易伤2等级2伤害2暴击2全技能	19伤害29等级3a易伤4掉矿59暴击68全技能7核9序列升级
41	24532 23136	3	   	269.45	橙2易伤3伤害2时间1等级1全技能	189伤害2全技能3矿等48易伤58时间6核7随机矿8序列升级a等级
42	22236 34312	10	   	269.25	橙2易伤3伤害2时间1等级1全技能	137伤害24时间59易伤6全技能8等级a核
43	25143 14313	6	   	268.36	橙3易伤2伤害2时间2全技能	18伤害2雷电3额外掉落489易伤58时间6a全技能7核8序列升级
44	64122 38214	3	   	268.05	橙3易伤2等级2时间1全技能	1平台27等级3全技能47时间578易伤6加一7序列升级9核a雷电
45	23166 23161	2	   	266.57	橙3易伤2等级2伤害1全技能	18伤害2敌人爆炸38a易伤4全技能58等级6核7随机矿8序列升级9挖尘
46	25123 62422	2	   	266.53	橙2易伤2等级2伤害1时间1全技能	19伤害2雷电39等级4金币生成5全技能6核7时间89易伤9序列升级a矿等
47	42521 22234	10	 * 	266.26	橙3易伤2伤害1等级2暴击	1基地爆炸249易伤3雷电5最后敌人69暴击7等级89伤害9序列升级a核
48	42523 22234	10	   	266.16	橙3易伤2伤害1等级2暴击	1基地爆炸249易伤3雷电5挖尘69暴击7等级89伤害9序列升级a核
49	24324 16111	10	   	265.83	橙3易伤2伤害2时间1暴击1全技能	1a伤害2全技能3额外掉落45a易伤6挖尘7暴击8a时间9核a序列升级
50	46233 26332	5	   	264.74	橙4易伤3伤害1时间	19基地爆炸239伤害4时间5金币生成679a易伤8核9序列升级
51	25631 16322	9	   	264.59	橙2易伤3伤害2时间2攻速2雷电1核弹	15a伤害2a雷电36攻速45时间5a序列升级7a易伤8核9核弹
52	25631 16323	10	   	264.59	橙2易伤3伤害2时间2攻速2雷电1核弹	15a伤害2a雷电36攻速45时间5a序列升级7a易伤8核9核弹
53	13242 52312	5	   	264.54	橙4易伤3伤害2攻速	19攻速2敌人爆炸349伤害579a易伤6赏金塔8核9序列升级
54	12242 13316	6	   	263.28	橙2易伤3伤害2时间2攻速1暴击	19攻速26时间349伤害59易伤7赏金塔8核9序列升级a暴击
55	42161 43232	5	 * 	263.21	橙4易伤1等级1伤害1暴击	1基地爆炸246a易伤3暴击5伤害7攻速8等级9核
56	22531 13532	9	   	262.95	橙2易伤2等级2伤害2时间	18伤害24时间3双倍矿58掉矿6核78等级8序列升级9a易伤
