0	Index      	 *	Score 	Summary	Detail	
1	27411 23361	 * 	304.60	DCR|4VULN|3DMG|3MLV	1MBVNT|2BELT|358aVULN|4AELOIC|68aMLV|78aDMG|8aBPWR|9RCR
2	22835 21344	 * 	296.28	DCR|DCR|2VULN|2MLV|2DUR|1SELL	1MBVNT|2aDUR|3aVULN|4SELL|5DUST|68RCR|7ERES|9aMLV|aBPWR
3	27432 43861	   	288.95	DCR|4VULN|3MLV|2DMG	1MBVNT|2BELT|356aVULN|45aMLV|5aBPWR|7aDMG|8RCVC|9RCR
4	27411 21361	 * 	288.85	DCR|4VULN|3MLV|3ASPD	1MBVNT|2BELT|358aVULN|4AELOIC|68aMLV|78aASPD|8aBPWR|9RCR
5	62313 41134	 * 	288.15	ACR|DCR|4VULN|2DUR	1AART|27RCR|36aLWND|4DMSP|568aVULN|6aBPWR|9aDUR
6	62213 41134	   	287.75	ACR|DCR|4VULN|2DUR	1AART|27RCR|3aAELOIC|46DUST|568aVULN|6aBPWR|9aDUR
7	62313 41421	 * 	287.30	ACR|DCR|2VULN|2DMG|2CDMG	1AART|27RCR|36aLWND|4DMSP|56VULN|6aBPWR|8aCDMG|9aDMG
8	28421 22725	 * 	285.49	DCR|DCR|2VULN|1ASPD|1CDMG	1MBVNT|2ASPD|36VULN|4CDMG|5AART|7aRCR|8FEWX|9BBNT
9	27414 23361	   	284.45	DCR|3VULN|3DMG|3MLV	1MBVNT|25BELT|38aVULN|4AELOIC|68aMLV|78aDMG|8aBPWR|9RCR
10	22814 72215	   	282.90	DCR|DCR|2VULN|2DUR	1MBVNT|2aDUR|3aVULN|4aBEXP|5AART|69RCR|7RPLT|8BELT|aBPWR
11	62313 41133	   	281.40	ACR|DCR|4VULN	1AART|27RCR|36LWND|4DMSP|568aVULN|6BPWR|9DUR
12	23446 11528	   	281.20	ACR|DCR|4VULN	1MBVNT|2LIT|3789VULN|4aRCR|5RPLT|6DUR
13	62213 41421	   	280.48	ACR|DCR|2VULN|2DMG|1CDMG	1AART|27RCR|3aAELOIC|46aDUST|56VULN|6aBPWR|8CDMG|9aDMG
14	27432 41323	   	277.40	DCR|4VULN|3MLV|2ASPD	1MBVNT|2BELT|3568VULN|458MLV|58BPWR|78ASPD|9TBNT|aRCR
15	27432 41861	   	277.40	DCR|4VULN|3MLV|2ASPD	1MBVNT|2BELT|356aVULN|45aMLV|5aBPWR|7aASPD|8RCVC|9RCR
16	62124 41132	   	275.37	ACR|DCR|3VULN|2AART|2DUR	15AART|27RCR|36DUST|468VULN|6BPWR|9aDUR
17	62153 41132	   	275.37	ACR|DCR|3VULN|2AART|2DUR	14AART|27RCR|36DUST|568VULN|6BPWR|9aDUR
18	27432 43461	   	274.68	DCR|4VULN|2DMG|2MLV	1MBVNT|2BELT|356aVULN|45MLV|5aBPWR|7aDMG|8aAELOIC|9RCR
