0	Index      	Bounty	 *	Score 	Summary	Detail	
1	16122 11144	1	 * 	294.72	ACR|4VULN|3DUR|2DMG|2ASPD|1TLV	135DUR|2RCR|458aVULN|5aBPWR|6TLV|7aDMG|9aASPD
2	42343 21235	7	 * 	291.69	DCR|3VULN|2DMG|2DUR|1TLV|1CDMG	1LIT|29aVULN|3CDMG|4ERES|59DMG|6TLV|79DUR|8RCR|9BPWR
3	13522 31631	3	 * 	287.13	DCR|4VULN|2DMG|2DUR|1ASPD	15DUR|2ASPD|37DMG|4589VULN|5BPWR|6BEXP|aRCR
4	11343 25235	7	   	283.66	DCR|3VULN|2DMG|1TLV|1DUR|2LIT|1CDMG	1DUR|29LIT|3CDMG|4ERES|59DMG|6TLV|79aVULN|8RCR|9BPWR
5	15253 32622	10	   	280.77	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD|1AART	1DUR|2AART|3TLV|468aVULN|5ASPD|7DMG|9RCR
6	15212 31115	1	 * 	279.95	DCR|4VULN|2DUR|2ASPD|1DMG	19DUR|25LHND|3459VULN|59BPWR|6BEXP|7DMG|89ASPD|aRCR
7	15212 61115	1	   	279.95	DCR|4VULN|2DUR|2ASPD|1DMG	19DUR|25LHND|3459VULN|59BPWR|6LWND|7DMG|89ASPD|aRCR
8	16212 31115	2	   	279.95	DCR|4VULN|2DUR|2ASPD|1DMG	19DUR|25LHND|3459VULN|59BPWR|6BEXP|7DMG|89ASPD|aRCR
9	16212 61115	2	   	279.95	DCR|4VULN|2DUR|2ASPD|1DMG	19DUR|25LHND|3459VULN|59BPWR|6LWND|7DMG|89ASPD|aRCR
10	11212 31115	1	   	279.75	DCR|4VULN|2DUR|2ASPD|1DMG	19DUR|25DUST|3459VULN|59BPWR|6BEXP|7DMG|89ASPD|aRCR
11	11212 61115	1	   	279.75	DCR|4VULN|2DUR|2ASPD|1DMG	19DUR|25DUST|3459VULN|59BPWR|6LWND|7DMG|89ASPD|aRCR
12	14212 31115	2	   	279.75	DCR|4VULN|2DUR|2ASPD|1DMG	19DUR|25DUST|3459VULN|59BPWR|6BEXP|7DMG|89ASPD|aRCR
13	14212 61115	2	   	279.75	DCR|4VULN|2DUR|2ASPD|1DMG	19DUR|25DUST|3459VULN|59BPWR|6LWND|7DMG|89ASPD|aRCR
14	16122 21144	1	   	278.47	ACR|4VULN|3DUR|2DMG|2ASPD	135DUR|2RCR|458aVULN|5aBPWR|6CGEN|7aDMG|9aASPD
15	42343 11235	7	   	275.44	DCR|3VULN|2DMG|2DUR|1CDMG	1LIT|29aVULN|3CDMG|4ERES|59DMG|6CGEN|79DUR|8RCR|9BPWR
16	42341 21235	7	   	275.25	DCR|3VULN|2DUR|2ASPD|1TLV|1CDMG	1LIT|29aVULN|3CDMG|4ERES|59ASPD|6TLV|79DUR|8RCR|9BPWR
17	42312 15324	9	 * 	273.67	DCR|4VULN|3CDMG|3LIT|1DMG	189LIT|2479VULN|348CDMG|489BPWR|589ERES|6RCR|aDMG
18	16122 11164	1	   	273.51	ACR|4VULN|3DUR|2DMG|1TLV	135DUR|2RCR|458aVULN|5aBPWR|6TLV|7aDMG|9aCGEN
19	42313 15331	9	 * 	273.49	DCR|4VULN|2DUR|2CDMG|2LIT	18LIT|2478VULN|34CDMG|48BPWR|5aDUR|68CGEN|9RCR
20	42313 15332	10	   	273.49	DCR|4VULN|2DUR|2CDMG|2LIT	18LIT|2478VULN|34CDMG|48BPWR|5aDUR|68CGEN|9RCR
21	42312 16121	10	   	273.39	DCR|4VULN|2DUR|2CDMG|2LIT	19LIT|249aVULN|34CDMG|49BPWR|5ERES|6RCR|7RPLT|89DUR
22	42312 15325	9	 * 	273.15	DCR|5VULN|3CDMG|3LIT	189LIT|2479aVULN|348CDMG|489BPWR|589ERES|6RCR
23	42343 16233	5	   	271.33	DCR|2VULN|2DMG|2DUR|1TLV|2LIT|1CDMG	1aLIT|29VULN|3CDMG|4ERES|59DMG|6TLV|79DUR|8RCR|9BPWR
24	42343 21233	7	   	271.33	DCR|2VULN|2DMG|2DUR|1TLV|2LIT|1CDMG	1aLIT|29VULN|3CDMG|4ERES|59DMG|6TLV|79DUR|8RCR|9BPWR
25	42343 26233	6	   	271.33	DCR|2VULN|2DMG|2DUR|1TLV|2LIT|1CDMG	1aLIT|29VULN|3CDMG|4ERES|59DMG|6TLV|79DUR|8RCR|9BPWR
26	42343 21236	7	 * 	271.09	DCR|2VULN|2DMG|2DUR|2CDMG|1TLV	1LIT|29VULN|3aCDMG|4ERES|59DMG|6TLV|79DUR|8RCR|9BPWR
27	42313 22333	8	 * 	270.90	DCR|3VULN|3LIT|2TLV|2CDMG|1DUR|1AART	178LIT|248VULN|34CDMG|48BPWR|5DUR|68TLV|9AART|aRCR
28	16121 51214	1	 * 	270.13	ACR|3VULN|3DMG|3DUR|3TLV	139DUR|2RCR|49aVULN|5ERES|68aTLV|79aDMG|9aBPWR
29	42312 15321	10	   	269.86	DCR|4VULN|3CDMG|3LIT|1TLV	189LIT|2479VULN|348CDMG|489BPWR|589ERES|6RCR|aTLV
30	15211 21325	5	   	269.58	DCR|3VULN|2DUR|2CDMG|2AART|1TLV	1aDUR|25AART|3TLV|4RPLT|67aVULN|8RCR|9aCDMG|aBPWR
31	13522 33631	3	   	269.54	DCR|4VULN|2DUR|1DMG|1ASPD	15DUR|2ASPD|3DMG|4589VULN|5BPWR|6BEXP|7RCVC|aRCR
32	16123 51432	3	   	268.44	DCR|3VULN|2DMG|2DUR|2LIT	17DUR|2LHND|37LIT|4BEXP|59aVULN|67DMG|7BPWR|8RCR
33	42313 15135	5	   	268.41	DCR|4VULN|2CDMG|1TLV|1DUR	1LIT|249aVULN|34CDMG|4BPWR|5DUR|6TLV|7RCR|8BEXP
34	42313 25135	6	   	268.41	DCR|4VULN|2CDMG|1TLV|1DUR	1LIT|249aVULN|34CDMG|4BPWR|5DUR|6TLV|7RCR|8BEXP
35	11623 51432	3	   	268.34	DCR|3VULN|2DMG|2DUR|2LIT	17DUR|27LIT|3LEGI|4BEXP|59aVULN|67DMG|7BPWR|8RCR
36	14123 51432	3	   	268.34	DCR|3VULN|2DMG|2DUR|2LIT	17DUR|2DUST|37LIT|4BEXP|59aVULN|67DMG|7BPWR|8RCR
37	16133 51432	3	   	268.34	DCR|3VULN|2DMG|2DUR|2LIT	17DUR|2LHND|37LIT|4DUST|59aVULN|67DMG|7BPWR|8RCR
38	42312 11522	9	   	268.31	DCR|4VULN|2CDMG|1TLV|1DUR	1LIT|249aVULN|34CDMG|4BPWR|5ERES|6RCR|7DUR|8TLV
39	11633 51432	3	   	268.24	DCR|3VULN|2DMG|2DUR|2LIT	17DUR|27LIT|3LEGI|4DUST|59aVULN|67DMG|7BPWR|8RCR
40	41142 11235	7	   	268.19	DCR|3VULN|2DMG|2DUR|2LIT|1SELL	17LIT|2SELL|37DMG|49aVULN|5FEWX|67DUR|7BPWR|8RCR
41	42312 15361	10	   	268.04	DCR|5VULN|3CDMG|2LIT	18LIT|2479aVULN|348CDMG|48BPWR|58ERES|6RCR
42	42312 15421	10	   	268.04	DCR|5VULN|3CDMG|2LIT	19LIT|2479aVULN|348CDMG|49BPWR|59ERES|6RCR
43	11343 15235	7	   	267.41	DCR|3VULN|2DMG|1DUR|2LIT|1CDMG	1DUR|29LIT|3CDMG|4ERES|59DMG|6CGEN|79aVULN|8RCR|9BPWR
44	13522 53423	3	 * 	267.15	DCR|2VULN|3DUR|2DMG|1TLV|1ASPD	159DUR|2ASPD|39DMG|45VULN|59BPWR|6BBNT|7TLV|89LHND|aRCR
45	11255 11432	1	   	266.84	DCR|4VULN|2DUR|1DMG	17DUR|2DUST|379aVULN|4DMG|5LIT|67LHND|7BPWR|8RCR
46	42313 62342	9	 * 	266.79	DCR|2VULN|3DUR|2CDMG|1DMG|2LIT|1AART	16LIT|24VULN|34CDMG|46BPWR|567DUR|8DMG|9RCR|aAART
47	16122 11145	1	   	266.72	ACR|4VULN|3DUR|1DMG|1TLV|1ASPD	135DUR|2RCR|458aVULN|5BPWR|6TLV|7DMG|9ASPD
48	42313 15423	5	   	265.83	DCR|3VULN|1DMG|2CDMG|1TLV|1DUR	1LIT|249VULN|34CDMG|4BPWR|5DUR|6TLV|7RCR|8BELT|aDMG
49	42313 25423	6	   	265.83	DCR|3VULN|1DMG|2CDMG|1TLV|1DUR	1LIT|249VULN|34CDMG|4BPWR|5DUR|6TLV|7RCR|8BELT|aDMG
50	42312 11515	9	   	265.73	DCR|3VULN|1DMG|2CDMG|1TLV|1DUR	1LIT|24aVULN|34CDMG|4BPWR|5ERES|6RCR|7DUR|8TLV|9DMG
51	42312 11535	8	   	265.73	DCR|3VULN|1DMG|2CDMG|1TLV|1DUR	1LIT|24aVULN|34CDMG|4BPWR|5ERES|6RCR|7DUR|8TLV|9DMG
52	13626 11142	9	 * 	264.98	DCR|3VULN|3DUR|2ASPD|2LIT|1SELL	167DUR|28ASPD|38aVULN|4SELL|58LIT|8BPWR|9RCR
53	42313 15335	9	   	264.95	DCR|4VULN|3CDMG|1DUR|2LIT	18LIT|2478VULN|34aCDMG|48BPWR|5DUR|68CGEN|9RCR
54	42313 15335	10	   	264.95	DCR|4VULN|3CDMG|1DUR|2LIT	18LIT|2478VULN|34aCDMG|48BPWR|5DUR|68CGEN|9RCR
55	42343 16232	5	   	264.78	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1LIT|29VULN|3CDMG|4ERES|59DMG|6TLV|79DUR|8RCR|9BPWR|aBEXP
56	42343 21232	7	   	264.78	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1LIT|29VULN|3CDMG|4ERES|59DMG|6TLV|79DUR|8RCR|9BPWR|aBEXP
57	42343 21234	7	   	264.78	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1LIT|29VULN|3CDMG|4ERES|59DMG|6TLV|79DUR|8RCR|9BPWR|aZMB
58	42343 26232	6	   	264.78	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1LIT|29VULN|3CDMG|4ERES|59DMG|6TLV|79DUR|8RCR|9BPWR|aBEXP
59	41316 38224	1	   	264.76	DCR|3VULN|2DMG|1TLV|2LIT|1ASPD	18LIT|258VULN|3MBVNT|4TLV|6ASPD|78DMG|8BPWR|9BEXP|aRCR
60	41316 38234	1	   	264.76	DCR|3VULN|2DMG|1TLV|2LIT|1ASPD	18LIT|258VULN|3MBVNT|4TLV|6ASPD|78DMG|8BPWR|9LHND|aRCR
61	41331 38274	1	   	264.76	DCR|3VULN|2DMG|1DUR|2LIT|1ASPD	18LIT|248VULN|3MBVNT|5CGEN|6ASPD|78DMG|8BPWR|9DUR|aRCR
62	42316 38224	2	   	264.76	DCR|3VULN|2DMG|1TLV|2LIT|1ASPD	18LIT|258VULN|3MBVNT|4TLV|6ASPD|78DMG|8BPWR|9BEXP|aRCR
63	42316 38234	2	   	264.76	DCR|3VULN|2DMG|1TLV|2LIT|1ASPD	18LIT|258VULN|3MBVNT|4TLV|6ASPD|78DMG|8BPWR|9LHND|aRCR
64	42331 38274	2	   	264.76	DCR|3VULN|2DMG|1DUR|2LIT|1ASPD	18LIT|248VULN|3MBVNT|5CGEN|6ASPD|78DMG|8BPWR|9DUR|aRCR
65	42312 15362	9	   	264.75	DCR|4VULN|3CDMG|1DUR|2LIT	18LIT|2479VULN|348CDMG|48BPWR|58ERES|6RCR|aDUR
66	42312 15422	9	   	264.75	DCR|4VULN|3CDMG|1DUR|2LIT	19LIT|2479VULN|348CDMG|49BPWR|59ERES|6RCR|aDUR
