0	Index      	Bounty	 *	Score 	Summary	Detail	
1	41243 23152	7	 * 	286.98	DCR|4VULN|2DMG|2DUR|1ASPD|1SELL	1SELL|234aVULN|5RCVC|6ASPD|7RCR|8aDUR|9aDMG|aBPWR
2	41243 23252	8	 * 	286.98	DCR|4VULN|2DMG|2DUR|1ASPD|1SELL	1SELL|234aVULN|5RCVC|6ASPD|7RCR|8aDUR|9aDMG|aBPWR
3	41226 53431	4	 * 	284.55	DCR|5VULN|2DMG|2CDMG|1SELL	1SELL|2368aVULN|4MBVNT|5aCDMG|7aDMG|9RCR|aBPWR
4	41228 73431	6	 * 	284.55	DCR|5VULN|2DMG|2CDMG|1SELL	1SELL|2358aVULN|4MBVNT|6aCDMG|7aDMG|9RCR|aBPWR
5	62353 23413	2	 * 	282.89	DCR|3VULN|3DMG|2DUR|1CDMG	138DMG|2CGEN|4DMSP|58DUR|68aVULN|7RCR|8BPWR|9CDMG
6	63221 41363	9	 * 	280.01	DCR|2VULN|3DMG|3DUR|1TLV	139DMG|2LIT|479DUR|5TLV|6ERES|89VULN|9BPWR|aRCR
7	41222 33531	3	 * 	280.01	DCR|4VULN|2DMG|2ASPD|1CDMG|1SELL	1SELL|238aVULN|4aASPD|5CDMG|6MLV|7aDMG|9RCR|aBPWR
8	63222 25263	5	   	277.54	DCR|3VULN|3DMG|2DUR	137DMG|2LIT|47DUR|5RPLT|67aVULN|7BPWR|8LHND|9RCR
9	41235 33523	4	 * 	275.98	DCR|4VULN|2DMG|2DUR|1SELL	1SELL|237aVULN|47DMG|5RPLT|67DUR|7BPWR|8BEXP|9RCR
10	41224 56422	8	 * 	275.78	DCR|4VULN|2DMG|2DUR|1SELL	1SELL|238aVULN|4MBVNT|5aDMG|6aDUR|7RCR|9TBNT|aBPWR
11	63432 23231	2	   	275.44	DCR|3VULN|2DMG|2DUR|1CDMG	1aDMG|2LIT|36aVULN|4CDMG|5LWND|7RCR|8TBNT|9aDUR|aBPWR
12	63435 13231	2	   	275.44	DCR|3VULN|2DMG|2DUR|1CDMG	1aDMG|2LIT|35aVULN|4CDMG|6LHND|7RCR|8TBNT|9aDUR|aBPWR
13	63436 23231	2	   	275.44	DCR|3VULN|2DMG|2DUR|1CDMG	1aDMG|2LIT|36aVULN|4CDMG|5BEXP|7RCR|8TBNT|9aDUR|aBPWR
14	63222 25116	5	   	273.43	DCR|2VULN|3DMG|2DUR|1TLV|2LIT	137DMG|29LIT|47DUR|5RPLT|67VULN|7BPWR|8TLV|aRCR
15	62531 62211	2	 * 	271.10	DCR|4VULN|2DMG|1TLV|1AART	18DMG|2CGEN|356aVULN|4AART|7TLV|9RCR
16	11551 62211	1	   	271.00	DCR|4VULN|2DMG|1TLV|1AART	1ERES|2AART|356aVULN|48DMG|7TLV|9RCR
17	42251 23621	9	 * 	270.89	DCR|5VULN|3DUR|1SELL	1SELL|28DUST|35678VULN|489DUR|8BPWR|aRCR
18	13221 33443	4	   	270.42	DCR|3VULN|2DMG|1TLV|1CDMG|1AART	1aERES|2LIT|3aDMG|4CDMG|5TLV|69aVULN|7RCR|8AART|aBPWR
19	41224 56122	8	   	268.79	DCR|3VULN|3DMG|2DUR|1SELL	1SELL|23aVULN|4MBVNT|58aDMG|6aDUR|7RCR|9TBNT|aBPWR
20	34523 13361	5	   	268.40	DCR|3VULN|3DMG|1TLV|1CDMG	18aBEXP|2TLV|38aVULN|4MLV|5CDMG|6LEGI|78aDMG|8aBPWR|9RCR
21	63216 25332	4	 * 	267.07	DCR|3VULN|2DMG|2TLV|1DUR	13DMG|2LIT|456VULN|7DUR|89TLV|aRCR
22	63222 25126	5	   	266.88	DCR|2VULN|3DMG|2DUR|1TLV	137DMG|2LIT|47DUR|5RPLT|67VULN|7BPWR|8TLV|9RCVC|aRCR
23	63222 25261	5	   	266.88	DCR|2VULN|3DMG|2DUR|1TLV	137DMG|2LIT|47DUR|5RPLT|67VULN|7BPWR|8LHND|9RCR|aTLV
24	41224 56222	8	 * 	266.37	DCR|3VULN|3DUR|2DMG|1SELL	1SELL|23aVULN|4MBVNT|5aDMG|68aDUR|7RCR|9TBNT|aBPWR
25	41224 56422	7	 * 	266.37	DCR|3VULN|3DUR|2DMG|1SELL	1SELL|23aVULN|4MBVNT|5aDMG|68aDUR|7RCR|9TBNT|aBPWR
26	63314 51212	1	 * 	265.25	DCR|4VULN|2DMG|2TLV	1aDMG|2BELT|359aVULN|4DMSP|6RCR|7TBNT|8aTLV|aBPWR
27	41226 23431	4	 * 	265.01	DCR|4VULN|2DMG|2CDMG|1SELL	1SELL|238aVULN|4MBVNT|5aCDMG|6RCVC|7aDMG|9RCR|aBPWR
28	41231 12531	7	 * 	265.01	DCR|4VULN|2DMG|2CDMG|1SELL	1SELL|236aVULN|4aDMG|5ZMB|7ERES|8aCDMG|9RCR|aBPWR
29	41231 13531	6	 * 	265.01	DCR|4VULN|2DMG|2CDMG|1SELL	1SELL|236aVULN|4aDMG|5ZMB|7ERES|8aCDMG|9RCR|aBPWR
30	41326 53431	4	 * 	265.01	DCR|4VULN|2DMG|2CDMG|1SELL	1SELL|268aVULN|3DMSP|4MBVNT|5aCDMG|7aDMG|9RCR|aBPWR
31	41328 73431	6	 * 	265.01	DCR|4VULN|2DMG|2CDMG|1SELL	1SELL|258aVULN|3DMSP|4MBVNT|6aCDMG|7aDMG|9RCR|aBPWR
32	41224 16623	9	 * 	264.39	DCR|5VULN|2DMG|1SELL	1SELL|2389aVULN|4MBVNT|5aDMG|6aDUST|7RCR|aBPWR
33	41343 23152	7	   	264.34	DCR|3VULN|2DMG|2DUR|1ASPD|1SELL	1SELL|24aVULN|3DMSP|5RCVC|6ASPD|7RCR|8aDUR|9aDMG|aBPWR
34	41343 23252	8	   	264.34	DCR|3VULN|2DMG|2DUR|1ASPD|1SELL	1SELL|24aVULN|3DMSP|5RCVC|6ASPD|7RCR|8aDUR|9aDMG|aBPWR
35	63216 13231	5	   	264.19	DCR|2VULN|3DMG|2DUR|1CDMG	13aDMG|2LIT|4aVULN|5CDMG|6LHND|7RCR|8TBNT|9aDUR|aBPWR
36	63216 13231	6	   	264.19	DCR|2VULN|3DMG|2DUR|1CDMG	13aDMG|2LIT|4aVULN|5CDMG|6BEXP|7RCR|8TBNT|9aDUR|aBPWR
37	63216 23231	6	   	264.19	DCR|2VULN|3DMG|2DUR|1CDMG	13aDMG|2LIT|4aVULN|5CDMG|6FEWX|7RCR|8TBNT|9aDUR|aBPWR
38	63216 63231	6	   	264.19	DCR|2VULN|3DMG|2DUR|1CDMG	13aDMG|2LIT|4aVULN|5CDMG|6LHND|7RCR|8TBNT|9aDUR|aBPWR
39	34523 33336	5	   	263.65	DCR|3VULN|2DMG|1TLV|1CDMG|1ASPD	18BEXP|2TLV|389VULN|4MLV|5CDMG|6RCR|78DMG|8BPWR|aASPD
40	63216 22532	4	   	263.36	DCR|3VULN|2DMG|1TLV|1DUR	13DMG|2LIT|456VULN|7ZMB|8DUR|9TLV|aRCR
41	41224 56421	10	 * 	263.05	DCR|5VULN|1DMG|1DUR|1SELL	1SELL|2389aVULN|4MBVNT|5DMG|6DUR|7RCR
42	63222 31112	10	   	262.76	DCR|3VULN|3DMG|1DUR	136DMG|2LIT|4DUR|5RPLT|789VULN|aRCR
43	63211 63333	8	 * 	262.56	DCR|2VULN|3DMG|2CDMG|1TLV|2LIT	13aDMG|28LIT|4aVULN|5TLV|6ZMB|7RCR|9aCDMG|aBPWR
44	63424 21133	2	 * 	261.92	DCR|3VULN|2DMG|2CDMG|1ASPD	18DMG|2LIT|368VULN|4ERES|5ASPD|78CDMG|8BPWR|9DMSP|aRCR
45	63316 21163	4	 * 	261.63	DCR|2VULN|2DMG|2TLV|2CDMG|2LIT|1ASPD	18DMG|29LIT|38TLV|4ASPD|56VULN|78CDMG|8BPWR|aRCR
46	41232 13231	5	   	261.55	DCR|3VULN|2DMG|2DUR|1SELL	1SELL|23aVULN|4aDMG|5LIT|6LHND|7RCR|8TBNT|9aDUR|aBPWR
