0	Index      	 *	Score 	Summary	Detail	
1	14131 62532	 * 	286.87	DCR|DCR|2VULN|1TLV	15DUST|2BEXP|3TLV|45VULN|5BPWR|6DUR|7aRCR|8RAT|9MDPS
2	16321 13442	   	267.32	DCR|DCR|1VULN|1TLV|2DUR	1DUST|2RAT|3TLV|4MDPS|59DUR|6LHND|7VULN|8aRCR
3	16321 13452	   	260.77	DCR|DCR|1VULN|1TLV	1DUST|2RAT|3TLV|4MDPS|5DUR|69LHND|7VULN|8aRCR
4	66321 13422	   	260.77	DCR|DCR|1VULN|1TLV	1FEWX|2RAT|3TLV|4MDPS|5DUR|6LHND|7VULN|8aRCR|9AEFRZ
5	16321 13422	   	260.67	DCR|DCR|1VULN|1TLV	1DUST|2RAT|3TLV|4MDPS|5DUR|6LHND|7VULN|8aRCR|9AEFRZ
6	14133 62532	   	260.57	DCR|DCR|1VULN|1TLV	1DUST|25BEXP|3TLV|4VULN|6DUR|7aRCR|8RAT|9MDPS
7	16341 33422	   	260.57	DCR|DCR|1VULN|1TLV	1DUST|2RAT|3TLV|4BEXP|5MDPS|6DUR|7VULN|8aRCR|9AEFRZ
8	11123 52542	 * 	257.36	DCR|DCR|1TLV|1MLV	1DUST|2CGEN|3TLV|4LHND|5MLV|6DUR|7aRCR|8RAT|9AME
9	25123 35422	   	257.36	DCR|DCR|1TLV|1MLV	1AME|2DUR|3TLV|4LHND|5MLV|6RAT|7TBNT|8aRCR|9AEFBLL
10	11113 62542	   	257.26	DCR|DCR|1TLV|1MLV	1DUST|2CGEN|3TLV|4BEXP|5MLV|6DUR|7aRCR|8RAT|9AME
11	11123 52532	   	257.26	DCR|DCR|1TLV|1MLV	1DUST|2CGEN|3TLV|4LHND|5MLV|6DUR|7aRCR|8RAT|9MDPS
12	11113 62532	   	257.16	DCR|DCR|1TLV|1MLV	1DUST|2CGEN|3TLV|4BEXP|5MLV|6DUR|7aRCR|8RAT|9MDPS
