0	Index      	 *	Score 	Summary	Detail	
1	13552 31153	 * 	384.75	DCR|2VULN|1MDPS|1CDMG|2DUR|1AART	1FEWX|2AART|3CDMG|47VULN|56DUR|8RCR|9LIT|aMDPS
2	13552 31141	   	384.65	DCR|2VULN|1MDPS|1CDMG|2DUR|1AART	1FEWX|2AART|3CDMG|47VULN|56DUR|8RCR|9MDPS|aLHND
3	13552 31142	   	384.65	DCR|2VULN|1MDPS|1CDMG|2DUR|1AART	1FEWX|2AART|3CDMG|47VULN|56DUR|8RCR|9MDPS|aASPD
4	13552 31143	   	384.65	DCR|2VULN|1MDPS|1CDMG|2DUR|1AART	1FEWX|2AART|3CDMG|47VULN|56DUR|8RCR|9MDPS|aCGEN
5	23552 31141	   	384.55	DCR|2VULN|1MDPS|1CDMG|2DUR|1AART	1DUST|2AART|3CDMG|47VULN|56DUR|8RCR|9MDPS|aLHND
6	23552 31142	   	384.55	DCR|2VULN|1MDPS|1CDMG|2DUR|1AART	1DUST|2AART|3CDMG|47VULN|56DUR|8RCR|9MDPS|aASPD
7	23552 31143	   	384.55	DCR|2VULN|1MDPS|1CDMG|2DUR|1AART	1DUST|2AART|3CDMG|47VULN|56DUR|8RCR|9MDPS|aCGEN
8	13261 31114	   	372.29	DCR|2VULN|1MDPS|1CDMG|1DUR|1AART	1FEWX|2AART|3DMSP|4CDMG|5BEXP|67VULN|8RCR|9DUR|aMDPS
9	23261 31114	   	372.19	DCR|2VULN|1MDPS|1CDMG|1DUR|1AART	1DUST|2AART|3DMSP|4CDMG|5FEWX|67VULN|8RCR|9DUR|aMDPS
10	23256 33141	   	372.09	DCR|2VULN|1MDPS|1CDMG|1DUR|1AART	1DUST|2AART|3DMSP|4DUR|56VULN|7CDMG|8RCR|9MDPS|aLHND
11	23256 33142	   	372.09	DCR|2VULN|1MDPS|1CDMG|1DUR|1AART	1DUST|2AART|3DMSP|4DUR|56VULN|7CDMG|8RCR|9MDPS|aASPD
12	23256 33143	   	372.09	DCR|2VULN|1MDPS|1CDMG|1DUR|1AART	1DUST|2AART|3DMSP|4DUR|56VULN|7CDMG|8RCR|9MDPS|aCGEN
13	32324 66322	   	358.34	DCR|2VULN|1MDPS|1CDMG|1DUR	168ERES|2DMSP|39VULN|4CDMG|5DUR|7RCR|aMDPS
