0	Index      	*	Score	Code	Var
1	13252 25323	*	234.8	橙1基础对甲2伤害2易伤2全技能1基地爆炸	12全技能39时间49伤害5基地爆炸6随机矿7基础对甲89易伤9序列升级a核
2	16362 16132	*	231.2	紫2攻速2伤害1基础对冰2基地爆炸1全技能1易伤	1全技能2核38伤害4基础对冰5随机矿68基地爆炸78攻速8序列升级9易伤a敌人爆炸
3	16362 16131	 	231.2	紫2攻速2伤害1基础对冰2基地爆炸1易伤1全技能	1全技能2核38伤害4基础对冰5随机矿68基地爆炸78攻速8序列升级9易伤a双倍矿
4	16362 16133	 	231.2	紫2攻速2伤害1基础对冰2基地爆炸1易伤1全技能	1全技能2核38伤害4基础对冰5随机矿68基地爆炸78攻速8序列升级9易伤a时间
5	12622 13463	*	231.1	橙3攻速2伤害2易伤1全技能1暴击	1全技能26a攻速3a易伤4暴击5金币生成7核8a伤害9随机矿a序列升级
6	12622 13453	 	226.9	橙3攻速2伤害2易伤1全技能1暴击	1全技能26a攻速3a易伤4暴击5金币生成7核8a伤害9核弹a序列升级
7	16361 43642	*	225.7	紫3伤害2攻速2基础对冰1暴击1全技能	1全技能2核36a伤害4a基础对冰5加一7暴击8残血敌人9a攻速a序列升级
8	33133 15422	*	225.6	橙1基础对甲1基础对冰1攻速1伤害1易伤1技能	1金币生成2攻速3伤害4雷电5易伤6基础对冰7基础对甲8随机矿9技能a核
9	16362 11236	 	225.3	紫2伤害2攻速2基础对冰1暴击1全技能1基地爆炸	1全技能2核39伤害49基础对冰5随机矿6基地爆炸7残血敌人89攻速9序列升级a暴击
10	13254 25323	 	224.2	橙1基础对甲2伤害2易伤2全技能	12全技能39时间49伤害5残血敌人6随机矿7基础对甲89易伤9序列升级a核
11	16362 16113	*	222.8	紫2攻速2伤害3基地爆炸1基础对冰1全技能	1全技能2核38伤害4基础对冰5随机矿68a基地爆炸78攻速8序列升级9掉矿
12	16361 25234	*	222.6	紫3攻速2伤害2基础对冰1全技能1基地爆炸	1全技能2核39伤害49基础对冰5加一6等级7基地爆炸89a攻速9序列升级
13	33313 22245	*	222.2	橙2基础对甲3易伤1攻速1暴击	1a金币生成2攻速35a易伤4时间6暴击7随机矿8核9a基础对甲a序列升级
14	12622 33463	*	221.8	橙2攻速2伤害2易伤2暴击1全技能	1全技能2a攻速3a易伤46暴击5金币生成7核8a伤害9随机矿a序列升级
15	12613 32323	*	221.3	橙3伤害2攻速2易伤1全技能	1全技能2a攻速3a易伤4最后敌人5随机矿6核7时间89a伤害a序列升级
16	33133 15322	 	221.3	橙1基础对甲1基础对冰1攻速1伤害1易伤1技能	1金币生成2攻速3伤害4雷电5易伤6基础对冰7基础对甲8等级9技能a核
17	16316 22341	*	219.8	紫3伤害3攻速1全技能1暴击1技能	1全技能2核348伤害48序列升级578攻速6立即金币9技能a暴击
