0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12143 63213	8	 * 	288.11	橙4易伤3时间1伤害1等级	17敌人爆炸278时间3伤害4等级567a易伤7序列升级9核
2	12142 63213	8	 * 	283.06	橙3易伤3时间2伤害1等级	17敌人爆炸278时间35伤害4等级67a易伤7序列升级9核
3	23251 44121	3	 * 	282.69	橙4易伤2伤害3等级2全技能	189等级25全技能379a易伤49伤害6核9序列升级
4	23261 44121	4	   	282.69	橙4易伤2伤害3等级2全技能	189等级25全技能379a易伤49伤害6核9序列升级
5	63254 12111	7	 * 	280.42	橙3易伤2时间2攻速1伤害1暴击1全技能	14时间2全技能34攻速4序列升级5暴击6核7伤害89a易伤
6	22216 61215	8	 * 	278.50	橙4易伤2时间3等级1伤害	158等级2立即金币3678易伤48时间8序列升级9伤害a核
7	12143 63311	10	   	278.14	橙3易伤2伤害2时间1等级	17敌人爆炸27时间39伤害4等级567易伤7序列升级8雷电a核
8	23251 44122	3	   	276.29	橙3易伤2伤害3等级2全技能1时间	189等级25全技能379易伤49伤害6核9序列升级a时间
9	23261 44122	4	   	276.29	橙3易伤2伤害3等级2全技能1时间	189等级25全技能379易伤49伤害6核9序列升级a时间
10	22234 44121	3	   	274.91	橙4易伤2伤害3等级1全技能	189等级2立即金币379a易伤49伤害5全技能6核9序列升级
11	12143 63234	7	   	274.89	橙4易伤2时间1伤害1等级	17敌人爆炸27时间3伤害4等级567a易伤7序列升级8双倍矿9核
12	22216 26315	8	 * 	273.45	橙3易伤2伤害2时间3等级	156等级2立即金币389易伤49时间79伤害9序列升级a核
13	24235 24112	3	 * 	270.77	橙2易伤3时间2伤害3等级1攻速	125等级27序列升级37易伤47伤害67a时间8攻速9核
14	12142 63234	7	   	269.83	橙3易伤2伤害2时间1等级	17敌人爆炸27时间35伤害4等级67a易伤7序列升级8双倍矿9核
15	62432 24233	2	   	269.34	橙4易伤2时间1伤害1攻速	12时间3伤害467a易伤5赏金塔8攻速9核
16	62433 24233	2	   	269.34	橙4易伤2时间1伤害1攻速	12时间3伤害467a易伤5赏金邻近8攻速9核
17	22234 44122	3	   	268.52	橙3易伤2伤害3等级1时间1全技能	189等级2立即金币379易伤49伤害5全技能6核9序列升级a时间
18	21443 32162	1	   	268.27	橙4易伤2时间1等级1暴击	1等级2最后敌人3569易伤4a时间7核8暴击
19	22433 32162	1	   	268.27	橙4易伤2时间1等级1暴击	1等级2a时间3569易伤4最后敌人7核8暴击
20	25333 32162	1	   	268.27	橙4易伤2时间1等级1暴击	1等级2569易伤3a时间4最后敌人7核8暴击
21	32314 54112	2	   	268.15	橙4易伤3时间1等级	179最后敌人257时间3额外掉落457a易伤57序列升级6核8等级
22	32314 54122	2	   	268.15	橙4易伤3时间1等级	17最后敌人257时间3额外掉落457a易伤57序列升级6核8等级9平台
23	24235 24113	3	   	267.20	橙2易伤2伤害2时间3等级1攻速1全技能	125等级27序列升级37易伤47伤害67时间8攻速9核a全技能
24	61233 12511	1	   	266.81	橙3易伤3时间2伤害	18a时间2随机矿3敌人爆炸45a易伤6立即金币7核9a伤害a序列升级
25	61233 62511	1	   	266.81	橙3易伤3时间2伤害	18a时间26随机矿3敌人爆炸45a易伤7核9a伤害a序列升级
26	65112 63313	2	   	266.81	橙3易伤3时间2伤害	178时间27伤害35金币生成4低血量敌人67a易伤7序列升级9核
27	65113 63313	2	   	266.81	橙3易伤3时间2伤害	178时间27伤害3金币生成4低血量敌人5立即金币67a易伤7序列升级9核
28	65212 63313	3	   	266.81	橙3易伤3时间2伤害	178时间27伤害35金币生成4低血量敌人67a易伤7序列升级9核
29	65213 63313	3	   	266.81	橙3易伤3时间2伤害	178时间27伤害3金币生成4低血量敌人5立即金币67a易伤7序列升级9核
30	65136 22323	5	   	266.81	橙3易伤3时间2伤害	148时间28伤害3低血量敌人59a易伤68策反7核8序列升级
31	15532 63213	8	   	266.71	橙3易伤3时间2伤害	17敌人爆炸27伤害348时间5掉矿67a易伤7序列升级9核
32	65132 63213	5	   	266.71	橙3易伤3时间2伤害	147时间27伤害38低血量敌人5掉矿67a易伤7序列升级9核
33	61322 61324	10	 * 	266.63	橙3易伤3攻速2时间1伤害	19时间2挖尘379攻速4基地爆炸5伤害689易伤9序列升级a核
34	43231 53312	3	   	266.05	橙3易伤2伤害1等级1时间1攻速	1双倍矿2攻速368易伤46伤害5赏金塔6序列升级7等级9核a时间
35	43251 53312	2	   	266.05	橙3易伤2伤害1等级1时间1攻速	1双倍矿2攻速36伤害468易伤5赏金塔6序列升级7等级9核a时间
36	12143 63513	10	   	265.90	橙3易伤2时间1伤害1等级1暴击	17敌人爆炸27时间3伤害4等级567易伤7序列升级8暴击9平台a核
37	12143 63214	8	   	265.47	橙3易伤3时间1伤害1等级	17敌人爆炸278时间3伤害4等级567易伤7序列升级9核a矿等
38	12143 63215	8	   	265.47	橙3易伤3时间1伤害1等级	17敌人爆炸278时间3伤害4等级567易伤7序列升级9核a基地爆炸
39	12143 63216	8	   	265.47	橙3易伤3时间1伤害1等级	17敌人爆炸278时间3伤害4等级567易伤7序列升级9核a最后敌人
40	12143 13213	8	   	265.47	橙3易伤3时间1伤害1等级	17敌人爆炸278时间3伤害4等级57a易伤6双倍矿7序列升级9核
41	12143 53213	8	   	265.47	橙3易伤3时间1伤害1等级	17敌人爆炸278时间3伤害4等级57a易伤6立即金币7序列升级9核
42	12143 63211	8	   	265.37	橙3易伤3时间1伤害1等级	17敌人爆炸278时间3伤害4等级567易伤7序列升级9核a赏金塔
43	12143 63222	9	   	265.23	橙3易伤3时间1伤害1等级1卖塔	17敌人爆炸278时间3伤害4等级567易伤7序列升级9卖塔a核
44	61143 62213	8	   	265.17	橙3易伤3时间1伤害1等级	178时间2挖尘3伤害4等级56a易伤9核
45	32314 53433	2	   	264.38	橙4易伤2时间1等级1全技能	1最后敌人25时间3额外掉落4589易伤5序列升级6核7全技能a等级
46	22264 13461	4	   	264.17	橙3易伤2时间2等级1伤害	19等级2立即金币379易伤4加一5雷电6伤害89时间9序列升级a核
47	24264 13463	4	   	264.07	橙3易伤2时间3等级1伤害	129等级29序列升级379易伤4加一5雷电6伤害89时间a核
48	61122 13636	5	 * 	263.44	橙2易伤3伤害2时间2攻速	1a时间2挖尘36a伤害4基地爆炸59攻速7核8a易伤a序列升级
49	24443 32113	1	   	263.35	橙4易伤1等级1时间1暴击1全技能	1等级2低血量敌人356a易伤4时间7核8暴击9全技能
50	25643 32113	1	   	263.35	橙4易伤1等级1时间1暴击1全技能	1等级256a易伤3低血量敌人4时间7核8暴击9全技能
51	23251 14134	3	   	263.30	橙3易伤1伤害2全技能1等级1暴击1攻速	1等级25全技能36a易伤4伤害7暴击8攻速9核
52	23261 14134	4	   	263.30	橙3易伤1伤害2全技能1等级1暴击1攻速	1等级25全技能36a易伤4伤害7暴击8攻速9核
53	32314 54212	2	   	262.90	橙4易伤3时间1攻速	179最后敌人257时间3额外掉落457a易伤57序列升级6核8攻速
54	32314 54222	2	   	262.90	橙4易伤3时间1攻速	17最后敌人257时间3额外掉落457a易伤57序列升级6核8攻速9平台
55	26151 14211	1	   	262.02	橙3易伤2伤害2等级1攻速	17等级2雷电378易伤4矿等5攻速67伤害7序列升级9最后敌人a核
56	22433 32166	1	   	262.00	橙4易伤1等级1时间1暴击	1等级2时间3569易伤4最后敌人7核8暴击a雷电
57	25333 32166	1	   	262.00	橙4易伤1等级1时间1暴击	1等级2569易伤3时间4最后敌人7核8暴击a雷电
58	26142 14211	1	   	261.92	橙3易伤2伤害2等级1攻速	17等级2雷电378易伤4攻速5掉矿67伤害7序列升级9最后敌人a核
59	15143 63213	8	   	261.64	橙4易伤2伤害1等级	167敌人爆炸27伤害3低血量敌人4等级578a易伤7序列升级9核
60	32125 63335	9	   	261.64	橙4易伤2伤害1时间	17最后敌人2时间37伤害4基地爆炸5金币生成6789易伤7序列升级a核
61	32314 54333	2	   	261.56	橙4易伤3时间1全技能	17最后敌人257时间3额外掉落457a易伤57序列升级6核8敌人爆炸9全技能
62	32311 64242	2	   	261.54	橙4易伤2伤害1时间1核弹	17最后敌人2时间3额外掉落4789易伤57伤害6核弹7序列升级a核
63	22264 15463	4	   	261.49	橙2易伤2伤害2时间3等级2雷电	179等级2立即金币39易伤4加一57雷电67伤害79序列升级89时间a核
