0	Index      	Bounty	 *	Score 	Summary	Detail	
1	15112 62361	1	 * 	313.51	橙4易伤3伤害3时间	189时间2赏金邻近3金币生成4689易伤589伤害7核89序列升级a雷电
2	15121 62361	1	   	313.51	橙4易伤3伤害3时间	189时间2赏金邻近3金币生成489伤害5689易伤7核89序列升级a雷电
3	15112 62362	1	   	305.20	橙4易伤3伤害3时间	189时间2赏金邻近3金币生成4689易伤589伤害7核89序列升级a最后敌人
4	15112 62363	1	   	305.20	橙4易伤3伤害3时间	189时间2赏金邻近3金币生成4689易伤589伤害7核89序列升级a基地爆炸
5	15121 62362	1	   	305.20	橙4易伤3伤害3时间	189时间2赏金邻近3金币生成489伤害5689易伤7核89序列升级a最后敌人
6	15121 62363	1	   	305.20	橙4易伤3伤害3时间	189时间2赏金邻近3金币生成489伤害5689易伤7核89序列升级a基地爆炸
7	11316 26412	3	   	305.00	橙4易伤3伤害3时间	178时间258a易伤345伤害58序列升级6核9挖尘
8	11316 26412	2	   	305.00	橙4易伤3伤害3时间	178时间258a易伤345伤害58序列升级6核9挖尘
9	11316 26611	3	   	297.42	橙3易伤3伤害3时间2雷电	179时间259易伤345伤害59序列升级6核89雷电a最后敌人
10	11316 26611	2	   	297.42	橙3易伤3伤害3时间2雷电	179时间259易伤345伤害59序列升级6核89雷电a最后敌人
11	11316 26612	3	   	297.42	橙3易伤3伤害3时间2雷电	179时间259易伤345伤害59序列升级6核89雷电a敌人爆炸
12	11316 26612	2	   	297.42	橙3易伤3伤害3时间2雷电	179时间259易伤345伤害59序列升级6核89雷电a敌人爆炸
13	11316 26613	2	   	297.42	橙3易伤3伤害3时间2雷电	179时间259易伤345伤害59序列升级6核89雷电a随机矿
14	11316 26613	3	   	297.42	橙3易伤3伤害3时间2雷电	179时间259易伤345伤害59序列升级6核89雷电a随机矿
15	11316 26224	3	   	291.68	橙4易伤3伤害2时间	17时间259a易伤345伤害5序列升级6核8赏金塔
16	11316 26224	2	   	291.68	橙4易伤3伤害2时间	17时间259a易伤345伤害5序列升级6核8赏金塔
