0	Index      	 *	Score 	Summary	Detail	
1	22284 36144	 * 	321.09	DCR|3TLV|2VULN|3ASPD|1DMG|1AEBURN	18VULN|248ASPD|3MBVNT|568TLV|7RCR|8BPWR|9AEBURN|aDMG
2	22284 36136	 * 	305.65	DCR|3TLV|3VULN|3ASPD	18aVULN|248ASPD|3MBVNT|568TLV|7RCR|8BPWR|9BEXP
3	22284 36114	   	305.55	DCR|3TLV|3VULN|3ASPD	18aVULN|248ASPD|3MBVNT|568TLV|7RCR|8BPWR|9MDPS
4	22284 41642	 * 	303.45	DCR|3VULN|1TLV|3ASPD|2DMG	19aVULN|24aASPD|3MBVNT|5TLV|6LIT|7RCR|8aDMG|aBPWR
5	22237 15227	   	301.22	DCR|3VULN|2TLV|2ASPD|1AART	17aVULN|2aASPD|3MBVNT|4DUR|5FEWX|6AART|8RCR|9aTLV|aBPWR
6	22265 22227	   	301.22	DCR|3VULN|2TLV|2ASPD|1AART	15aVULN|2aASPD|3MBVNT|4AART|6LHND|7DUR|8RCR|9aTLV|aBPWR
7	22284 36142	   	301.03	DCR|3TLV|2VULN|3ASPD|1AEBURN	18VULN|248ASPD|3MBVNT|568TLV|7RCR|8BPWR|9AEBURN|aCGEN
8	22284 36143	   	301.03	DCR|3TLV|2VULN|3ASPD|1AEBURN	18VULN|248ASPD|3MBVNT|568TLV|7RCR|8BPWR|9AEBURN|aLIT
9	22284 36145	   	301.03	DCR|3TLV|2VULN|3ASPD|1AEBURN	18VULN|248ASPD|3MBVNT|568TLV|7RCR|8BPWR|9AEBURN|aBEXP
10	22284 36147	   	301.03	DCR|3TLV|2VULN|3ASPD|1AEBURN	18VULN|248ASPD|3MBVNT|568TLV|7RCR|8BPWR|9AEBURN|aLWND
11	22284 36111	   	300.93	DCR|3TLV|2VULN|3ASPD|1AEPOI	18VULN|248ASPD|3MBVNT|568TLV|7RCR|8BPWR|9MDPS|aAEPOI
12	22284 36141	   	300.93	DCR|3TLV|2VULN|3ASPD|1AEBURN	18VULN|248ASPD|3MBVNT|568TLV|7RCR|8BPWR|9AEBURN|aMDPS
13	22284 41622	   	295.89	DCR|2TLV|2VULN|2ASPD|2AEFBLL|1DMG	1aVULN|24ASPD|3MBVNT|5aTLV|6LIT|7RCR|8DMG|9aAEFBLL|aBPWR
14	22284 36135	   	294.61	DCR|3TLV|2VULN|3ASPD|1CDMG	18VULN|248ASPD|3MBVNT|568TLV|7RCR|8BPWR|9BEXP|aCDMG
15	22234 77227	   	293.18	DCR|2TLV|2VULN|1AEBURN|2DUR|1ASPD|1AART	1aVULN|2ASPD|3MBVNT|4aDUR|5AEBURN|6BEXP|7AART|8RCR|9aTLV|aBPWR
16	22237 11227	   	293.18	DCR|2TLV|2VULN|1AEBURN|2DUR|1ASPD|1AART	1aVULN|2ASPD|3MBVNT|4aDUR|5FEWX|6AART|7AEBURN|8RCR|9aTLV|aBPWR
17	22237 17227	   	293.18	DCR|2TLV|2VULN|1AEFBLL|2DUR|1ASPD|1AART	1aVULN|2ASPD|3MBVNT|4aDUR|5FEWX|6AART|7AEFBLL|8RCR|9aTLV|aBPWR
18	22284 11386	   	292.00	DCR|3VULN|2TLV|3ASPD	17aVULN|24aASPD|3MBVNT|5aTLV|6AAC|8RPLT|9RCR|aBPWR
19	22268 31713	   	291.97	DCR|2VULN|1TLV|2DMG|2ASPD|1CDMG|1AART	19VULN|29ASPD|3MBVNT|4AART|5CDMG|6AME|79DMG|8RCR|9BPWR|aTLV
20	22284 36115	   	291.87	DCR|3TLV|2VULN|3ASPD|1AART	18VULN|248ASPD|3MBVNT|568TLV|7RCR|8BPWR|9MDPS|aAART
