0	Index      	 *	Score 	Summary	Detail	
1	43221 41522	 * 	288.18	DCR|DCR|3DUR|2TLV|1DMG|1MSLTOX	156DUR|2DMG|3ERES|45TLV|5BPWR|7ASPD|89RCR|aMSLTOX
2	43221 41523	   	285.58	DCR|DCR|3DUR|2TLV|1DMG|1CDMG	156DUR|2DMG|3ERES|45TLV|5BPWR|7ASPD|89RCR|aCDMG
3	43221 41521	   	271.93	DCR|DCR|3DUR|2TLV|1DMG	156DUR|2DMG|3ERES|45TLV|5BPWR|7ASPD|89RCR|aBEXP
4	13115 31526	 * 	269.69	DCR|DCR|2VULN|1DMG|1DUR	1FEWX|2DMG|3BEXP|4MDPS|5DUR|6aVULN|7ASPD|89RCR
5	13315 31526	   	269.59	DCR|DCR|2VULN|1DMG|1DUR	1FEWX|2DMG|3DUST|4MDPS|5DUR|6aVULN|7ASPD|89RCR
6	32126 22351	 * 	263.38	DCR|DCR|1VULN|1TLV|1DUR|1AART	1RAT|2AART|3DUR|4TLV|5ASPD|6LIT|7aRCR|8BELT|9VULN
7	13515 32116	   	262.65	DCR|DCR|2VULN|1DMG|1DUR	17FEWX|2DMG|36VULN|4MDPS|5DUR|8TBNT|9aRCR
8	43221 33116	 * 	259.91	DCR|DCR|3TLV|2DUR|1DMG	15DUR|2DMG|3ERES|456TLV|5BPWR|7LWND|8TBNT|9aRCR
9	43221 35116	   	259.91	DCR|DCR|3TLV|2DUR|1DMG	15DUR|2DMG|3ERES|456TLV|5BPWR|7FEWX|8TBNT|9aRCR
10	13221 64236	 * 	259.54	DCR|DCR|2TLV|1VULN|1DMG	158FEWX|2DMG|3ERES|45TLV|5BPWR|6VULN|7aRCR|9LHND
11	13221 62116	   	259.34	DCR|DCR|2TLV|1VULN|1DMG	15FEWX|2DMG|3ERES|45TLV|5BPWR|6VULN|7MDPS|8TBNT|9aRCR
12	13115 31522	   	259.09	DCR|DCR|1VULN|1DMG|1MLV|1DUR	1FEWX|2DMG|3BEXP|4MDPS|5DUR|6VULN|7ASPD|89RCR|aMLV
13	13315 31522	   	258.99	DCR|DCR|1VULN|1DMG|1MLV|1DUR	1FEWX|2DMG|3DUST|4MDPS|5DUR|6VULN|7ASPD|89RCR|aMLV
