0	Index      	 *	Score 	Summary	Detail	
1	53262 32121	 * 	181.67	DCR|3DMG|2VULN|3CDMG	1BELT|27aCDMG|37CGEN|457DMG|6RCR|7aBPWR|8aBEXP|9aVULN
2	53262 32621	   	181.67	DCR|3DMG|2VULN|3CDMG	1BELT|27aCDMG|37CGEN|457DMG|6RCR|7aBPWR|8aLHND|9aVULN
3	55121 36223	 * 	181.21	DCR|3VULN|2DMG|1AART|1ASPD	1BELT|26DMG|3ERES|4LWND|567VULN|6BPWR|8RCR|9AART|aASPD
4	66321 32116	 * 	177.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUST|24VULN|3DUR|5AART|6RPLT|7RCR|8DMG|9ZMB|aCDMG
5	34213 51413	 * 	175.64	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2DUR|3ZMB|47aVULN|5RCR|6DMG|8AART|9RPLT
6	53262 32126	   	175.43	DCR|3DMG|2VULN|2CDMG	1BELT|27CDMG|37CGEN|457DMG|6RCR|7BPWR|8BEXP|9aVULN
7	55121 36222	   	174.27	DCR|3VULN|2DMG|1AART	1BELT|26DMG|3ERES|4LWND|567VULN|6BPWR|8RCR|9AART|aLHND
8	55121 36221	   	174.17	DCR|3VULN|2DMG|1AART	1BELT|26DMG|3ERES|4LWND|567VULN|6BPWR|8RCR|9AART|aDUST
9	31321 21543	 * 	173.91	DCR|3VULN|1AART|1DMG|2DUR	19LHND|2CGEN|39DUR|4DMG|5AART|6MGNSTR|7RCR|89aVULN|9BPWR
10	36214 22533	   	173.78	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD|1SELL	1LHND|245VULN|3ZMB|6ASPD|7DMG|8RCR|9SELL|aAART
11	26324 23314	 * 	173.63	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1MLV|2DLOT|3CDMG|48ZMB|57VULN|6RCR|9DMG|aAART
12	21534 13513	 * 	172.73	DCR|3VULN|1AART|1DMG|1CDMG	1MLV|2BEXP|37aVULN|4CDMG|5AART|6CGEN|8RCR|9DMG
