0	Index      	 *	Score 	Summary	Detail	
1	35533 12422	 * 	216.79	ACR|3DMG|1BASARM|1AART|1BEXP	1VULN|289DMG|3LWND|4BEXP|5RCR|6MDPS|7AART|aBASARM
2	51433 33232	 * 	202.00	ACR|2DMG|2BEXP|2VULN|2AAC|1CDMG	1RPLT|29DMG|3RCVC|4RCR|58AAC|69BEXP|79VULN|9BPWR|aCDMG
3	51433 33233	 * 	200.28	ACR|2DMG|3VULN|2BEXP|2AAC	1RPLT|29DMG|3RCVC|4RCR|58AAC|69BEXP|79aVULN|9BPWR
4	32233 62266	   	197.30	ACR|1BASARM|1DMG|1BEXP|1AART|1CDMG	1VULN|2FEWX|3BEXP|4DMG|5RCR|6DMSP|7LHND|8AART|9BASARM|aCDMG
5	32233 42266	   	197.20	ACR|1BASARM|1DMG|1BEXP|1CDMG|1AART	1VULN|2FEWX|3BEXP|4DMG|5RCR|6AEFBLL|7LHND|8AART|9BASARM|aCDMG
6	51433 33236	   	188.35	ACR|2DMG|2BEXP|2VULN|2AAC	1RPLT|29DMG|3RCVC|4RCR|58AAC|69BEXP|79VULN|9BPWR|aDUR
7	51433 33231	   	188.25	ACR|2DMG|2BEXP|2VULN|2AAC	1RPLT|29DMG|3RCVC|4RCR|58AAC|69BEXP|79VULN|9BPWR|aAIRARM
8	51433 33234	   	188.25	ACR|2DMG|2BEXP|2VULN|2AAC	1RPLT|29DMG|3RCVC|4RCR|58AAC|69BEXP|79VULN|9BPWR|aMDPS
9	51433 33235	   	188.25	ACR|2DMG|2BEXP|2VULN|2AAC	1RPLT|29DMG|3RCVC|4RCR|58AAC|69BEXP|79VULN|9BPWR|aTLV
10	52333 13221	   	187.28	ACR|1BASARM|2DMG|1AART	1RPLT|2TLV|3AART|4VULN|5RCR|6ERES|7MDPS|89DMG|aBASARM
11	35134 32613	 * 	187.17	ACR|2DMG|2BEXP|2VULN|1ASPD	19VULN|29DMG|3RCVC|4DMSP|5RCR|6LHND|7SNITOX|89BEXP|9BPWR|aASPD
12	31533 36325	 * 	187.17	ACR|2ASPD|2BEXP|2VULN|1DMG	19VULN|2DUST|39ASPD|4FEWX|5RCR|6DUR|7RPLT|89BEXP|9BPWR|aDMG
