0	Index      	*	Score	Code	Var
1	35336 33352	*	317.3	橙3雷电3易伤3伤害	178伤害278雷电3敌人爆炸4挖青5策反678易伤78序列升级9时间a核
2	35336 33362	 	313.6	橙3雷电3易伤3伤害	178伤害278雷电3敌人爆炸4挖青5策反678易伤78序列升级9核a随机矿
3	35336 33342	 	313.2	橙3雷电3易伤3伤害	178伤害278雷电3敌人爆炸4挖青5策反678易伤78序列升级9基地爆炸a核
4	35336 33361	 	312.2	橙3雷电3易伤3伤害	178伤害278雷电3敌人爆炸4挖青5策反678易伤78序列升级9核a金币生成
5	35336 33363	 	309.3	橙3雷电3易伤3伤害	178伤害278雷电3敌人爆炸4挖青5策反678易伤78序列升级9核a挖尘
6	43336 33352	*	301.5	橙3雷电3易伤3攻速	178雷电278攻速3敌人爆炸4挖青5策反678易伤78序列升级9时间a核
7	43336 33362	 	297.8	橙3雷电3易伤3攻速	178雷电278攻速3敌人爆炸4挖青5策反678易伤78序列升级9核a随机矿
8	43336 33342	 	297.4	橙3雷电3易伤3攻速	178雷电278攻速3敌人爆炸4挖青5策反678易伤78序列升级9基地爆炸a核
9	43336 33361	 	296.4	橙3雷电3易伤3攻速	178雷电278攻速3敌人爆炸4挖青5策反678易伤78序列升级9核a金币生成
10	43336 33363	 	293.6	橙3雷电3易伤3攻速	178雷电278攻速3敌人爆炸4挖青5策反678易伤78序列升级9核a挖尘
11	24121 15631	*	291.5	紫3雷电3易伤1伤害2时间1攻速	1核27机枪对壮37a易伤4冰对甲5攻速67a雷电7a序列升级8伤害9a时间
12	31623 22314	 	279.3	橙3易伤2雷电3伤害	124伤害24a序列升级34a易伤5掉矿6a雷电7全技能8核9a残血敌人
