0	Index      	*	Score	Code	Var
1	66311 23326	*	297.7	紫4易伤3雷电3时间1暴击	19a时间2全技能389a易伤4基地爆炸5核6暴击79a雷电9a序列升级
2	42123 31463	*	291.2	橙2雷电2易伤3伤害1全技能	18雷电289伤害3平台4时间5敌人爆炸6核78易伤8序列升级a全技能
3	42431 51231	*	290.4	橙3雷电2易伤2伤害2攻速	159雷电2a伤害3等级4a攻速6a易伤7立即金币8核a序列升级
4	42331 51231	 	290.4	橙3雷电2易伤2伤害2攻速	159雷电2a伤害3金币生成4a攻速6a易伤7立即金币8核a序列升级
5	43313 35231	 	288.7	橙3雷电2易伤2攻速1伤害2矿等	129雷电3a攻速4立即金币5伤害6a矿等7a易伤8核a序列升级
6	42431 52231	 	288.7	橙3雷电2易伤2伤害2攻速	159雷电2a伤害37等级4a攻速6a易伤8核a序列升级
7	42216 15344	*	287.6	橙3雷电3易伤2暴击1伤害	19a雷电2伤害3加一49暴击579易伤6核8平台9序列升级
8	12133 42515	*	287.1	橙3雷电3易伤2全技能	17冰对甲247易伤347雷电47序列升级5a全技能6立即金币8核9基地爆炸
9	42121 31463	*	286.3	橙3易伤2雷电3伤害	18雷电289伤害3平台4时间5最后敌人6核78a易伤8序列升级
10	41123 31463	*	284.3	橙3易伤2雷电2攻速1伤害	18雷电28攻速3平台4时间5敌人爆炸6核78a易伤8序列升级9伤害
11	42123 31453	 	284.1	橙3易伤2雷电2伤害	18雷电28伤害3平台4时间5敌人爆炸6核78a易伤8序列升级9策反
12	42123 31436	 	282.6	橙3雷电2易伤2伤害	18a雷电28伤害3平台4时间5敌人爆炸6核78易伤8序列升级9随机矿
13	42131 31463	 	282.2	橙3易伤2雷电3伤害	18雷电289伤害3平台4基地爆炸5最后敌人6核78a易伤8序列升级
14	42111 31463	 	281.9	橙2雷电2易伤3伤害1全技能	18雷电289伤害3平台4敌人爆炸5最后敌人6核78易伤8序列升级a全技能
15	41216 15344	 	281.2	橙3雷电3易伤2暴击1攻速	19a雷电2攻速3加一49暴击579易伤6核8平台9序列升级
16	41133 31463	 	280.2	橙3易伤2雷电2攻速1伤害	18雷电28攻速3平台4基地爆炸5敌人爆炸6核78a易伤8序列升级9伤害
17	42133 31453	 	280.0	橙3易伤2雷电2伤害	18雷电28伤害3平台4基地爆炸5敌人爆炸6核78a易伤8序列升级9策反
18	42623 31433	 	280.0	橙3易伤2雷电2伤害	18雷电28伤害3时间4平台5敌人爆炸6核78a易伤8序列升级9随机矿
19	42123 31433	 	280.0	橙3易伤2雷电2伤害	18雷电28伤害3平台4时间5敌人爆炸6核78a易伤8序列升级9随机矿
20	46323 31433	 	280.0	橙3易伤2雷电2伤害	18雷电2平台38伤害4时间5敌人爆炸6核78a易伤8序列升级9随机矿
21	42612 11263	 	279.7	橙2雷电2易伤1全技能1伤害2时间1暴击	17雷电2伤害37时间4暴击5等级67易伤7序列升级8核9敌人爆炸a全技能
22	42123 31414	 	279.0	橙3雷电2易伤2伤害	18a雷电28伤害3平台4时间5敌人爆炸6核78易伤8序列升级9残血敌人
23	42133 31436	 	278.4	橙3雷电2易伤2伤害	18a雷电28伤害3平台4基地爆炸5敌人爆炸6核78易伤8序列升级9随机矿
