0	Index      	 *	Score 	Summary	Detail	
1	23533 12142	 * 	438.04	ACR|DCR|2VULN|1MDPS|1CDMG|2DUR|1TLV	16RCR|24DUR|34VULN|4BPWR|5LHND|7CDMG|8BEXP|9TLV|aMDPS
2	23536 12242	   	438.04	ACR|DCR|2VULN|1MDPS|1CDMG|2DUR|1TLV	16RCR|24DUR|34VULN|4BPWR|5BEXP|7CDMG|8LWND|9TLV|aMDPS
3	23536 16112	 * 	428.22	ACR|DCR|3VULN|1MDPS|2DUR	16RCR|24DUR|348VULN|4BPWR|5BEXP|7RPLT|9CGEN|aMDPS
4	23114 55313	 * 	415.57	ACR|2MDPS|3VULN	1RCR|2DUR|3CGEN|4CANSTR|578VULN|6FEWX|9aMDPS
5	23134 55313	   	415.57	ACR|2MDPS|3VULN	1RCR|2DUR|3CGEN|4AIRARM|578VULN|6FEWX|9aMDPS
6	23533 12112	   	411.83	ACR|DCR|2VULN|1MDPS|1CDMG|2DUR	16RCR|24DUR|34VULN|4BPWR|5LHND|7CDMG|8BEXP|9CGEN|aMDPS
7	23533 12642	   	411.83	ACR|DCR|2VULN|1MDPS|1CDMG|2DUR	16RCR|24DUR|34VULN|4BPWR|5LHND|7CDMG|8CGEN|9LWND|aMDPS
8	23536 12212	   	411.83	ACR|DCR|2VULN|1MDPS|1CDMG|2DUR	16RCR|24DUR|34VULN|4BPWR|5BEXP|7CDMG|8LWND|9CGEN|aMDPS
9	16312 64313	 * 	411.78	DCR|2MDPS|2VULN	12CGEN|3DUR|48VULN|5BLAICY|6FEWX|7RCR|9aMDPS
10	16313 54313	   	411.78	DCR|2MDPS|2VULN	12CGEN|3DUR|48VULN|5LEGI|6MGNSTR|7RCR|9aMDPS
11	23533 12251	   	411.73	ACR|DCR|2VULN|1MDPS|1CDMG|2DUR	16RCR|24DUR|34VULN|4BPWR|5LHND|7CDMG|8RAT|9MDPS|aASPD
12	23533 12252	   	411.73	ACR|DCR|2VULN|1MDPS|1CDMG|2DUR	16RCR|24DUR|34VULN|4BPWR|5LHND|7CDMG|8RAT|9MDPS|aMSLFST
13	23533 12253	   	411.73	ACR|DCR|2VULN|1MDPS|1CDMG|2DUR	16RCR|24DUR|34VULN|4BPWR|5LHND|7CDMG|8RAT|9MDPS|aLIT
14	23533 12254	   	411.73	ACR|DCR|2VULN|1MDPS|1CDMG|2DUR	16RCR|24DUR|34VULN|4BPWR|5aLHND|7CDMG|8RAT|9MDPS
15	23533 12255	   	411.73	ACR|DCR|2VULN|1MDPS|1CDMG|2DUR	16RCR|24DUR|34VULN|4BPWR|5LHND|7CDMG|8RAT|9MDPS|aLWND
16	23533 12256	   	411.73	ACR|DCR|2VULN|1MDPS|1CDMG|2DUR	16RCR|24DUR|34VULN|4BPWR|5LHND|7CDMG|8RAT|9MDPS|aAETHUN
17	23533 12652	   	411.73	ACR|DCR|2VULN|1MDPS|1CDMG|2DUR|1MSE	16RCR|24DUR|34VULN|4BPWR|5LHND|7CDMG|8CGEN|9MSE|aMDPS
18	23533 12662	   	411.73	ACR|DCR|2VULN|1MDPS|1CDMG|2DUR	16RCR|24DUR|34VULN|4BPWR|5LHND|7CDMG|8CGEN|9AETHUN|aMDPS
19	23532 32111	 * 	411.63	ACR|2MDPS|2VULN|3DUR|1CDMG	1RCR|248DUR|34VULN|4BPWR|5RCVC|6CDMG|7aMDPS|9AEFBLL
20	23532 32423	   	411.63	ACR|2MDPS|2VULN|1CDMG|2DUR	1RCR|24DUR|34VULN|4BPWR|5RCVC|6CDMG|7aMDPS|8LHND|9FRZARM
21	23532 32431	   	411.63	ACR|2MDPS|2VULN|1CDMG|2DUR	1RCR|24DUR|34VULN|4BPWR|5RCVC|6CDMG|7aMDPS|8LHND|9BBNT
22	23532 32453	   	411.63	ACR|2MDPS|2VULN|1CDMG|2DUR	1RCR|24DUR|34VULN|4BPWR|5RCVC|6CDMG|7aMDPS|8LHND|9CANARM
23	23532 32531	   	411.63	ACR|2MDPS|2VULN|3DUR|1CDMG	1RCR|249DUR|34VULN|4BPWR|58RCVC|6CDMG|7aMDPS
