0	Index      	 *	Score 	Summary	Detail	Bounty	
1	45232 15223	 * 	312.76	橙3易伤3伤害3时间1等级2雷电	17a时间27a伤害38雷电4立即金币5等级67a易伤7a序列升级9核	5
2	31116 15623	 * 	295.50	橙3易伤2等级3时间3攻速	17a攻速2立即金币37a时间4雷电58等级67a易伤7a序列升级9核	4
3	32236 15623	   	295.50	橙3易伤2等级3时间3攻速	17a攻速27a时间3雷电4立即金币58等级67a易伤7a序列升级9核	4
4	45233 15223	   	286.46	橙3易伤3伤害3时间2雷电	17a时间27a伤害38雷电4立即金币5掉矿67a易伤7a序列升级9核	4
5	32161 61513	   	284.97	橙3易伤2伤害2时间1等级2攻速	17攻速27时间3低血量敌人49伤害567易伤7序列升级8等级a核	2
6	45232 13623	 * 	284.68	橙2易伤2等级3时间2伤害	16a时间2a伤害3雷电4立即金币58等级7a易伤9核a序列升级	6
7	41321 33452	 * 	284.36	橙4易伤2等级3时间	147时间2挖尘37等级5789易伤6额外掉落7序列升级a核	9
8	42322 23146	   	283.80	橙3易伤2等级2时间1伤害1暴击	17时间2低血量敌人37等级4加一57a易伤6核7序列升级8暴击9伤害	3
9	43322 23146	   	283.80	橙3易伤2等级2时间1伤害1暴击	17时间2最后敌人37等级4加一57a易伤6核7序列升级8暴击9伤害	3
10	31116 15223	   	283.03	橙3易伤3时间1等级3攻速2雷电	17a攻速2立即金币37a时间48雷电5等级67a易伤7a序列升级9核	4
11	32236 15223	   	283.03	橙3易伤3时间1等级3攻速2雷电	17a攻速27a时间38雷电4立即金币5等级67a易伤7a序列升级9核	4
