0	Index      	 *	Score 	Summary	Detail	Bounty	
1	61426 23122	 * 	296.33	橙2易伤3伤害3等级2时间2全技能	18a等级28时间37全技能4双倍矿58a伤害6核8a序列升级9a易伤	1
2	61426 23122	   	296.33	橙2易伤3伤害3等级2时间2全技能	18a等级28时间37全技能4双倍矿58a伤害6核8a序列升级9a易伤	2
3	61241 11412	 * 	284.68	橙4易伤2等级2暴击1时间1卖塔	18等级2时间38暴击4578易伤6卖塔8序列升级9核a攻速	1
4	61241 11412	 * 	284.68	橙4易伤2等级2暴击1时间1卖塔	18等级2时间38暴击4578易伤6卖塔8序列升级9核a攻速	2
5	61113 45312	 * 	281.07	橙4易伤2等级1时间2雷电	17等级2时间3789易伤4全技能5赏金邻近67雷电7序列升级a核	1
6	61113 45312	   	281.07	橙4易伤2等级1时间2雷电	17等级2时间3789易伤4全技能5赏金邻近67雷电7序列升级a核	2
7	61423 11412	 * 	278.21	橙3易伤2等级2时间2暴击1卖塔	18等级24时间38暴击578易伤6卖塔8序列升级9核a攻速	5
8	61121 23263	 * 	276.62	橙4易伤2等级2暴击1时间	1a等级2时间368a易伤4基地爆炸5敌人爆炸7核9a暴击a序列升级	1
9	61121 23263	   	276.62	橙4易伤2等级2暴击1时间	1a等级2时间368a易伤4基地爆炸5敌人爆炸7核9a暴击a序列升级	2
10	65131 23263	   	276.62	橙4易伤2等级2暴击1时间	1a等级2基地爆炸368a易伤4时间5敌人爆炸7核9a暴击a序列升级	2
11	61131 23263	   	276.52	橙4易伤2等级2暴击1时间	1a等级2时间368a易伤4挖尘5敌人爆炸7核9a暴击a序列升级	1
12	61131 23263	   	276.52	橙4易伤2等级2暴击1时间	1a等级2时间368a易伤4挖尘5敌人爆炸7核9a暴击a序列升级	2
13	61241 11411	   	276.37	橙4易伤2等级2暴击1时间1卖塔	18等级2时间38暴击4578易伤6卖塔8序列升级9核a平台	1
14	61241 11411	   	276.37	橙4易伤2等级2暴击1时间1卖塔	18等级2时间38暴击4578易伤6卖塔8序列升级9核a平台	2
15	61241 11413	   	276.27	橙4易伤2等级2暴击1时间1卖塔	18等级2时间38暴击4578易伤6卖塔8序列升级9核a赏金塔	1
16	61241 11413	   	276.27	橙4易伤2等级2暴击1时间1卖塔	18等级2时间38暴击4578易伤6卖塔8序列升级9核a赏金塔	2
17	63321 35115	 * 	273.25	橙3易伤2等级2伤害1时间	1a等级2最后敌人36a易伤4敌人爆炸5时间7a伤害8平台9核a序列升级	10
18	13343 25115	   	273.15	橙3易伤2等级2伤害1时间	1挖青2a等级34a易伤5最后敌人6时间7a伤害8平台9核a序列升级	10
19	13233 15443	 * 	272.04	橙3易伤2等级2时间1暴击	1挖青27等级3暴击4额外掉落57时间67a易伤7序列升级8雷电9核	2
20	63341 33322	 * 	271.24	橙4易伤2等级2时间	1a等级2最后敌人346a易伤5金币生成7策反8a时间9核a序列升级	9
21	31143 53212	   	271.14	橙4易伤2等级2时间	19矿等28时间3挖青479a易伤59等级6核9序列升级	9
22	61616 31212	   	271.14	橙4易伤2等级2时间	19等级24时间39矿等569a易伤7核8加一9序列升级	9
23	63346 33322	   	271.14	橙4易伤2等级2时间	1a等级2最后敌人346a易伤5掉矿7策反8a时间9核a序列升级	9
24	61516 31212	   	270.94	橙4易伤2等级2时间	19等级24时间39掉矿569a易伤7核8加一9序列升级	9
25	13365 22522	   	270.89	橙4易伤2等级2时间1卖塔	1挖青28等级3578易伤4卖塔68时间8序列升级9最后敌人a核	10
26	61314 61331	   	270.32	橙2易伤2等级2伤害1时间1暴击	19等级2时间3赏金塔49易伤5雷电6挖尘7核89伤害9序列升级a暴击	1
27	61314 61331	   	270.32	橙2易伤2等级2伤害1时间1暴击	19等级2时间3赏金塔49易伤5雷电6挖尘7核89伤害9序列升级a暴击	2
28	61423 11411	 * 	269.91	橙3易伤2等级2时间2暴击1卖塔	18等级24时间38暴击578易伤6卖塔8序列升级9核a平台	5
29	61423 11413	 * 	269.81	橙3易伤2等级2时间2暴击1卖塔	18等级24时间38暴击578易伤6卖塔8序列升级9核a赏金塔	5
30	61333 26314	 * 	268.72	橙3易伤2伤害2时间1等级	1等级2a时间3敌人爆炸4挖尘5a伤害6矿等78a易伤9核a序列升级	9
31	62241 11412	   	268.43	橙4易伤2等级2暴击1卖塔	18等级2最后敌人38暴击4578易伤6卖塔8序列升级9核a攻速	1
32	63241 11412	   	268.43	橙4易伤2等级2暴击1卖塔	18等级2最后敌人38暴击4578易伤6卖塔8序列升级9核a攻速	2
33	61341 23262	 * 	268.35	橙2易伤2等级3时间2暴击	1a等级256时间3敌人爆炸4a易伤7核8全技能9a暴击a序列升级	6
34	13364 31332	   	268.33	橙4易伤2等级2暴击1卖塔	1挖青28等级3689易伤4卖塔58暴击7核8序列升级a攻速	7
35	13241 11412	   	268.33	橙4易伤2等级2暴击1卖塔	1挖青28等级38暴击4578易伤6卖塔8序列升级9核a攻速	2
36	13364 31412	   	268.33	橙4易伤2等级2暴击1卖塔	1挖青28等级3678易伤4卖塔58暴击8序列升级9核a攻速	6
37	13441 11412	   	268.33	橙4易伤2等级2暴击1卖塔	1挖青28等级38暴击4578易伤6卖塔8序列升级9核a攻速	3
