0	Index      	 *	Score 	Summary	Detail	Bounty	
1	53131 51134	 * 	282.42	橙4易伤2等级1伤害1暴击	1a低血量敌人2暴击349a易伤5伤害6核7雷电8a等级a序列升级	1
2	63131 51134	   	282.42	橙4易伤2等级1伤害1暴击	1a基地爆炸2暴击349a易伤5伤害6核7雷电8a等级a序列升级	1
3	12342 26333	 * 	277.95	橙4易伤2等级2伤害	17矿等2掉矿3479易伤57等级6核7序列升级8a伤害	7
4	32342 26333	   	277.95	橙4易伤2等级2伤害	17金币生成2掉矿3479易伤57等级6核7序列升级8a伤害	7
5	12342 26334	   	276.62	橙4易伤2等级1伤害1时间	17矿等2掉矿3479易伤57等级6核7序列升级8伤害a时间	7
6	12342 26433	   	276.62	橙4易伤2等级1伤害1时间	17矿等2掉矿3479易伤57等级6核7序列升级8时间a伤害	7
7	12342 26513	   	276.62	橙4易伤2等级1伤害1时间	17矿等2掉矿3478易伤57等级6核7序列升级9时间a伤害	7
8	32342 26334	   	276.62	橙4易伤2等级1伤害1时间	17金币生成2掉矿3479易伤57等级6核7序列升级8伤害a时间	7
9	32342 26433	   	276.62	橙4易伤2等级1伤害1时间	17金币生成2掉矿3479易伤57等级6核7序列升级8时间a伤害	7
10	32342 26513	   	276.62	橙4易伤2等级1伤害1时间	17金币生成2掉矿3478易伤57等级6核7序列升级9时间a伤害	7
11	34442 23133	   	275.09	橙4易伤2伤害1等级1时间	1金币生成2489易伤3a伤害5等级6核7时间	8
12	34442 23133	   	275.09	橙4易伤2伤害1等级1时间	1金币生成2489易伤3a伤害5等级6核7时间	7
13	12342 26522	   	274.02	橙4易伤2等级1伤害1暴击	17矿等2掉矿3478易伤57等级6核7序列升级9暴击a伤害	7
14	32342 26523	   	274.02	橙4易伤2等级1伤害1暴击	17金币生成2掉矿3478易伤57等级6核7序列升级9暴击a伤害	7
15	24225 42541	 * 	272.46	橙3易伤3伤害2等级	1额外掉落2加一359易伤4赏金邻近69等级789伤害9序列升级a核	1
16	12342 26423	 * 	270.15	橙3易伤2等级2时间1伤害	17矿等2掉矿347易伤57等级6核7序列升级89时间a伤害	7
17	32342 26423	   	270.15	橙3易伤2等级2时间1伤害	17金币生成2掉矿347易伤57等级6核7序列升级89时间a伤害	7
18	12342 26332	   	268.67	橙4易伤2等级1伤害	17矿等2掉矿3479易伤57等级6核7序列升级8伤害a雷电	7
19	32342 26332	   	268.67	橙4易伤2等级1伤害	17金币生成2掉矿3479易伤57等级6核7序列升级8伤害a雷电	7
20	14442 23123	 * 	268.62	橙3易伤2伤害2时间1等级	1矿等248易伤3a伤害5等级6核79时间	8
21	34442 23123	   	268.62	橙3易伤2伤害2时间1等级	1金币生成248易伤3a伤害5等级6核79时间	7
22	34442 23123	   	268.62	橙3易伤2伤害2时间1等级	1金币生成248易伤3a伤害5等级6核79时间	8
23	22231 53525	 * 	268.14	橙3易伤3伤害2时间1全技能	1额外掉落278伤害37a策反47a易伤5全技能6核7a序列升级9a时间	3
24	22462 23163	 * 	267.03	橙5易伤3伤害	1额外掉落289伤害34789易伤5立即金币689金币生成89序列升级a核	2
25	23422 12514	   	266.61	橙3易伤2等级2攻速1时间2雷电	1额外掉落29雷电367易伤49攻速59等级8核9序列升级a时间	10
26	22411 52611	   	266.09	橙2易伤2伤害2时间1等级1暴击	1额外掉落27伤害37易伤4雷电5等级67时间7序列升级8核9敌人爆炸a暴击	2
27	16121 63112	   	265.93	橙3易伤2伤害2时间1暴击1全技能	18矿等2全技能349易伤58时间68伤害7核8序列升级a暴击	2
28	16422 63112	   	265.93	橙3易伤2伤害2时间1暴击1全技能	18矿等2全技能35时间489易伤68伤害7核8序列升级a暴击	2
29	34442 23131	   	265.81	橙4易伤1等级1伤害1时间	1金币生成2489易伤3伤害5等级6核7时间a攻速	7
30	34442 23131	   	265.81	橙4易伤1等级1伤害1时间	1金币生成2489易伤3伤害5等级6核7时间a攻速	8
31	16121 63163	 * 	265.51	橙3易伤3时间2伤害1全技能	18矿等2全技能34a易伤589时间68伤害7核8序列升级	2
32	16121 65123	   	265.51	橙3易伤3时间2伤害1全技能	17矿等2全技能34a易伤578时间67伤害7序列升级9核	2
33	22256 16131	   	265.11	橙3易伤2等级2伤害	1额外掉落27伤害3赏金塔478易伤5赏金邻近67等级7序列升级9雷电a核	2
34	12342 26431	   	264.86	橙4易伤2等级1时间	17矿等2掉矿3479易伤57等级6核7序列升级8时间a攻速	7
35	12342 26511	   	264.86	橙4易伤2等级1时间	17矿等2掉矿3478易伤57等级6核7序列升级9时间a攻速	7
36	32342 26431	   	264.86	橙4易伤2等级1时间	17金币生成2掉矿3479易伤57等级6核7序列升级8时间a攻速	7
37	32342 26511	   	264.86	橙4易伤2等级1时间	17金币生成2掉矿3478易伤57等级6核7序列升级9时间a攻速	7
