0	Index      	Bounty	 *	Score 	Summary	Detail	
1	56512 32123	9	 * 	289.87	橙4易伤2伤害3攻速1暴击	13a攻速237a易伤3a序列升级4金币生成5暴击6a伤害8随机矿9核
2	56252 32123	9	   	283.38	橙3易伤2伤害3攻速1等级1暴击	14a攻速27a易伤3等级5暴击6a伤害8随机矿9核a序列升级
3	56512 33123	9	 * 	282.89	橙3易伤3伤害3攻速1暴击	13a攻速23a易伤3a序列升级4金币生成5暴击67a伤害8随机矿9核
4	56252 33123	9	   	272.13	橙2易伤3伤害3攻速1等级1暴击	14a攻速2a易伤3等级5暴击67a伤害8随机矿9核a序列升级
5	21133 11523	7	 * 	272.12	橙3易伤3伤害3雷电1暴击	1平台289雷电3暴击489伤害5矿等6低血量敌人789易伤89序列升级a核
6	56113 15332	10	 * 	267.58	橙2易伤2伤害2时间1等级1暴击1攻速	1攻速29易伤3低血量敌人4基地爆炸59时间6暴击7核89伤害9序列升级a等级
7	61343 15332	10	   	267.58	橙2易伤2伤害2时间1等级1暴击1攻速	1基地爆炸29易伤3低血量敌人4攻速59时间6暴击7核89伤害9序列升级a等级
8	21136 22522	4	 * 	267.48	橙3易伤3暴击3雷电1伤害1等级	1平台289雷电389暴击4伤害5等级689易伤7核89序列升级a金币生成
9	21136 22521	4	   	267.38	橙3易伤3暴击3雷电1伤害1等级	1平台289雷电389暴击4伤害5等级689易伤7核89序列升级a挖尘
10	21136 22523	4	   	267.38	橙3易伤3暴击3雷电1伤害1等级	1平台289雷电389暴击4伤害5等级689易伤7核89序列升级a掉矿
11	21136 22526	4	   	267.38	橙3易伤3暴击3雷电1伤害1等级	1平台289雷电389暴击4伤害5等级689易伤7核89序列升级a赏金塔
12	64252 11323	8	   	264.86	橙3易伤2伤害1等级2雷电1攻速	1基地爆炸29伤害3等级4攻速59雷电6低血量敌人789易伤9序列升级a核
13	56113 15333	10	 * 	264.55	橙2易伤3时间2伤害1暴击1攻速	1攻速29易伤3低血量敌人4基地爆炸59a时间6暴击7核89伤害9序列升级
14	61343 15333	10	   	264.55	橙2易伤3时间2伤害1暴击1攻速	1基地爆炸29易伤3低血量敌人4攻速59a时间6暴击7核89伤害9序列升级
15	61223 23151	9	 * 	262.88	橙4易伤2时间1等级1卖塔	19基地爆炸2689易伤3雷电4等级5卖塔79时间9序列升级a核
16	21133 22545	5	 * 	262.62	橙4易伤1伤害2暴击2雷电	1平台28雷电38暴击4伤害5矿等689a易伤7核8序列升级
17	56512 32221	10	   	262.47	橙4易伤2攻速1伤害1暴击	13攻速2379易伤3序列升级4金币生成5暴击6伤害8挖青a核
18	53212 36531	4	   	262.23	橙2易伤2伤害2时间1等级1攻速	1攻速28最后敌人3等级4a时间58易伤6雷电78伤害8序列升级9核
19	36324 35122	4	   	261.82	橙4易伤1伤害1时间1全技能	1策反258a易伤3伤害4雷电6时间7全技能9核
20	61224 23151	9	 * 	260.69	橙3易伤2时间1等级2雷电1暴击	19基地爆炸268易伤39雷电4等级5暴击79时间9序列升级a核
