0	Index      	 *	Score 	Summary	Detail	
1	14243 34113	 * 	318.30	DCR|DCR|2VULN|2DMG|1MLV	1DUST|23VULN|45DMG|6aRCR|7MLV|8AART|9RPLT
2	45223 31215	 * 	305.02	DCR|DCR|4VULN|1DMG|1ZMB	138aVULN|25LHND|4DMG|69RCR|7ZMB
3	14243 36113	   	300.77	DCR|DCR|2VULN|2DMG	1DUST|23VULN|45DMG|6aRCR|7CGEN|8AART|9RPLT
4	42233 33615	 * 	299.75	DCR|DCR|3VULN|1DMG|1ASPD	12aVULN|2BPWR|3ASPD|45LHND|69RCR|7DMSP|8DMG
5	42233 31215	 * 	298.61	DCR|DCR|4VULN|1ASPD|1ZMB	128aVULN|2BPWR|3ASPD|45LHND|69RCR|7ZMB
6	42236 31215	 * 	298.61	DCR|DCR|4VULN|1ASPD|1ZMB	128aVULN|2BPWR|3ASPD|4LHND|5RCVC|69RCR|7ZMB
7	42241 31215	 * 	298.51	DCR|DCR|4VULN|1ASPD|1ZMB	128aVULN|2BPWR|3ASPD|4TLV|5AME|69RCR|7ZMB
8	42262 13215	 * 	295.90	ACR|DCR|4VULN|2ASPD|1CDMG|1SELL	126aVULN|26BPWR|36ASPD|49RCR|5SELL|7CDMG|8LHND
9	43626 31212	   	294.16	DCR|DCR|3VULN|1DMG|1ZMB	138VULN|2LWND|4DMG|5RCVC|69RCR|7ZMB|aDUR
10	45223 31212	   	294.16	DCR|DCR|3VULN|1DMG|1ZMB	138VULN|25LHND|4DMG|69RCR|7ZMB|aDUR
11	45226 31212	   	294.16	DCR|DCR|3VULN|1DMG|1ZMB	138VULN|2LHND|4DMG|5RCVC|69RCR|7ZMB|aDUR
12	14343 34113	   	292.00	DCR|DCR|2DMG|1VULN|1MLV	1DUST|2VULN|3AELOIC|45DMG|6aRCR|7MLV|8AART|9RPLT
