0	Index      	 *	Score 	Summary	Detail	
1	21113 12321	 * 	397.50	DCR|2VULN|1MDPS|2CDMG|1TLV|1DUR	17CDMG|27RAT|3RMIN|4DUR|5TLV|67VULN|7BPWR|8RCR|9RPLT|aMDPS
2	21112 45321	   	397.40	DCR|2VULN|1MDPS|2CDMG|1TLV|1DUR	16CDMG|2RAT|3RMIN|4DUR|56VULN|6BPWR|7TLV|8RCR|9RPLT|aMDPS
3	24331 21611	 * 	387.54	ACR|3VULN|1MDPS|3CDMG|1DUR	128CDMG|28BPWR|3RCR|468VULN|58ZMB|7RPLT|9DUR|aMDPS
4	24335 21611	   	387.34	ACR|3VULN|1MDPS|3CDMG|1DUR	128CDMG|28BPWR|3RCR|468VULN|5NUKE|7RPLT|9DUR|aMDPS
5	24336 21611	   	387.34	ACR|3VULN|1MDPS|3CDMG|1DUR	128CDMG|28BPWR|3RCR|468VULN|58ASPD|7RPLT|9DUR|aMDPS
6	33533 16333	 * 	381.45	DCR|2VULN|1MDPS|2DMG|2DUR	17DMG|27VULN|3LWND|4BBNT|5FEWX|67DUR|7BPWR|8RCVC|9RCR|aMDPS
7	33533 16433	   	381.45	DCR|2VULN|1MDPS|2DMG|2DUR	17DMG|27VULN|38LWND|4BBNT|5FEWX|67DUR|7BPWR|9RCR|aMDPS
8	33536 16333	   	381.35	DCR|2VULN|1MDPS|2DMG|2DUR	17DMG|27VULN|3LWND|4BBNT|5DUST|67DUR|7BPWR|8RCVC|9RCR|aMDPS
9	33431 46333	   	381.25	DCR|2VULN|1MDPS|2DMG|2DUR	17DMG|27VULN|3BEXP|4BBNT|58DUR|67DUST|7BPWR|9RCR|aMDPS
10	33411 21133	   	377.31	DCR|2VULN|1MDPS|1TLV|1DMG|1DUR	1DMG|25VULN|3BEXP|4ERES|6TLV|7DUR|8BBNT|9RCR|aMDPS
11	63134 31133	 * 	374.83	DCR|3VULN|1MDPS|1DUR	13AME|235VULN|3BPWR|4FEWX|6LWND|7DUR|8BBNT|9RCR|aMDPS
12	63134 41133	   	374.83	DCR|3VULN|1MDPS|1DUR	13AME|235VULN|3BPWR|4FEWX|6BEXP|7DUR|8BBNT|9RCR|aMDPS
13	63154 31133	   	374.83	DCR|3VULN|1MDPS|1DUR	13AME|235VULN|3BPWR|4BEXP|6LWND|7DUR|8BBNT|9RCR|aMDPS
14	63334 31133	   	374.83	DCR|3VULN|1MDPS|1DUR	1AME|235VULN|4FEWX|6LWND|7DUR|8BBNT|9RCR|aMDPS
15	63334 41133	   	374.83	DCR|3VULN|1MDPS|1DUR	1AME|235VULN|4FEWX|6BEXP|7DUR|8BBNT|9RCR|aMDPS
16	63354 31133	   	374.83	DCR|3VULN|1MDPS|1DUR	1AME|235VULN|4BEXP|6LWND|7DUR|8BBNT|9RCR|aMDPS
17	63133 41133	   	374.73	DCR|3VULN|1MDPS|1DUR	13AME|236VULN|3BPWR|4FEWX|5DUST|7DUR|8BBNT|9RCR|aMDPS
18	63153 41133	   	374.73	DCR|3VULN|1MDPS|1DUR	13AME|236VULN|3BPWR|4BEXP|5DUST|7DUR|8BBNT|9RCR|aMDPS
19	63163 41133	   	374.73	DCR|3VULN|1MDPS|1DUR	13AME|236VULN|3BPWR|4LWND|5DUST|7DUR|8BBNT|9RCR|aMDPS
20	63333 41133	   	374.73	DCR|3VULN|1MDPS|1DUR	1AME|236VULN|4FEWX|5DUST|7DUR|8BBNT|9RCR|aMDPS
21	63353 41133	   	374.73	DCR|3VULN|1MDPS|1DUR	1AME|236VULN|4BEXP|5DUST|7DUR|8BBNT|9RCR|aMDPS
22	63363 41133	   	374.73	DCR|3VULN|1MDPS|1DUR	1AME|236VULN|4LWND|5DUST|7DUR|8BBNT|9RCR|aMDPS
23	21114 12321	   	371.30	DCR|2VULN|1MDPS|2CDMG|1DUR	17CDMG|27RAT|3RMIN|4DUR|5CGEN|67VULN|7BPWR|8RCR|9RPLT|aMDPS
24	33431 66333	   	368.99	DCR|2VULN|1MDPS|2DMG|1DUR	17DMG|27VULN|3BEXP|4BBNT|5DUR|67LWND|7BPWR|8RCVC|9RCR|aMDPS
25	33531 46333	   	368.79	DCR|2VULN|1MDPS|2DMG|1DUR	17DMG|27VULN|3LWND|4BBNT|5DUR|67DUST|7BPWR|8RCVC|9RCR|aMDPS
