0	Index      	 *	Score 	Summary	Detail	
1	21113 63311	 * 	278.58	橙橙3易伤1全技能1暴击	1全技能2低血量敌人36a易伤4随机矿5立即金币79核8暴击
2	31431 43252	 * 	277.26	橙橙2易伤2雷电1伤害	1核弹26易伤3伤害4a雷电5时间7金币生成89核
3	31432 13254	 * 	273.66	橙橙1易伤1等级1伤害1暴击1雷电	1核弹2易伤3伤害4雷电5等级6掉矿7金币生成89核a暴击
4	31432 13252	 * 	270.22	橙橙1易伤1等级2雷电1伤害	1核弹2易伤3伤害4a雷电5等级6掉矿7金币生成89核
5	21113 63314	   	270.09	橙橙2易伤1全技能1暴击1攻速	1全技能2低血量敌人36易伤4随机矿5立即金币79核8暴击a攻速
6	31431 43251	   	267.05	橙橙2易伤1伤害1雷电	1核弹26易伤3伤害4雷电5时间7金币生成89核a基地爆炸
7	31431 43253	   	267.05	橙橙2易伤1伤害1雷电	1核弹26易伤3伤害4雷电5时间7金币生成89核a最后敌人
8	52314 36211	   	262.08	橙橙3易伤1雷电	1烈焰减费2头目35a易伤4雷电6双倍矿79核8加一
9	31432 13251	   	260.01	橙橙1易伤1等级1伤害1雷电	1核弹2易伤3伤害4雷电5等级6掉矿7金币生成89核a基地爆炸
10	31432 13253	   	260.01	橙橙1易伤1等级1伤害1雷电	1核弹2易伤3伤害4雷电5等级6掉矿7金币生成89核a最后敌人
11	31432 13255	   	260.01	橙橙1易伤1等级1伤害1雷电	1核弹2易伤3伤害4雷电5等级6掉矿7金币生成89核a低血量敌人
12	31432 13256	   	260.01	橙橙1易伤1等级1伤害1雷电	1核弹2易伤3伤害4雷电5等级6掉矿7金币生成89核a平台
13	21113 63313	   	256.44	橙橙2易伤1全技能1暴击	1全技能2低血量敌人36易伤4随机矿5立即金币79核8暴击a基地爆炸
14	21113 63315	   	256.44	橙橙2易伤1全技能1暴击	1全技能2低血量敌人36易伤4随机矿5立即金币79核8暴击a随机技能
15	21113 63316	   	256.44	橙橙2易伤1全技能1暴击	1全技能2a低血量敌人36易伤4随机矿5立即金币79核8暴击
16	21113 63312	   	256.34	橙橙2易伤1全技能1暴击	1全技能2低血量敌人36易伤4随机矿5立即金币79核8暴击a爆破对壮
17	21113 13311	   	256.34	橙橙2易伤1全技能1暴击	1全技能2低血量敌人3a易伤4随机矿5立即金币6烈焰减费79核8暴击
18	21135 33311	   	256.34	橙橙2易伤1全技能1暴击	1全技能24低血量敌人3a易伤5风暴减费6金币生成79核8暴击
19	34111 22411	   	255.65	橙橙1易伤1等级1矿等1雷电	1核弹2策反35头目4雷电69核7矿等8等级a易伤
20	66326 31123	 * 	254.92	橙3易伤2伤害3时间2暴击1雷电	179时间2立即金币37暴击4赏金塔579易伤6核79序列升级89伤害a雷电
21	51632 13222	 * 	254.68	橙橙2等级1易伤1矿等	14烈焰减费2赏金邻近34等级4序列升级5防空对愈6矿等7防空对甲89核a易伤
22	31431 23254	   	254.39	橙橙1易伤1伤害1暴击1雷电	1核弹2易伤3伤害4雷电5时间6烈焰减费7金币生成89核a暴击
23	52332 35522	   	253.49	橙橙1易伤1等级1攻速1雷电	1烈焰减费2头目3易伤4攻速5等级6防空对甲7雷电8a核9激光对绿
24	26363 51111	 * 	252.92	紫橙2等级1易伤2暴击1全技能2时间	1全技能27时间39核48最后敌人57暴击67等级7序列升级a易伤
25	31431 23252	   	250.95	橙橙1易伤2雷电1伤害	1核弹2易伤3伤害4a雷电5时间6烈焰减费7金币生成89核
26	24113 63136	   	249.63	橙橙2易伤1全技能	1全技能2基地爆炸36易伤4随机矿5立即金币7a核8掉矿9时间
27	25113 63136	   	249.63	橙橙2易伤1全技能	1全技能2敌人爆炸36易伤4随机矿5立即金币7a核8掉矿9时间
