0	Index      	 *	Score 	Summary	Detail	
1	11336 52512	 * 	283.17	ACR|DCR|3VULN|1FLTARM|1TLV|1DUR|1SELL	1SELL|2aRCR|3TLV|4DUR|5FLTARM|678VULN|9LHND
2	63122 42222	 * 	282.54	DCR|DCR|1VULN|1FLTARM|1TLV|1DUR|1CDMG	1CDMG|2LWND|3AME|4VULN|5TLV|6aRCR|7FLTARM|8CGEN|9DUR
3	36313 26334	 * 	270.75	DCR|DCR|2VULN|2DUR|1MLV	15DUR|2BELT|39VULN|4BOSS|6AETHUN|7MLV|8aRCR
4	36311 36314	 * 	270.59	DCR|DCR|2VULN|2MLV|1DUR	1DUR|2BELT|36VULN|4BOSS|5LEGI|79MLV|8aRCR
5	36312 36314	   	270.59	DCR|DCR|2VULN|2MLV|1DUR	1DUR|2BELT|36VULN|4BOSS|5DUST|79MLV|8aRCR
6	36121 32324	 * 	268.89	DCR|DCR|2VULN|1TLV|1DUR	1DUR|2BELT|3ERES|49VULN|5TLV|6CGEN|7LIT|8aRCR
7	63122 42262	   	268.89	DCR|DCR|1VULN|1FLTARM|1TLV|1CDMG	1CDMG|2LWND|3AME|4VULN|5TLV|6aRCR|7FLTARM|8CGEN|9LHND
8	63122 42212	   	268.79	DCR|DCR|1VULN|1FLTARM|1TLV|1CDMG	1CDMG|2LWND|3AME|4VULN|5TLV|6aRCR|7FLTARM|8CGEN|9LEGI
9	63122 42232	   	268.79	DCR|DCR|1VULN|1FLTARM|1TLV|1CDMG	1CDMG|2LWND|3AME|4VULN|5TLV|6aRCR|7FLTARM|8CGEN|9DUST
10	65122 42212	   	268.79	DCR|DCR|1VULN|1FLTARM|1TLV|1CDMG	1CDMG|2LEGI|3AME|4VULN|5TLV|6aRCR|7FLTARM|8CGEN|9LHND
11	31124 25224	 * 	267.59	ACR|DCR|2VULN|2DUR|1TLV|1DMG	13DUR|2BOSS|47RCR|5RPLT|6TLV|8DMG|9aVULN
12	36333 32324	 * 	264.93	DCR|DCR|3VULN|1DUR	1DUR|2BELT|349VULN|5BEXP|6CGEN|7LIT|8aRCR
13	13333 25321	 * 	262.51	DCR|DCR|2VULN|1DMG|1DUR|1SELL	1SELL|2DUR|3RPLT|4FEWX|5MDPS|6aRCR|78VULN|9DMG
14	31612 24234	 * 	259.07	ACR|DCR|3VULN|2DUR|1MLV	18DUR|2BOSS|3MLV|4BELT|5aRCR|68AEFRZ|789VULN|8BPWR
15	31221 14364	   	258.19	DCR|DCR|1VULN|2DUR|1MLV|1AART	18DUR|2BOSS|3AART|4LWND|5TBNT|6VULN|7MLV|9aRCR
16	31231 14364	   	258.09	DCR|DCR|1VULN|2DUR|1MLV|1AART	18DUR|2BOSS|3AART|4LEGI|5TBNT|6VULN|7MLV|9aRCR
17	36313 26314	 * 	256.84	DCR|DCR|1VULN|2MLV|2DUR	15DUR|2BELT|3VULN|4BOSS|6AETHUN|79MLV|8aRCR
18	31262 12364	   	256.34	DCR|DCR|1VULN|1TLV|1DUR|1AART	1DUR|2BOSS|3AART|4TLV|5LHND|6BEXP|7VULN|8MDPS|9aRCR
19	31262 12524	   	256.34	DCR|DCR|1VULN|1TLV|1DUR|1AART	1DUR|2BOSS|3AART|4TLV|5LHND|6BEXP|7VULN|8BBNT|9aRCR
20	31261 12524	   	256.24	DCR|DCR|1VULN|1TLV|1DUR|1AART	1DUR|2BOSS|3AART|4TLV|5DUST|6BEXP|7VULN|8BBNT|9aRCR
21	36333 32344	   	255.24	DCR|DCR|2VULN|2DUR	19DUR|2BELT|34VULN|5BEXP|6CGEN|7LIT|8aRCR
22	36121 32344	 * 	255.14	DCR|DCR|1VULN|2DUR|1TLV	19DUR|2BELT|3ERES|4VULN|5TLV|6CGEN|7LIT|8aRCR
23	33521 13246	 * 	254.65	DCR|DCR|2TLV|1DMG|1DUR|1CDMG	1DUR|2BEXP|3CDMG|48TLV|5DMG|6RAT|7MULARM|9aRCR
