0	Index      	 *	Score 	Summary	Detail	Bounty	
1	12441 13274	 * 	308.79	橙4易伤2等级2伤害2时间	17时间2加一3567易伤47伤害7序列升级8a等级9核	2
2	12641 13274	   	308.79	橙4易伤2等级2伤害2时间	17时间2加一3567易伤47伤害7序列升级8a等级9核	3
3	12441 13272	 * 	308.12	橙5易伤2伤害2时间1等级	17时间2加一3567a易伤47伤害7序列升级8等级9核	2
4	12641 13272	   	308.12	橙5易伤2伤害2时间1等级	17时间2加一3567a易伤47伤害7序列升级8等级9核	3
5	42324 33262	   	298.18	橙4易伤2伤害2时间1等级	1随机矿237a易伤4攻速57时间67伤害7序列升级8等级9核	4
6	42324 33262	   	298.18	橙4易伤2伤害2时间1等级	1随机矿237a易伤4攻速57时间67伤害7序列升级8等级9核	5
7	12441 13271	   	289.77	橙4易伤2伤害2时间1等级	17时间2加一3567易伤47伤害7序列升级8等级9核a基地爆炸	2
8	12441 13273	   	289.77	橙4易伤2伤害2时间1等级	17时间2加一3567易伤47伤害7序列升级8等级9核a矿等	2
9	12441 13277	   	289.77	橙4易伤2伤害2时间1等级	17时间2加一3567易伤47伤害7序列升级8等级9核a敌人爆炸	2
10	12641 13271	   	289.77	橙4易伤2伤害2时间1等级	17时间2加一3567易伤47伤害7序列升级8等级9核a基地爆炸	3
11	12641 13273	   	289.77	橙4易伤2伤害2时间1等级	17时间2加一3567易伤47伤害7序列升级8等级9核a矿等	3
12	12641 13277	   	289.77	橙4易伤2伤害2时间1等级	17时间2加一3567易伤47伤害7序列升级8等级9核a敌人爆炸	3
13	12441 83272	   	289.77	橙4易伤2伤害2时间1等级	17时间2加一357a易伤47伤害6立即金币7序列升级8等级9核	2
14	12641 83272	   	289.77	橙4易伤2伤害2时间1等级	17时间2加一357a易伤47伤害6立即金币7序列升级8等级9核	3
15	12441 13276	   	289.67	橙4易伤2伤害2时间1等级	17时间2加一3567易伤47伤害7序列升级8等级9核a掉矿	2
16	12641 13276	   	289.67	橙4易伤2伤害2时间1等级	17时间2加一3567易伤47伤害7序列升级8等级9核a掉矿	3
17	13231 13255	   	288.12	橙3易伤2等级2时间1伤害	14时间24等级3全技能4序列升级56a易伤7伤害8攻速9核	3
18	12441 83274	   	287.74	橙3易伤2等级2伤害2时间	17时间2加一357易伤47伤害6立即金币7序列升级8a等级9核	2
19	12641 83274	   	287.74	橙3易伤2等级2伤害2时间	17时间2加一357易伤47伤害6立即金币7序列升级8a等级9核	3
20	12441 13872	 * 	287.53	橙4易伤3伤害2时间	17时间2加一3567易伤478伤害7序列升级9攻速a核	2
21	12641 13872	   	287.53	橙4易伤3伤害2时间	17时间2加一3567易伤478伤害7序列升级9攻速a核	3
22	12321 13274	   	287.29	橙4易伤2等级2时间2攻速	17时间2加一37攻速4567易伤7序列升级8a等级9核	2
23	12321 13272	   	286.62	橙5易伤2时间1等级2攻速	17时间2加一37攻速4567a易伤7序列升级8等级9核	2
24	13562 26212	   	285.10	橙2易伤2等级2伤害2时间1暴击	1a时间25等级3a易伤4暴击6随机矿7核8雷电9a伤害a序列升级	2
25	13234 13651	 * 	284.76	橙2易伤2等级3时间2全技能2雷电1暴击	149时间24等级37全技能49序列升级59雷电69易伤8核a暴击	3
26	52131 32413	 * 	281.73	橙3易伤3时间1等级3攻速1暴击	147攻速2立即金币347易伤47序列升级567时间8等级9暴击a核	7
27	13321 52341	   	281.46	橙3易伤2等级2伤害1时间	1时间2a等级3金币生成4掉矿58a易伤6攻速7核9a伤害a序列升级	9
28	13321 55261	   	281.46	橙3易伤2等级2伤害1时间	1时间2a等级3金币生成4掉矿58a易伤6攻速7a伤害9核a序列升级	8
29	13231 12335	   	280.70	橙4易伤2等级2时间	14时间24等级3全技能4序列升级569a易伤7挖尘8核	3
30	13231 15436	   	280.70	橙4易伤2等级2时间	14时间24等级3全技能4序列升级568a易伤7赏金邻近9核	3
31	13231 14615	   	279.81	橙3易伤2等级2时间1伤害	14时间24等级3全技能4序列升级56a易伤7随机矿8核9伤害	3
32	12441 13823	   	279.23	橙4易伤3伤害2时间	17时间2加一3567易伤478伤害7序列升级9额外掉落a核	2
33	12641 13823	   	279.23	橙4易伤3伤害2时间	17时间2加一3567易伤478伤害7序列升级9额外掉落a核	3
34	42316 63212	   	278.96	橙3易伤2等级2伤害1暴击	1随机矿23a易伤4基地爆炸5a等级6核7暴击8雷电9a伤害a序列升级	5
