0	Index      	 *	Score 	Summary	Detail	
1	13132 22622	 * 	404.48	DCR|2MDPS|1VULN|1TLV|1DMG|1DUR	1FEWX|2DMG|3MLV|4BEXP|5DUR|6TLV|7VULN|8RCR|9aMDPS
2	13324 22622	   	404.48	DCR|2MDPS|1VULN|1TLV|1DMG|1DUR	1FEWX|2DMG|3DUR|4RMIN|5LHND|6TLV|7VULN|8RCR|9aMDPS
3	13422 22622	   	404.48	DCR|2MDPS|1VULN|1TLV|1DMG|1DUR	1FEWX|2DMG|3BEXP|4RMIN|5DUR|6TLV|7VULN|8RCR|9aMDPS
4	15234 12622	   	404.48	DCR|2MDPS|1VULN|1TLV|1DMG|1DUR	1FEWX|2CGEN|3TLV|4DUR|5LHND|6DMG|7VULN|8RCR|9aMDPS
5	15334 12622	   	404.48	DCR|2MDPS|1VULN|1TLV|1DMG|1DUR	1FEWX|2CGEN|3DUR|4TLV|5LHND|6DMG|7VULN|8RCR|9aMDPS
6	23234 12622	   	404.48	DCR|2MDPS|1VULN|1TLV|1DMG|1DUR	1CGEN|2LWND|3TLV|4DUR|5LHND|6DMG|7VULN|8RCR|9aMDPS
7	23315 22622	   	404.48	DCR|2MDPS|1VULN|1TLV|1DMG|1DUR	1CGEN|2LWND|3DUR|4FEWX|5DMG|6TLV|7VULN|8RCR|9aMDPS
8	23325 22622	   	404.48	DCR|2MDPS|1VULN|1TLV|1DMG|1DUR	1CGEN|2LWND|3DUR|4LHND|5DMG|6TLV|7VULN|8RCR|9aMDPS
9	25234 12622	   	404.48	DCR|2MDPS|1VULN|1TLV|1DMG|1DUR	1CGEN|2FEWX|3TLV|4DUR|5LHND|6DMG|7VULN|8RCR|9aMDPS
10	25334 12622	   	404.48	DCR|2MDPS|1VULN|1TLV|1DMG|1DUR	1CGEN|2FEWX|3DUR|4TLV|5LHND|6DMG|7VULN|8RCR|9aMDPS
11	54323 22622	   	404.48	DCR|2MDPS|1VULN|1TLV|1DMG|1DUR	1DMG|2LWND|3DUR|4LHND|5CGEN|6TLV|7VULN|8RCR|9aMDPS
12	55132 22622	   	404.48	DCR|2MDPS|1VULN|1TLV|1DMG|1DUR	1DMG|2FEWX|3MLV|4BEXP|5DUR|6TLV|7VULN|8RCR|9aMDPS
13	13142 22622	   	404.38	DCR|2MDPS|1VULN|1TLV|1DMG|1DUR	1FEWX|2DMG|3MLV|4DUST|5DUR|6TLV|7VULN|8RCR|9aMDPS
14	13234 42622	   	404.38	DCR|2MDPS|1VULN|1TLV|1DMG|1DUR	1FEWX|2DMG|3TLV|4DUR|5LHND|6ERES|7VULN|8RCR|9aMDPS
15	13334 42622	   	404.38	DCR|2MDPS|1VULN|1TLV|1DMG|1DUR	1FEWX|2DMG|3DUR|4TLV|5LHND|6ERES|7VULN|8RCR|9aMDPS
16	13364 22622	   	404.38	DCR|2MDPS|1VULN|1TLV|1DMG|1DUR	1FEWX|2DMG|3DUR|4ERES|5LHND|6TLV|7VULN|8RCR|9aMDPS
17	13432 42622	   	404.38	DCR|2MDPS|1VULN|1TLV|1DMG|1DUR	1FEWX|2DMG|3BEXP|4TLV|5DUR|6ERES|7VULN|8RCR|9aMDPS
18	13462 22622	   	404.38	DCR|2MDPS|1VULN|1TLV|1DMG|1DUR	1FEWX|2DMG|3BEXP|4ERES|5DUR|6TLV|7VULN|8RCR|9aMDPS
