0	Index      	Bounty	 *	Score 	Summary	Detail	
1	26127 13334	10	 * 	297.16	橙4易伤3伤害2等级1时间	157伤害27等级3加一478a易伤6核7序列升级9时间
2	14241 41331	10	 * 	295.66	橙5易伤2伤害2时间	1a时间2379a易伤4矿等5掉矿6a伤害8核a序列升级
3	23512 12563	3	 * 	295.64	橙5易伤3伤害2雷电	19a伤害25雷电3479a易伤69a低血量敌人8核9a序列升级
4	14224 63231	10	 * 	295.48	橙5易伤2时间2攻速1等级	1a时间2347a易伤5等级6掉矿8a攻速9核a序列升级
5	14222 12154	10	   	292.98	橙5易伤2时间2攻速1暴击	19时间23459易伤6策反7暴击89攻速9序列升级a核
6	26127 13333	8	   	291.91	橙4易伤3伤害2等级1攻速	157伤害27等级3加一478a易伤6核7序列升级9攻速
7	23415 11316	1	   	291.44	橙4易伤2伤害1等级1时间1暴击	13伤害2357易伤3序列升级4时间6暴击8等级9金币生成a核
8	23435 11334	1	   	291.34	橙4易伤2伤害1等级1时间1暴击	13伤害2357易伤3序列升级4挖青6暴击8等级9时间a核
9	23415 11234	1	   	289.67	橙4易伤2伤害2时间1暴击	13伤害2357易伤3序列升级4a时间6暴击8赏金邻近9核
10	14141 41331	10	 * 	289.35	橙4易伤3时间2伤害	13a时间279a易伤4矿等5掉矿6a伤害8核a序列升级
11	14124 63231	10	 * 	289.16	橙4易伤3时间2攻速1等级	13a时间247a易伤5等级6掉矿8a攻速9核a序列升级
12	26127 13154	10	   	288.17	橙3易伤3伤害2等级1时间1暴击	157伤害27等级3加一47a易伤6核7序列升级8时间9暴击
13	26127 13334	9	   	288.17	橙3易伤3伤害2等级1时间1暴击	157伤害27等级3加一478易伤6核7序列升级9时间a暴击
14	14216 33336	10	 * 	286.91	橙4易伤2时间2等级1伤害	17时间237a易伤4最后敌人5伤害67等级7序列升级8核9雷电
15	14122 12154	10	   	286.66	橙4易伤3时间2攻速1暴击	139时间2459易伤6策反7暴击89攻速9序列升级a核
16	26181 12832	10	 * 	285.52	橙3易伤3伤害3等级1时间1攻速	189伤害289等级3加一4攻速5掉矿6核789易伤89序列升级a时间
17	26127 13338	10	   	285.52	橙3易伤3伤害2等级1时间1攻速	157伤害27等级3加一478易伤6核7序列升级9时间a攻速
18	14242 13336	10	   	284.53	橙4易伤2伤害2时间	17时间237a易伤4矿等5低血量敌人67伤害7序列升级8核9雷电
19	16254 43348	10	 * 	284.45	橙3易伤2伤害2时间2等级1攻速	17时间2加一368易伤47伤害57等级7序列升级9攻速a核
20	14212 13336	10	   	284.43	橙4易伤2伤害2时间	17时间237a易伤4最后敌人5掉矿67伤害7序列升级8核9雷电
21	22315 24315	9	   	284.24	橙3易伤3时间2伤害2全技能	18伤害2最后敌人378时间489易伤56全技能8序列升级a核
22	23522 58423	5	   	284.19	橙4易伤2伤害2时间1卖塔	1a伤害2雷电368a易伤4卖塔5加一7a时间9核a序列升级
23	23522 64423	7	   	284.19	橙4易伤2伤害2时间1卖塔	1a伤害2雷电368a易伤4卖塔5加一7a时间9核a序列升级
24	23522 68423	6	   	284.19	橙4易伤2伤害2时间1卖塔	1a伤害2雷电368a易伤4卖塔5加一7a时间9核a序列升级
25	23415 11235	1	   	283.40	橙4易伤2伤害1时间1暴击	13伤害2357易伤3序列升级4时间6暴击8赏金邻近9核a雷电
26	23346 23125	2	   	283.22	橙4易伤2伤害2等级	19伤害2雷电3全技能4赏金邻近569a易伤7核89等级9序列升级
27	26127 13344	8	   	282.92	橙3易伤3伤害2等级1暴击1攻速	157伤害27等级3加一478易伤6核7序列升级9暴击a攻速
28	24114 63484	7	 * 	282.46	橙3易伤3伤害3时间	18a伤害2随机矿3加一4最后敌人58a易伤6核78a时间8a序列升级9赏金邻近
29	11222 54182	8	 * 	282.39	橙4易伤3时间3攻速1卖塔	179时间279攻速3随机矿4679易伤5卖塔79序列升级8加一a核
30	26127 13346	8	   	281.58	橙3易伤3伤害2等级1暴击	157伤害27等级3加一478易伤6核7序列升级9暴击a全技能
31	23415 11233	1	 * 	281.40	橙4易伤2伤害2暴击1时间	13伤害2357易伤3序列升级4时间6a暴击8赏金邻近9核
32	26127 13344	10	   	280.91	橙4易伤3伤害2等级	157伤害27等级3加一478a易伤6核7序列升级9基地爆炸
33	26127 12331	10	   	280.88	橙5易伤2伤害1等级	15伤害2等级3加一4789a易伤6核
34	23421 63523	1	   	280.85	橙4易伤2伤害1等级1攻速	13伤害2359易伤3序列升级4攻速6金币生成7雷电8核a等级
35	23422 12523	1	   	280.85	橙4易伤2伤害1等级1攻速	13伤害2379易伤3序列升级4攻速5雷电6金币生成8核a等级
36	26127 13313	10	   	280.81	橙4易伤3伤害2等级	157伤害27等级3加一478a易伤6核7序列升级9双倍物品
