0	Index      	Bounty	 *	Score 	Summary	Detail	
1	16311 63611	9	 * 	298.71	橙3易伤3伤害3时间1等级	178易伤28a伤害3等级4基地爆炸589时间6核8序列升级
2	13233 15224	10	 * 	297.85	橙4易伤2伤害2暴击1等级1时间	189a易伤2等级3a暴击4低血量敌人5时间6a伤害7核a序列升级
3	13221 48625	10	 * 	294.15	橙4易伤3时间3暴击1等级	179a易伤2等级37a暴击47a时间5加一6随机矿7a序列升级8核
4	16311 61612	10	   	293.79	橙3易伤3伤害2时间1等级	18a易伤278伤害3等级4基地爆炸58时间6核8序列升级9雷电
5	16312 63623	9	 * 	293.74	橙4易伤3伤害1等级1时间	1789易伤289伤害3等级4基地爆炸589敌人爆炸6核89序列升级a时间
6	16311 63622	10	   	293.14	橙3易伤2伤害2时间1等级1暴击	178易伤28伤害3等级4基地爆炸58时间6核8序列升级9全技能a暴击
7	11522 13363	5	   	292.82	橙3易伤3时间2伤害1等级	159易伤2平台359时间4随机矿59序列升级6核79伤害8全技能a等级
8	16311 63623	10	   	292.72	橙3易伤3时间2伤害1等级	178易伤28伤害3等级4基地爆炸58a时间6核8序列升级9全技能
9	16311 63621	8	 * 	292.47	橙4易伤2伤害2时间1等级	178a易伤28伤害3等级4基地爆炸58时间6核8序列升级9低血量敌人
10	16311 63631	9	   	292.37	橙4易伤2伤害2时间1等级	178a易伤28伤害3等级4基地爆炸58时间6核8序列升级9挖尘
11	45333 32631	4	 * 	291.98	橙4易伤3伤害2时间	168伤害2金币生成37立即金币48时间568a易伤68序列升级9核
12	12523 22346	3	 * 	291.93	橙4易伤3时间3雷电1伤害	1578易伤24随机矿378时间678雷电78序列升级9核a伤害
13	12533 22346	4	   	291.93	橙4易伤3时间3雷电1伤害	1578易伤2随机矿378时间4双倍矿678雷电78序列升级9核a伤害
14	13413 15224	10	   	291.54	橙4易伤2伤害1等级1时间1暴击	189a易伤2等级3a最后敌人4暴击5时间6a伤害7核a序列升级
