0	Index      	 *	Score 	Summary	Detail	
1	13214 43261	 * 	301.80	橙3雷电2易伤2等级1伤害	19易伤2敌人爆炸369雷电4随机矿5时间7伤害89等级9序列升级a核
2	22121 43346	 * 	293.16	橙2易伤2等级1雷电1矿等2时间	18时间2随机矿3双倍秒伤48等级58易伤6赏金邻近7核8序列升级9矿等a雷电
3	13221 62844	 * 	289.08	橙3雷电2易伤2伤害1等级	19易伤2敌人爆炸389雷电49伤害5加一6技能7核9序列升级a等级
4	11623 35613	 * 	287.05	橙3易伤1等级1雷电1伤害1暴击	126易伤3全技能4暴击5时间7伤害8核9雷电a等级
5	12623 35613	   	287.05	橙3易伤1等级1雷电1伤害1暴击	126易伤2序列升级3全技能4暴击5时间7伤害8核9雷电a等级
6	21221 55141	 * 	285.31	橙3易伤2雷电1等级1伤害	1时间29a易伤36雷电4伤害5加一7等级8核
7	33212 32345	 * 	285.02	橙3矿等2等级1雷电1易伤1伤害	19敌人爆炸2爆破对轻39等级4雷电5易伤689矿等7核9序列升级a伤害
8	13255 32343	 * 	283.78	橙3矿等2易伤2雷电1等级	19易伤2敌人爆炸39雷电4等级5毒液对毒689矿等7核9序列升级a时间
9	13256 32343	   	283.78	橙3矿等2易伤2雷电1等级	19易伤2敌人爆炸39雷电4等级5加农对毒689矿等7核9序列升级a时间
10	21215 43261	   	283.37	橙3雷电2等级1易伤1伤害2时间	19时间2易伤369雷电4随机矿5低血量敌人7伤害89等级9序列升级a核
11	13222 41211	 * 	281.19	橙2易伤2等级2伤害1雷电	15易伤2敌人爆炸3雷电45伤害5序列升级68等级7时间9额外掉落a核
12	11332 35643	 * 	281.13	橙橙3易伤1矿等	129易伤3赏金塔4矿等5时间6平台7a核8赏金邻近
13	12332 35643	   	281.13	橙橙3易伤1矿等	129易伤2序列升级3赏金塔4矿等5时间6平台7a核8赏金邻近
14	13222 43241	   	280.96	橙2易伤2雷电1等级2伤害	15易伤2敌人爆炸38雷电45伤害5序列升级6等级7额外掉落9时间a核
15	33212 32356	 * 	278.90	橙2易伤2等级2矿等1雷电	1敌人爆炸2爆破对轻39等级4雷电5a易伤68矿等7核
16	21221 55148	   	276.82	橙2易伤2雷电1等级1伤害1暴击	1时间29易伤36雷电4伤害5加一7等级8核a暴击
17	13222 62663	 * 	276.20	橙2易伤3伤害1等级1雷电	15易伤2敌人爆炸3雷电456伤害5序列升级7赏金邻近8等级9爆破对壮a核
18	13221 55141	   	275.65	橙3易伤2雷电1等级1伤害	19a易伤2敌人爆炸36雷电4伤害5加一7等级8核
19	31221 55141	   	275.65	橙3易伤2雷电1等级1伤害	1敌人爆炸29a易伤36雷电4伤害5加一7等级8核
20	51221 55141	   	275.65	橙3易伤2雷电1等级1伤害	1低血量敌人29a易伤36雷电4伤害5加一7等级8核
21	31214 43261	   	275.59	橙3雷电2等级1易伤1伤害	19敌人爆炸2易伤369雷电4随机矿5时间7伤害89等级9序列升级a核
22	51212 43261	   	275.59	橙3雷电2等级1易伤1伤害	19低血量敌人2易伤369雷电4随机矿5时间7伤害89等级9序列升级a核
23	33212 32343	   	274.62	橙3矿等2等级1雷电1易伤	19敌人爆炸2爆破对轻39等级4雷电5易伤689矿等7核9序列升级a时间
24	13255 32341	   	274.12	橙3矿等2易伤2雷电1等级	19易伤2敌人爆炸39雷电4等级5毒液对毒689矿等7核9序列升级a低血量敌人
25	13256 32341	   	274.12	橙3矿等2易伤2雷电1等级	19易伤2敌人爆炸39雷电4等级5加农对毒689矿等7核9序列升级a低血量敌人
26	13255 32342	   	274.02	橙3矿等2易伤2雷电1等级	19易伤2敌人爆炸39雷电4等级5毒液对毒689矿等7核9序列升级a技能点
27	13256 32342	   	274.02	橙3矿等2易伤2雷电1等级	19易伤2敌人爆炸39雷电4等级5加农对毒689矿等7核9序列升级a技能点
28	13222 43351	 * 	273.12	橙3易伤2伤害1等级1雷电	159易伤2敌人爆炸3雷电45伤害5序列升级6等级7额外掉落8基地爆炸a核
29	23211 14521	 * 	273.00	橙2等级2雷电2矿等3时间	15a时间2爆破对轻3a等级45雷电5a序列升级6核7技能点8全技能9a矿等
30	23311 14561	   	273.00	橙2等级2雷电2矿等3时间	15a时间2爆破对轻3a矿等45雷电5a序列升级6核7技能点8全技能9a等级
31	23211 65513	   	272.76	橙3雷电2等级1易伤2时间	15时间2爆破对轻3a等级458雷电5序列升级6易伤7赏金邻近9核
32	23211 65512	   	272.28	橙3雷电1等级1易伤1伤害2时间	15时间2爆破对轻3等级458雷电5序列升级6易伤7赏金邻近9核a伤害
