0	Index      	Bounty	 *	Score 	Summary	Detail	
1	25313 61215	10	 * 	305.20	橙4易伤3伤害3时间	19a伤害2立即金币379a易伤4挖尘5低血量敌人69a时间8核9a序列升级
2	42122 22226	10	 * 	297.74	橙3易伤3时间2伤害3攻速	138易伤236攻速368序列升级468时间5双倍矿78伤害9随机矿a核
3	42124 22226	10	   	297.74	橙3易伤3时间2伤害3攻速	138易伤236攻速368序列升级468时间5立即金币78伤害9随机矿a核
4	42162 25121	9	 * 	295.41	橙4易伤3攻速2时间3暴击	1378易伤235攻速357序列升级457暴击67时间9挖尘a核
5	32165 42362	1	 * 	290.32	橙3易伤3伤害3暴击1等级	157暴击2加一357伤害4全技能57序列升级679易伤8核a等级
6	42113 61211	10	   	289.37	橙4易伤2时间3攻速1伤害	1379易伤239攻速39序列升级4挖尘5低血量敌人69时间8核a伤害
7	42113 61214	9	   	289.37	橙4易伤2时间3攻速1伤害	1379易伤239攻速39序列升级4挖尘5低血量敌人69时间8核a伤害
8	42142 34211	10	   	289.37	橙4易伤3攻速2时间2暴击	139a易伤238攻速39序列升级4策反59暴击69时间7核
9	42163 24211	10	   	289.37	橙4易伤3攻速2时间2暴击	139a易伤238攻速39序列升级49暴击59时间6随机矿7核
10	42113 61215	9	   	282.96	橙4易伤2时间3攻速1暴击	1379易伤239攻速39序列升级4挖尘5低血量敌人69时间8核a暴击
11	42113 61216	10	   	282.96	橙4易伤2时间3攻速1暴击	1379易伤239攻速39序列升级4挖尘5低血量敌人69时间8核a暴击
12	24231 44246	8	   	282.86	橙3易伤3时间2伤害1等级1核弹	18伤害2核弹358时间4加一689易伤7核8序列升级a等级
13	42122 21413	10	 * 	282.73	橙4易伤3时间3攻速	1379易伤236攻速369序列升级469时间5双倍矿89最后敌人a核
14	42124 21413	10	   	282.73	橙4易伤3时间3攻速	1379易伤236攻速369序列升级469时间5立即金币89最后敌人a核
15	24231 44236	9	   	282.46	橙3易伤3伤害3时间1核弹	18a伤害2核弹358时间4加一68a易伤7核8a序列升级9a策反
16	24231 44246	9	   	282.36	橙3易伤3伤害3时间1核弹	18a伤害2核弹358时间4加一68a易伤7核8a序列升级9随机矿
17	32165 42318	1	   	279.66	橙2易伤3伤害3暴击1等级1时间	157暴击2加一357伤害4全技能57序列升级67易伤8核9时间a等级
18	46133 21132	9	   	278.73	橙3易伤2攻速2等级1伤害2全技能2雷电	138易伤23等级38序列升级48雷电58攻速67全技能9伤害a核
19	32165 42314	1	 * 	277.99	橙2易伤3伤害2时间3暴击	157暴击2加一357伤害4全技能57序列升级67易伤8核9a时间
20	46163 22332	8	   	277.57	橙4易伤2等级1伤害1时间1暴击	1389易伤23等级3序列升级4暴击5时间6核7低血量敌人a伤害
21	13121 12642	10	   	277.29	橙4易伤3伤害1时间	137金币生成237a易伤37序列升级4时间5掉矿678伤害9核
22	13154 21311	3	 * 	276.32	橙4易伤2伤害3攻速	138金币生成235a易伤358序列升级458攻速6立即金币78伤害9核
23	24231 44285	10	   	276.27	橙3易伤3时间2伤害1核弹	18伤害2核弹358时间4加一68a易伤7核8序列升级9全技能
24	25313 61213	9	   	276.12	橙4易伤2伤害2时间	19伤害2立即金币379a易伤4挖尘5低血量敌人69时间8核9序列升级
25	24233 84411	10	   	276.02	橙4易伤2伤害2时间1核弹	18伤害2核弹38时间4加一578a易伤6平台8序列升级9核
26	24233 84417	9	   	276.02	橙4易伤2伤害2时间1核弹	18伤害2核弹38时间4加一578a易伤6平台8序列升级9核
27	13163 25413	9	   	275.39	橙4易伤2伤害1时间1暴击	139金币生成239a易伤39序列升级4暴击5时间6核79伤害8平台
28	36514 33112	7	 * 	275.33	橙3易伤3时间3暴击2等级	124暴击346时间46a序列升级56a易伤7核8a敌人爆炸9a等级
29	36514 33322	8	   	275.33	橙3易伤3时间3暴击2等级	124暴击346时间46a序列升级56a易伤7核8a等级9a低血量敌人
30	36514 33322	9	   	275.33	橙3易伤3时间3暴击2等级	124暴击346时间46a序列升级56a易伤7核8a等级9a最后敌人
