0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22632 13262	9	 * 	305.20	橙5易伤3伤害2雷电	14679易伤2策反39雷电569伤害69序列升级8全技能a核
2	23663 15311	7	 * 	293.67	橙3易伤3伤害3时间1攻速	178易伤2低血量敌人378伤害4攻速5矿等678时间78序列升级9随机矿a核
3	22133 44341	5	   	282.99	橙3易伤3伤害2时间1暴击	168易伤28策反3暴击469伤害5平台68序列升级78时间a核
4	31612 13641	10	 * 	282.95	紫3易伤3时间2伤害3等级2暴击	1核267时间39伤害479易伤567等级679序列升级89暴击a雷电
5	23643 15311	7	   	282.66	橙3易伤3伤害3时间	178易伤2低血量敌人378伤害4策反5矿等678时间78序列升级9随机矿a核
6	31614 31523	2	 * 	281.24	紫3易伤3伤害3时间2等级1攻速	1核269时间39a易伤4攻速5赏金塔7a等级89a伤害9a序列升级
7	31214 31523	1	   	281.24	紫3易伤3伤害3时间2等级1攻速	1核29a易伤369时间4攻速5赏金塔7a等级89a伤害9a序列升级
8	21632 13366	7	   	280.91	橙4易伤3伤害3雷电	167a易伤2金币生成34a雷电56a伤害6a序列升级8核9赏金邻近
9	31111 26323	1	 * 	279.12	紫5易伤3伤害3攻速	1核2689a易伤38a伤害4挖尘5金币生成78a攻速8a序列升级
10	31661 11523	7	 * 	278.37	紫4易伤3时间2伤害2攻速	1核26a时间3a伤害4掉矿5678易伤6a序列升级9a攻速
11	24243 16113	8	   	278.21	橙5易伤2等级2暴击1攻速	1278a易伤3攻速4平台5a等级6核9a暴击a序列升级
12	26243 16113	8	   	278.21	橙5易伤2等级2暴击1攻速	1278a易伤2a序列升级3攻速4平台5a等级6核9a暴击
13	24612 31153	9	   	278.04	橙3易伤2伤害2时间1暴击1攻速	124易伤39伤害5暴击68时间7攻速a核
14	26612 31153	9	   	278.04	橙3易伤2伤害2时间1暴击1攻速	124易伤2序列升级39伤害5暴击68时间7攻速a核
15	24243 15323	7	 * 	277.83	橙5易伤3攻速3等级1卖塔	1289a易伤38a攻速4平台58a等级6核7卖塔8a序列升级
16	26243 15323	7	 * 	277.83	橙5易伤3攻速3等级1卖塔	1289a易伤28a序列升级38a攻速4平台58a等级6核7卖塔
17	36211 13344	7	 * 	276.90	紫5易伤3时间2伤害	1核2随机矿3478a易伤58敌人爆炸68a时间8a序列升级9a伤害
18	36212 13344	7	   	276.70	紫5易伤3时间2伤害	1核2随机矿3478a易伤58挖尘68a时间8a序列升级9a伤害
19	31252 23344	1	   	276.55	紫5易伤3时间2伤害1卖塔	1核2467a易伤34a时间4a序列升级5平台8卖塔9a伤害
20	23615 32633	7	   	276.50	橙4易伤2伤害1时间2雷电	1478易伤26低血量敌人37伤害57雷电7序列升级9核a时间
21	21632 13351	7	   	276.40	橙4易伤2伤害1等级2雷电	1679易伤2金币生成34雷电56伤害6序列升级8核a等级
22	21632 13353	7	   	276.40	橙4易伤2伤害1时间2雷电	1679易伤2金币生成34雷电56伤害6序列升级8核a时间
23	24611 22132	7	   	276.26	橙4易伤2伤害2暴击1攻速	1249易伤39伤害5矿等6双倍物品7攻速89暴击9序列升级a核
24	26611 22132	7	   	276.26	橙4易伤2伤害2暴击1攻速	1249易伤29序列升级39伤害5矿等6双倍物品7攻速89暴击a核
25	21622 13366	7	   	275.90	橙4易伤3伤害2雷电	167a易伤24金币生成3a雷电56a伤害6a序列升级8核9赏金邻近
26	21632 13355	7	   	275.80	橙4易伤3伤害2雷电	1679易伤2金币生成34雷电56a伤害6序列升级8核
27	31612 11523	7	   	275.79	紫3易伤3时间2伤害2攻速2等级	1核26a时间3a伤害478易伤56等级6a序列升级9a攻速
