0	Index      	Bounty	 *	Score 	Summary	Detail	
1	56332 16211	8	 * 	297.11	橙4易伤3伤害2暴击1时间1卖塔	18暴击268伤害3568易伤4卖塔68序列升级7核9时间a策反
2	56332 16212	8	 * 	297.11	橙4易伤3伤害2暴击1时间1卖塔	18暴击268伤害3568易伤4卖塔68序列升级7核9时间a敌人爆炸
3	56332 16223	8	 * 	297.11	橙4易伤3伤害2暴击1时间1卖塔	18暴击268伤害3568易伤4卖塔68序列升级7核9敌人爆炸a时间
4	56332 16231	9	 * 	297.11	橙4易伤3伤害2暴击1时间1卖塔	18暴击268伤害3568易伤4卖塔68序列升级7核9时间a策反
5	56332 16231	10	 * 	297.11	橙4易伤3伤害2暴击1时间1卖塔	18暴击268伤害3568易伤4卖塔68序列升级7核9时间a敌人爆炸
6	56332 16232	9	 * 	297.11	橙4易伤3伤害2暴击1时间1卖塔	18暴击268伤害3568易伤4卖塔68序列升级7核9时间a敌人爆炸
7	56332 16233	10	 * 	297.11	橙4易伤3伤害2暴击1时间1卖塔	18暴击268伤害3568易伤4卖塔68序列升级7核9时间a基地爆炸
8	56332 16233	8	 * 	297.11	橙4易伤3伤害2暴击1等级1卖塔	18暴击268伤害3568易伤4卖塔68序列升级7核9双倍矿a等级
9	56332 16232	10	 * 	297.01	橙4易伤3伤害2暴击1时间1卖塔	18暴击268伤害3568易伤4卖塔68序列升级7核9时间a掉矿
10	56332 36233	10	 * 	294.31	橙5易伤2伤害2暴击1卖塔	18暴击28伤害3568a易伤4卖塔7核8序列升级9全技能
11	56332 36231	10	 * 	291.02	橙4易伤2伤害2暴击1时间1卖塔	18暴击28伤害3568易伤4卖塔7核8序列升级9全技能a时间
12	56332 36233	9	 * 	291.02	橙4易伤2伤害2暴击1时间1卖塔	18暴击28伤害3568易伤4卖塔7核8序列升级9全技能a时间
13	56332 35113	8	 * 	284.65	橙5易伤2伤害2暴击1卖塔	17暴击27伤害3567a易伤4卖塔7序列升级8平台9核
14	56332 36221	8	 * 	281.36	橙4易伤2伤害2暴击1等级1卖塔	18暴击28伤害3568易伤4卖塔7核8序列升级9基地爆炸a等级
15	56332 36221	9	 * 	281.36	橙4易伤2伤害2暴击1等级1卖塔	18暴击28伤害3568易伤4卖塔7核8序列升级9最后敌人a等级
16	56332 36231	8	 * 	281.11	橙4易伤2伤害2暴击1等级2卖塔	18暴击28伤害3568易伤49卖塔7核8序列升级a等级
17	56332 16221	8	 * 	280.86	橙4易伤3伤害2暴击1卖塔	18暴击268伤害3568易伤4卖塔68序列升级7核9敌人爆炸a策反
18	56332 16222	8	 * 	280.86	橙4易伤3伤害2暴击1卖塔	18暴击268伤害3568易伤4卖塔68序列升级7核9a敌人爆炸
19	56332 16231	8	 * 	280.86	橙4易伤3伤害2暴击1卖塔	18暴击268伤害3568易伤4卖塔68序列升级7核9双倍矿a最后敌人
20	56332 16221	9	 * 	280.76	橙4易伤3伤害2暴击1卖塔	18暴击268伤害3568易伤4卖塔68序列升级7核9加一a策反
21	56332 16221	10	 * 	280.76	橙4易伤3伤害2暴击1卖塔	18暴击268伤害3568易伤4卖塔68序列升级7核9加一a敌人爆炸
22	56332 16222	9	 * 	280.76	橙4易伤3伤害2暴击1卖塔	18暴击268伤害3568易伤4卖塔68序列升级7核9加一a敌人爆炸
23	56332 16223	10	 * 	280.76	橙4易伤3伤害2暴击1卖塔	18暴击268伤害3568易伤4卖塔68序列升级7核9加一a额外掉落
24	56332 16224	9	 * 	280.76	橙4易伤3伤害2暴击1卖塔	18暴击268伤害3568易伤4卖塔68序列升级7核9加一a最后敌人
25	56332 16232	8	 * 	280.76	橙4易伤3伤害2暴击1卖塔	18暴击268伤害3568易伤4卖塔68序列升级7核9双倍矿a掉矿
26	56332 16222	10	 * 	280.66	橙4易伤3伤害2暴击1卖塔	18暴击268伤害3568易伤4卖塔68序列升级7核9加一a掉矿
27	56332 16224	10	 * 	280.66	橙4易伤3伤害2暴击1卖塔	18暴击268伤害3568易伤4卖塔68序列升级7核9加一a挖尘
28	56332 36211	8	 * 	280.66	橙4易伤3伤害2暴击1卖塔	18暴击28a伤害3568易伤4卖塔7核8序列升级9掉矿
29	51114 36151	9	 * 	278.40	橙4易伤2时间1伤害2暴击	17暴击2加一37时间4挖青5679易伤7序列升级8伤害a核
30	51114 36221	8	   	278.40	橙4易伤2时间1伤害2暴击	17暴击2加一37时间4挖青5678易伤7序列升级9伤害a核
31	35313 42413	1	 * 	277.58	橙3易伤2伤害2攻速2等级1暴击	18攻速2暴击38伤害47等级5策反68a易伤8序列升级9核
32	13412 34124	9	   	276.46	橙3易伤2伤害2攻速1等级1时间	18矿等28伤害3等级47攻速568易伤8序列升级9时间a核
33	33441 33624	6	   	274.97	橙3易伤2伤害2攻速1等级2雷电	19攻速29伤害3等级45雷电679易伤8加一9序列升级a核
34	56332 36231	9	 * 	274.77	橙4易伤2伤害2暴击1卖塔	18暴击28伤害3568易伤4卖塔7核8序列升级9全技能a基地爆炸
35	56333 36233	10	 * 	274.77	橙4易伤2伤害2暴击1卖塔	18暴击28伤害368a易伤4卖塔5立即金币7核8序列升级9全技能
36	56332 36232	9	 * 	274.67	橙4易伤2伤害2暴击1卖塔	18暴击28伤害3568易伤4卖塔7核8序列升级9全技能a掉矿
37	51114 36263	8	   	274.59	橙4易伤2时间2暴击1等级	17暴击2加一37时间4挖青5678易伤7序列升级9核a等级
38	56333 16211	8	 * 	274.47	橙3易伤3伤害2暴击1时间1卖塔	18暴击268伤害368易伤4卖塔5立即金币68序列升级7核9时间a策反
39	56333 16212	8	 * 	274.47	橙3易伤3伤害2暴击1时间1卖塔	18暴击268伤害368易伤4卖塔5立即金币68序列升级7核9时间a敌人爆炸
