0	Index      	Bounty	 *	Score 	Summary	Detail	
1	35131 25124	9	 * 	288.12	DCR|3VULN|3DUR|2DMG|2ASPD	189DUR|248VULN|34ASPD|48BPWR|5RPLT|6CGEN|78DMG|aRCR
2	35132 21261	10	 * 	281.32	DCR|4VULN|3DUR|2ASPD	19aDUR|249aVULN|34ASPD|49aBPWR|5LIT|69aDUST|7RMIN|8RCR
3	35133 32152	6	 * 	278.74	DCR|3VULN|3DUR|2ASPD|2TLV	158DUR|248VULN|34ASPD|48BPWR|6LHND|78TLV|9LIT|aRCR
4	35131 62152	4	   	278.74	DCR|3VULN|3DUR|2ASPD|2TLV	168DUR|248VULN|34ASPD|48BPWR|5LHND|78TLV|9LIT|aRCR
5	35132 52623	9	 * 	277.87	DCR|3VULN|3ASPD|2DUR|1TLV|2LIT	18DUR|246VULN|348ASPD|48BPWR|58LIT|7BELT|9RCR|aTLV
6	35133 21531	5	 * 	276.04	DCR|3VULN|3DUR|3ASPD|1TLV	156DUR|248VULN|348ASPD|48BPWR|7DLOT|9RCR|aTLV
7	35131 23415	6	   	274.90	DCR|3VULN|2DMG|2DUR|2ASPD	1aDUR|24aVULN|34ASPD|4aBPWR|5RPLT|6CGEN|7aDMG|8RCR|9RCVC
8	35132 52621	10	   	274.85	DCR|3VULN|3DUR|3ASPD|2LIT	18aDUR|246VULN|348ASPD|48BPWR|58LIT|7BELT|9RCR
9	35131 25161	10	   	274.65	DCR|3VULN|2DMG|2DUR|2ASPD|1SELL	18DUR|248VULN|34ASPD|48BPWR|5RPLT|6CGEN|78DMG|9SELL|aRCR
10	35132 22115	4	   	272.42	DCR|3VULN|2ASPD|1DMG|1TLV|1DUR|1CDMG	1DUR|247VULN|34ASPD|4BPWR|5CDMG|6RMIN|8RCR|9TLV|aDMG
11	35132 42115	4	   	272.32	DCR|3VULN|2ASPD|1DMG|1TLV|1DUR|1CDMG	1DUR|247VULN|34ASPD|4BPWR|5CDMG|6ERES|8RCR|9TLV|aDMG
12	35131 62124	9	   	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	189DUR|248VULN|34ASPD|48BPWR|5RPLT|6DMG|78ERES|aRCR
13	55135 32221	8	   	269.97	DCR|3VULN|2DMG|2ASPD|1DUR|1AART	19LWND|249VULN|34ASPD|49BPWR|5LHND|6AART|79DMG|8RCR|aDUR
